|dates|Union_Illinois_UnitedStates.JHU_ConfirmedCases.data|Union_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Union_Illinois_UnitedStates.NYT_ConfirmedCases.data|Union_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|3240.0|0|3240.0|0|50.0|0|0.0|100
0|2021-11-26|3240.0|0|3240.0|0|50.0|0|0.0|100
0|2021-11-27|3240.0|0|3240.0|0|50.0|0|0.0|100
0|2021-11-28|3240.0|0|3240.0|0|50.0|0|0.0|100
0|2021-11-29|3263.0|0|3263.0|0|50.0|0|0.0|100
0|2021-11-30|3274.0|0|3274.0|0|50.0|0|0.0|100
0|2021-12-01|3291.0|0|3291.0|0|50.0|0|0.0|100
0|2021-12-02|3302.0|0|3302.0|0|50.0|0|0.0|100
0|2021-12-03|3313.0|0|3313.0|0|50.0|0|0.0|100
0|2021-12-04|3313.0|0|3313.0|0|50.0|0|0.0|100
0|2021-12-05|3313.0|0|3313.0|0|50.0|0|0.0|100
0|2021-12-06|3335.0|0|3335.0|0|50.0|0|0.0|100
0|2021-12-07|3348.0|0|3348.0|0|50.0|0|0.0|100
0|2021-12-08|3360.0|0|3360.0|0|50.0|0|0.0|100
0|2021-12-09|3381.0|0|3381.0|0|50.0|0|0.0|100
0|2021-12-10|3386.0|0|3386.0|0|52.0|0|0.0|100
0|2021-12-11|3386.0|0|3386.0|0|52.0|0|0.0|100
0|2021-12-12|3386.0|0|3386.0|0|52.0|0|0.0|100
0|2021-12-13|3408.0|0|3408.0|0|52.0|0|0.0|100
0|2021-12-14|3408.0|0|3417.0|0|52.0|0|0.0|100
0|2021-12-15|3426.0|0|3426.0|0|52.0|0|0.0|100
0|2021-12-16|3446.0|0|3446.0|0|52.0|0|0.0|100
0|2021-12-17|3457.0|0|3457.0|0|52.0|0|0.0|100
0|2021-12-18|3457.0|0|3457.0|0|52.0|0|0.0|100
0|2021-12-19|3457.0|0|3457.0|0|52.0|0|0.0|100
0|2021-12-20|3474.0|0|3474.0|0|52.0|0|0.0|100
0|2021-12-21|3488.0|0|3488.0|0|52.0|0|0.0|100
0|2021-12-22|3498.0|0|3498.0|0|52.0|0|0.0|100
0|2021-12-23|3511.0|0|3511.0|0|52.0|0|0.0|100
0|2021-12-24|3511.0|0|3511.0|0|52.0|0|0.0|100
0|2021-12-25|3511.0|0|3511.0|0|52.0|0|0.0|100
0|2021-12-26|3511.0|0|3511.0|0|52.0|0|0.0|100
0|2021-12-27|3546.0|0|3546.0|0|52.0|0|0.0|100
0|2021-12-28|3574.0|0|3574.0|0|52.0|0|0.0|100
0|2021-12-29|3592.0|0|3592.0|0|52.0|0|0.0|100
0|2021-12-30|3614.0|0|3614.0|0|52.0|0|0.0|100
0|2021-12-31|3614.0|0|3614.0|0|52.0|0|0.0|100
0|2022-01-01|3614.0|0|3614.0|0|52.0|0|0.0|100
0|2022-01-02|3614.0|0|3614.0|0|52.0|0|0.0|100
0|2022-01-03|3689.0|0|3689.0|0|53.0|0|0.0|100
0|2022-01-04|3727.0|0|3727.0|0|53.0|0|0.0|100
0|2022-01-05|3759.0|0|3759.0|0|54.0|0|0.0|100
0|2022-01-06|3799.0|0|3799.0|0|54.0|0|0.0|100
0|2022-01-07|3844.0|0|3844.0|0|55.0|0|0.0|100
0|2022-01-08|3844.0|0|3844.0|0|55.0|0|0.0|100
0|2022-01-09|3844.0|0|3844.0|0|55.0|0|0.0|100
0|2022-01-10|3919.0|0|3919.0|0|57.0|0|0.0|100
0|2022-01-11|3968.0|0|3968.0|0|57.0|0|0.0|100
0|2022-01-12|4019.0|0|4019.0|0|57.0|0|0.0|100
0|2022-01-13|4019.0|0|4078.0|0|57.0|0|0.0|100
0|2022-01-14|4146.0|0|4146.0|0|57.0|0|0.0|100
0|2022-01-15|4146.0|0|4146.0|0|57.0|0|0.0|100
0|2022-01-16|4146.0|0|4146.0|0|57.0|0|0.0|100
0|2022-01-17|4146.0|0|0.0|100|57.0|0|0.0|100
