|dates|Sumter_Florida_UnitedStates.AveragePrecipitationTotal.data|Sumter_Florida_UnitedStates.AveragePrecipitationTotal.missing|Sumter_Florida_UnitedStates.AveragePrecipitation.data|Sumter_Florida_UnitedStates.AveragePrecipitation.missing|Sumter_Florida_UnitedStates.AverageWindDirection.data|Sumter_Florida_UnitedStates.AverageWindDirection.missing|Sumter_Florida_UnitedStates.AverageWindSpeed.data|Sumter_Florida_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.006458333333333334|0|31.041666666666668|0|1.4895833333333333|0
0|2021-10-18|0.0|0|0.0|0|8.958333333333334|0|0.3645833333333333|0
0|2021-10-19|0.0|0|0.0|0|31.458333333333332|0|2.3229166666666665|0
0|2021-10-20|0.0|0|0.0|0|24.166666666666668|0|1.8125|0
0|2021-10-21|0.0|0|0.0|0|19.375|0|0.84375|0
0|2021-10-22|0.0|0|0.0|0|3.125|0|0.052083333333333336|0
0|2021-10-23|0.0|0|0.0|0|2.8125|0|0.13541666666666666|0
0|2021-10-24|0.0|0|0.018020833333333333|0|10.416666666666666|0|0.6770833333333334|0
0|2021-10-25|0.0|0|0.017031250000000005|0|30.364583333333332|0|0.7864583333333334|0
0|2021-10-26|0.0|0|0.0|0|83.64583333333333|0|1.7083333333333333|0
0|2021-10-27|0.0|0|0.0|0|18.4375|0|0.3020833333333333|0
0|2021-10-28|0.0|0|0.02078125|0|111.25|0|3.3072916666666665|0
0|2021-10-29|0.0|0|0.0020833333333333333|0|146.97916666666666|0|3.9791666666666665|0
0|2021-10-30|0.0|0|0.0023958333333333344|0|63.020833333333336|0|0.9270833333333334|0
0|2021-10-31|0.0|0|0.0|0|2.9166666666666665|0|0.03125|0
0|2021-11-01|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-02|0.0|0|0.0|0|7.916666666666667|0|0.5104166666666666|0
0|2021-11-03|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-04|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-05|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-06|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-07|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-08|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-09|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-10|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-11|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-12|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-13|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-14|0.0|0|0.0|0|63.958333333333336|0|1.1666666666666667|0
0|2021-11-15|0.0|0|0.0|0|35.0|0|1.1666666666666667|0
0|2021-11-16|0.0|0|0.0|0|22.916666666666668|0|1.6770833333333333|0
0|2021-11-17|0.0|0|0.0|0|30.3125|0|1.0885416666666667|0
0|2021-11-18|0.0|0|0.0|0|6.25|0|0.1875|0
0|2021-11-19|0.0|0|0.0|0|20.15625|0|3.8645833333333335|0
0|2021-11-20|0.0|0|0.0|0|22.291666666666668|0|4.75|0
0|2021-11-21|0.0|0|0.0003125|0|17.5|0|2.5416666666666665|0
0|2021-11-22|0.0|0|0.0026041666666666665|0|101.45833333333333|0|1.3958333333333333|0
0|2021-11-23|0.0|0|0.0|0|86.35416666666667|0|3.8229166666666665|0
0|2021-11-24|0.0|0|0.0|0|7.291666666666667|0|0.6875|0
0|2021-11-25|0.0|0|0.0|0|3.6458333333333335|0|0.22916666666666666|0
