|dates|McMullen_Texas_UnitedStates.BLS_EmployedPopulation.data|McMullen_Texas_UnitedStates.BLS_EmployedPopulation.missing|McMullen_Texas_UnitedStates.BLS_UnemployedPopulation.data|McMullen_Texas_UnitedStates.BLS_UnemployedPopulation.missing|McMullen_Texas_UnitedStates.BLS_UnemploymentRate.data|McMullen_Texas_UnitedStates.BLS_UnemploymentRate.missing|McMullen_Texas_UnitedStates.BLS_LaborForcePopulation.data|McMullen_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-21|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-22|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-23|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-24|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-25|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-26|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-27|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-28|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-29|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-11-30|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-01|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-02|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-03|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-04|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-05|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-06|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-07|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-08|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-09|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-10|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-11|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-12|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-13|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-14|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-15|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-16|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-17|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-18|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-19|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-20|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-21|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-22|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-23|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-24|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-25|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-26|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-27|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-28|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-29|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-30|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2021-12-31|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-01|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-02|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-03|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-04|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-05|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-06|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-07|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-08|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-09|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-10|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-11|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-12|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-13|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-14|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-15|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-16|634.0|0|20.0|0|3.058103975535168|0|654.0|0
0|2022-01-17|634.0|0|20.0|0|3.058103975535168|0|654.0|0
