|dates|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Outagamie_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Outagamie_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|29738.0|0|29738.0|0|267.0|0|0.0|100
0|2021-10-18|29859.0|0|29859.0|0|267.0|0|0.0|100
0|2021-10-19|29991.0|0|29991.0|0|267.0|0|0.0|100
0|2021-10-20|30089.0|0|30089.0|0|267.0|0|0.0|100
0|2021-10-21|30211.0|0|30211.0|0|267.0|0|0.0|100
0|2021-10-22|30294.0|0|30294.0|0|269.0|0|0.0|100
0|2021-10-23|30294.0|0|30294.0|0|269.0|0|0.0|100
0|2021-10-24|30294.0|0|30294.0|0|269.0|0|0.0|100
0|2021-10-25|30464.0|0|30464.0|0|270.0|0|0.0|100
0|2021-10-26|30608.0|0|30608.0|0|270.0|0|0.0|100
0|2021-10-27|30697.0|0|30697.0|0|273.0|0|0.0|100
0|2021-10-28|30803.0|0|30803.0|0|274.0|0|0.0|100
0|2021-10-29|30897.0|0|30897.0|0|274.0|0|0.0|100
0|2021-10-30|30897.0|0|30897.0|0|274.0|0|0.0|100
0|2021-10-31|30897.0|0|30897.0|0|274.0|0|0.0|100
0|2021-11-01|31127.0|0|31127.0|0|274.0|0|0.0|100
0|2021-11-02|31220.0|0|31220.0|0|275.0|0|0.0|100
0|2021-11-03|31319.0|0|31319.0|0|275.0|0|0.0|100
0|2021-11-04|31405.0|0|31405.0|0|276.0|0|0.0|100
0|2021-11-05|31524.0|0|31524.0|0|276.0|0|0.0|100
0|2021-11-06|31524.0|0|31524.0|0|276.0|0|0.0|100
0|2021-11-07|31524.0|0|31524.0|0|276.0|0|0.0|100
0|2021-11-08|31757.0|0|31757.0|0|277.0|0|0.0|100
0|2021-11-09|31910.0|0|31910.0|0|277.0|0|0.0|100
0|2021-11-10|31910.0|0|32066.0|0|277.0|0|0.0|100
0|2021-11-11|32218.0|0|32218.0|0|278.0|0|0.0|100
0|2021-11-12|32333.0|0|32333.0|0|278.0|0|0.0|100
0|2021-11-13|32333.0|0|32333.0|0|278.0|0|0.0|100
0|2021-11-14|32333.0|0|32333.0|0|278.0|0|0.0|100
0|2021-11-15|32561.0|0|32561.0|0|279.0|0|0.0|100
0|2021-11-16|32735.0|0|32735.0|0|279.0|0|0.0|100
0|2021-11-17|33009.0|0|33009.0|0|279.0|0|0.0|100
0|2021-11-18|33206.0|0|33206.0|0|279.0|0|0.0|100
0|2021-11-19|33375.0|0|33375.0|0|279.0|0|0.0|100
0|2021-11-20|33375.0|0|33375.0|0|279.0|0|0.0|100
0|2021-11-21|33375.0|0|33375.0|0|279.0|0|0.0|100
0|2021-11-22|33620.0|0|33620.0|0|280.0|0|0.0|100
0|2021-11-23|33800.0|0|33800.0|0|281.0|0|0.0|100
0|2021-11-24|34042.0|0|34042.0|0|284.0|0|0.0|100
0|2021-11-25|34220.0|0|34220.0|0|284.0|0|0.0|100
0|2021-11-26|34252.0|0|34252.0|0|284.0|0|0.0|100
0|2021-11-27|34252.0|0|34252.0|0|284.0|0|0.0|100
0|2021-11-28|34252.0|0|34252.0|0|284.0|0|0.0|100
0|2021-11-29|34659.0|0|34659.0|0|284.0|0|0.0|100
0|2021-11-30|34805.0|0|34805.0|0|285.0|0|0.0|100
0|2021-12-01|34985.0|0|34985.0|0|285.0|0|0.0|100
0|2021-12-02|35200.0|0|35200.0|0|287.0|0|0.0|100
0|2021-12-03|35388.0|0|35388.0|0|289.0|0|0.0|100
0|2021-12-04|35388.0|0|35388.0|0|289.0|0|0.0|100
0|2021-12-05|35388.0|0|35388.0|0|289.0|0|0.0|100
0|2021-12-06|35388.0|0|35388.0|0|289.0|0|0.0|100
0|2021-12-07|35388.0|0|35388.0|0|289.0|0|0.0|100
0|2021-12-08|35883.0|0|35883.0|0|292.0|0|0.0|100
0|2021-12-09|36105.0|0|36105.0|0|294.0|0|0.0|100
0|2021-12-10|36374.0|0|36374.0|0|295.0|0|0.0|100
0|2021-12-11|36374.0|0|36374.0|0|295.0|0|0.0|100
0|2021-12-12|36374.0|0|36374.0|0|295.0|0|0.0|100
0|2021-12-13|36657.0|0|36657.0|0|295.0|0|0.0|100
0|2021-12-14|36657.0|0|36810.0|0|295.0|0|0.0|100
0|2021-12-15|37047.0|0|37047.0|0|296.0|0|0.0|100
0|2021-12-16|37210.0|0|37210.0|0|299.0|0|0.0|100
0|2021-12-17|37349.0|0|37349.0|0|299.0|0|0.0|100
0|2021-12-18|37349.0|0|37349.0|0|299.0|0|0.0|100
0|2021-12-19|37349.0|0|37349.0|0|299.0|0|0.0|100
0|2021-12-20|37596.0|0|37596.0|0|302.0|0|0.0|100
0|2021-12-21|37674.0|0|37674.0|0|302.0|0|0.0|100
0|2021-12-22|37854.0|0|37854.0|0|302.0|0|0.0|100
0|2021-12-23|38078.0|0|38078.0|0|302.0|0|0.0|100
0|2021-12-24|38078.0|0|38310.0|0|302.0|0|0.0|100
0|2021-12-25|38310.0|0|38310.0|0|302.0|0|0.0|100
0|2021-12-26|38310.0|0|38310.0|0|302.0|0|0.0|100
0|2021-12-27|38443.0|0|38443.0|0|302.0|0|0.0|100
0|2021-12-28|38641.0|0|38641.0|0|302.0|0|0.0|100
0|2021-12-29|38868.0|0|38868.0|0|303.0|0|0.0|100
0|2021-12-30|39118.0|0|39118.0|0|304.0|0|0.0|100
0|2021-12-31|39363.0|0|39363.0|0|304.0|0|0.0|100
0|2022-01-01|39363.0|0|39363.0|0|304.0|0|0.0|100
0|2022-01-02|39363.0|0|39363.0|0|304.0|0|0.0|100
0|2022-01-03|39855.0|0|39855.0|0|304.0|0|0.0|100
0|2022-01-04|39855.0|0|40022.0|0|304.0|0|0.0|100
0|2022-01-05|40314.0|0|40314.0|0|309.0|0|0.0|100
0|2022-01-06|41016.0|0|41016.0|0|310.0|0|0.0|100
0|2022-01-07|41873.0|0|41873.0|0|310.0|0|0.0|100
0|2022-01-08|41873.0|0|41873.0|0|310.0|0|0.0|100
0|2022-01-09|41873.0|0|41873.0|0|310.0|0|0.0|100
0|2022-01-10|42911.0|0|42911.0|0|310.0|0|0.0|100
0|2022-01-11|43569.0|0|43569.0|0|310.0|0|0.0|100
0|2022-01-12|44563.0|0|44563.0|0|311.0|0|0.0|100
0|2022-01-13|44563.0|0|45365.0|0|311.0|0|0.0|100
0|2022-01-14|46593.0|0|46593.0|0|313.0|0|0.0|100
0|2022-01-15|46593.0|0|46593.0|0|313.0|0|0.0|100
0|2022-01-16|46593.0|0|46593.0|0|313.0|0|0.0|100
0|2022-01-17|47884.0|0|0.0|100|314.0|0|0.0|100
