|dates|Muscatine_Iowa_UnitedStates.JHU_ConfirmedCases.data|Muscatine_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Muscatine_Iowa_UnitedStates.NYT_ConfirmedCases.data|Muscatine_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Muscatine_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Muscatine_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Muscatine_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Muscatine_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-11-25|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-11-26|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-11-27|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-11-28|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-11-29|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-11-30|6645.0|0|6653.0|0|117.0|0|0.0|100
0|2021-12-01|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-02|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-03|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-04|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-05|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-06|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-07|6717.0|0|6732.0|0|117.0|0|0.0|100
0|2021-12-08|6839.0|0|6861.0|0|117.0|0|0.0|100
0|2021-12-09|6839.0|0|6861.0|0|117.0|0|0.0|100
0|2021-12-10|6907.0|0|6861.0|0|118.0|0|0.0|100
0|2021-12-11|6907.0|0|6861.0|0|118.0|0|0.0|100
0|2021-12-12|6907.0|0|6861.0|0|118.0|0|0.0|100
0|2021-12-13|6907.0|0|6861.0|0|118.0|0|0.0|100
0|2021-12-14|6907.0|0|6861.0|0|118.0|0|0.0|100
0|2021-12-15|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-16|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-17|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-18|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-19|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-20|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-21|6963.0|0|6973.0|0|118.0|0|0.0|100
0|2021-12-22|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-23|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-24|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-25|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-26|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-27|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-28|7110.0|0|7125.0|0|119.0|0|0.0|100
0|2021-12-29|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2021-12-30|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2021-12-31|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2022-01-01|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2022-01-02|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2022-01-03|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2022-01-04|7261.0|0|7277.0|0|119.0|0|0.0|100
0|2022-01-05|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-06|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-07|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-08|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-09|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-10|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-11|7472.0|0|7513.0|0|120.0|0|0.0|100
0|2022-01-12|7895.0|0|7963.0|0|122.0|0|0.0|100
0|2022-01-13|7895.0|0|7963.0|0|122.0|0|0.0|100
0|2022-01-14|7895.0|0|7963.0|0|122.0|0|0.0|100
0|2022-01-15|7895.0|0|7963.0|0|122.0|0|0.0|100
0|2022-01-16|7895.0|0|7963.0|0|122.0|0|0.0|100
0|2022-01-17|7895.0|0|0.0|100|122.0|0|0.0|100
