|dates|Jefferson_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|6897.0|0|6897.0|0|185.0|0|0.0|100
0|2022-01-02|6923.0|0|6923.0|0|185.0|0|0.0|100
0|2022-01-03|6943.0|0|6943.0|0|185.0|0|0.0|100
0|2022-01-04|6992.0|0|6992.0|0|185.0|0|0.0|100
0|2022-01-05|7033.0|0|7033.0|0|186.0|0|0.0|100
0|2022-01-06|7070.0|0|7070.0|0|186.0|0|0.0|100
0|2022-01-07|7118.0|0|7118.0|0|187.0|0|0.0|100
0|2022-01-08|7166.0|0|7166.0|0|187.0|0|0.0|100
0|2022-01-09|7190.0|0|7190.0|0|187.0|0|0.0|100
0|2022-01-10|7216.0|0|7216.0|0|187.0|0|0.0|100
0|2022-01-11|7258.0|0|7258.0|0|190.0|0|0.0|100
0|2022-01-12|7313.0|0|7313.0|0|191.0|0|0.0|100
0|2022-01-13|7313.0|0|7359.0|0|191.0|0|0.0|100
0|2022-01-14|7452.0|0|7452.0|0|194.0|0|0.0|100
0|2022-01-15|7520.0|0|7520.0|0|195.0|0|0.0|100
0|2022-01-16|7598.0|0|7598.0|0|195.0|0|0.0|100
0|2022-01-17|7624.0|0|0.0|100|195.0|0|0.0|100
