|dates|Geary_Kansas_UnitedStates.JHU_ConfirmedCases.data|Geary_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Geary_Kansas_UnitedStates.NYT_ConfirmedCases.data|Geary_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Geary_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Geary_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Geary_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Geary_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4681.0|0|4681.0|0|54.0|0|0.0|100
0|2021-10-18|4692.0|0|4692.0|0|54.0|0|0.0|100
0|2021-10-19|4692.0|0|4692.0|0|54.0|0|0.0|100
0|2021-10-20|4711.0|0|4711.0|0|54.0|0|0.0|100
0|2021-10-21|4711.0|0|4711.0|0|54.0|0|0.0|100
0|2021-10-22|4734.0|0|4734.0|0|54.0|0|0.0|100
0|2021-10-23|4734.0|0|4734.0|0|54.0|0|0.0|100
0|2021-10-24|4734.0|0|4734.0|0|54.0|0|0.0|100
0|2021-10-25|4745.0|0|4745.0|0|54.0|0|0.0|100
0|2021-10-26|4745.0|0|4745.0|0|54.0|0|0.0|100
0|2021-10-27|4769.0|0|4769.0|0|57.0|0|0.0|100
0|2021-10-28|4769.0|0|4769.0|0|57.0|0|0.0|100
0|2021-10-29|4780.0|0|4780.0|0|57.0|0|0.0|100
0|2021-10-30|4780.0|0|4780.0|0|57.0|0|0.0|100
0|2021-10-31|4780.0|0|4780.0|0|57.0|0|0.0|100
0|2021-11-01|4784.0|0|4784.0|0|57.0|0|0.0|100
0|2021-11-02|4784.0|0|4784.0|0|57.0|0|0.0|100
0|2021-11-03|4795.0|0|4795.0|0|57.0|0|0.0|100
0|2021-11-04|4795.0|0|4795.0|0|57.0|0|0.0|100
0|2021-11-05|4819.0|0|4819.0|0|58.0|0|0.0|100
0|2021-11-06|4819.0|0|4819.0|0|58.0|0|0.0|100
0|2021-11-07|4819.0|0|4819.0|0|58.0|0|0.0|100
0|2021-11-08|4828.0|0|4828.0|0|58.0|0|0.0|100
0|2021-11-09|4828.0|0|4828.0|0|58.0|0|0.0|100
0|2021-11-10|4864.0|0|4864.0|0|58.0|0|0.0|100
0|2021-11-11|4864.0|0|4864.0|0|58.0|0|0.0|100
0|2021-11-12|4885.0|0|4885.0|0|58.0|0|0.0|100
0|2021-11-13|4885.0|0|4885.0|0|58.0|0|0.0|100
0|2021-11-14|4885.0|0|4885.0|0|58.0|0|0.0|100
0|2021-11-15|4901.0|0|4901.0|0|58.0|0|0.0|100
0|2021-11-16|4901.0|0|4901.0|0|58.0|0|0.0|100
0|2021-11-17|4928.0|0|4928.0|0|58.0|0|0.0|100
0|2021-11-18|4928.0|0|4928.0|0|58.0|0|0.0|100
0|2021-11-19|4944.0|0|4944.0|0|58.0|0|0.0|100
0|2021-11-20|4944.0|0|4944.0|0|58.0|0|0.0|100
0|2021-11-21|4944.0|0|4944.0|0|58.0|0|0.0|100
0|2021-11-22|4960.0|0|4960.0|0|58.0|0|0.0|100
0|2021-11-23|4960.0|0|4960.0|0|58.0|0|0.0|100
0|2021-11-24|4960.0|0|4980.0|0|58.0|0|0.0|100
0|2021-11-25|4980.0|0|4980.0|0|59.0|0|0.0|100
0|2021-11-26|4980.0|0|4980.0|0|59.0|0|0.0|100
0|2021-11-27|4980.0|0|4980.0|0|59.0|0|0.0|100
0|2021-11-28|4980.0|0|4980.0|0|59.0|0|0.0|100
0|2021-11-29|5022.0|0|5022.0|0|59.0|0|0.0|100
0|2021-11-30|5022.0|0|5022.0|0|59.0|0|0.0|100
0|2021-12-01|5041.0|0|5041.0|0|61.0|0|0.0|100
0|2021-12-02|5041.0|0|5041.0|0|61.0|0|0.0|100
0|2021-12-03|5041.0|0|5056.0|0|61.0|0|0.0|100
0|2021-12-04|5056.0|0|5056.0|0|61.0|0|0.0|100
0|2021-12-05|5056.0|0|5056.0|0|61.0|0|0.0|100
0|2021-12-06|5067.0|0|5067.0|0|61.0|0|0.0|100
0|2021-12-07|5067.0|0|5067.0|0|61.0|0|0.0|100
0|2021-12-08|5096.0|0|5096.0|0|61.0|0|0.0|100
0|2021-12-09|5096.0|0|5096.0|0|61.0|0|0.0|100
0|2021-12-10|5117.0|0|5117.0|0|61.0|0|0.0|100
0|2021-12-11|5117.0|0|5117.0|0|61.0|0|0.0|100
0|2021-12-12|5117.0|0|5117.0|0|61.0|0|0.0|100
0|2021-12-13|5137.0|0|5137.0|0|61.0|0|0.0|100
0|2021-12-14|5137.0|0|5137.0|0|61.0|0|0.0|100
0|2021-12-15|5173.0|0|5173.0|0|61.0|0|0.0|100
0|2021-12-16|5173.0|0|5173.0|0|61.0|0|0.0|100
0|2021-12-17|5202.0|0|5202.0|0|61.0|0|0.0|100
0|2021-12-18|5202.0|0|5202.0|0|61.0|0|0.0|100
0|2021-12-19|5202.0|0|5202.0|0|61.0|0|0.0|100
0|2021-12-20|5229.0|0|5229.0|0|61.0|0|0.0|100
0|2021-12-21|5229.0|0|5229.0|0|61.0|0|0.0|100
0|2021-12-22|5269.0|0|5269.0|0|61.0|0|0.0|100
0|2021-12-23|5269.0|0|5269.0|0|61.0|0|0.0|100
0|2021-12-24|5269.0|0|5269.0|0|61.0|0|0.0|100
0|2021-12-25|5269.0|0|5269.0|0|61.0|0|0.0|100
0|2021-12-26|5269.0|0|5269.0|0|61.0|0|0.0|100
0|2021-12-27|5347.0|0|5347.0|0|61.0|0|0.0|100
0|2021-12-28|5347.0|0|5347.0|0|61.0|0|0.0|100
0|2021-12-29|5435.0|0|5435.0|0|61.0|0|0.0|100
0|2021-12-30|5435.0|0|5435.0|0|61.0|0|0.0|100
0|2021-12-31|5435.0|0|5435.0|0|61.0|0|0.0|100
0|2022-01-01|5435.0|0|5435.0|0|61.0|0|0.0|100
0|2022-01-02|5435.0|0|5435.0|0|61.0|0|0.0|100
0|2022-01-03|5644.0|0|5644.0|0|61.0|0|0.0|100
0|2022-01-04|5644.0|0|5644.0|0|61.0|0|0.0|100
0|2022-01-05|5849.0|0|5849.0|0|61.0|0|0.0|100
0|2022-01-06|5849.0|0|5849.0|0|61.0|0|0.0|100
0|2022-01-07|6041.0|0|6041.0|0|63.0|0|0.0|100
0|2022-01-08|6041.0|0|6041.0|0|63.0|0|0.0|100
0|2022-01-09|6041.0|0|6041.0|0|63.0|0|0.0|100
0|2022-01-10|6234.0|0|6234.0|0|63.0|0|0.0|100
0|2022-01-11|6234.0|0|6234.0|0|63.0|0|0.0|100
0|2022-01-12|6234.0|0|6404.0|0|63.0|0|0.0|100
0|2022-01-13|6234.0|0|6573.0|0|63.0|0|0.0|100
0|2022-01-14|6878.0|0|6878.0|0|63.0|0|0.0|100
0|2022-01-15|6878.0|0|6878.0|0|63.0|0|0.0|100
0|2022-01-16|6878.0|0|6878.0|0|63.0|0|0.0|100
0|2022-01-17|6878.0|0|0.0|100|63.0|0|0.0|100
