|dates|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|108786.0|0|108786.0|0|2487.0|0|0.0|100
0|2021-12-08|109632.0|0|109632.0|0|2487.0|0|0.0|100
0|2021-12-09|110427.0|0|110427.0|0|2487.0|0|0.0|100
0|2021-12-10|111102.0|0|111102.0|0|2490.0|0|0.0|100
0|2021-12-11|111102.0|0|111102.0|0|2490.0|0|0.0|100
0|2021-12-12|111102.0|0|111102.0|0|2490.0|0|0.0|100
0|2021-12-13|112597.0|0|112597.0|0|2490.0|0|0.0|100
0|2021-12-14|112597.0|0|113132.0|0|2490.0|0|0.0|100
0|2021-12-15|113851.0|0|113851.0|0|2503.0|0|0.0|100
0|2021-12-16|114606.0|0|114606.0|0|2506.0|0|0.0|100
0|2021-12-17|115376.0|0|115376.0|0|2510.0|0|0.0|100
0|2021-12-18|115376.0|0|115376.0|0|2510.0|0|0.0|100
0|2021-12-19|115376.0|0|115376.0|0|2510.0|0|0.0|100
0|2021-12-20|117029.0|0|117029.0|0|2518.0|0|0.0|100
0|2021-12-21|117514.0|0|117514.0|0|2527.0|0|0.0|100
0|2021-12-22|118424.0|0|118424.0|0|2532.0|0|0.0|100
0|2021-12-23|119496.0|0|119496.0|0|2537.0|0|0.0|100
0|2021-12-24|120517.0|0|120517.0|0|2543.0|0|0.0|100
0|2021-12-25|120517.0|0|120517.0|0|2543.0|0|0.0|100
0|2021-12-26|120517.0|0|120517.0|0|2543.0|0|0.0|100
0|2021-12-27|121883.0|0|121883.0|0|2547.0|0|0.0|100
0|2021-12-28|122748.0|0|122748.0|0|2554.0|0|0.0|100
0|2021-12-29|124404.0|0|124404.0|0|2564.0|0|0.0|100
0|2021-12-30|126892.0|0|126892.0|0|2571.0|0|0.0|100
0|2021-12-31|128771.0|0|128771.0|0|2578.0|0|0.0|100
0|2022-01-01|128771.0|0|128771.0|0|2578.0|0|0.0|100
0|2022-01-02|128771.0|0|128771.0|0|2578.0|0|0.0|100
0|2022-01-03|132213.0|0|132213.0|0|2587.0|0|0.0|100
0|2022-01-04|134095.0|0|134095.0|0|2598.0|0|0.0|100
0|2022-01-05|137502.0|0|137502.0|0|2606.0|0|0.0|100
0|2022-01-06|140726.0|0|140726.0|0|2611.0|0|0.0|100
0|2022-01-07|143237.0|0|143237.0|0|2621.0|0|0.0|100
0|2022-01-08|143237.0|0|143237.0|0|2621.0|0|0.0|100
0|2022-01-09|143237.0|0|143237.0|0|2621.0|0|0.0|100
0|2022-01-10|150511.0|0|150511.0|0|2631.0|0|0.0|100
0|2022-01-11|152325.0|0|152325.0|0|2645.0|0|0.0|100
0|2022-01-12|155053.0|0|155053.0|0|2654.0|0|0.0|100
0|2022-01-13|155053.0|0|157497.0|0|2654.0|0|0.0|100
0|2022-01-14|159556.0|0|159556.0|0|2668.0|0|0.0|100
0|2022-01-15|159556.0|0|159556.0|0|2668.0|0|0.0|100
0|2022-01-16|159556.0|0|159556.0|0|2668.0|0|0.0|100
0|2022-01-17|159556.0|0|0.0|100|2668.0|0|0.0|100
