|dates|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|93367.0|0|93367.0|0|2384.0|0|0.0|100
0|2021-10-18|93865.0|0|93865.0|0|2385.0|0|0.0|100
0|2021-10-19|94162.0|0|94162.0|0|2393.0|0|0.0|100
0|2021-10-20|94391.0|0|94391.0|0|2394.0|0|0.0|100
0|2021-10-21|94601.0|0|94601.0|0|2399.0|0|0.0|100
0|2021-10-22|94820.0|0|94820.0|0|2402.0|0|0.0|100
0|2021-10-23|94820.0|0|94820.0|0|2402.0|0|0.0|100
0|2021-10-24|94820.0|0|94820.0|0|2402.0|0|0.0|100
0|2021-10-25|95309.0|0|95309.0|0|2409.0|0|0.0|100
0|2021-10-26|95437.0|0|95437.0|0|2417.0|0|0.0|100
0|2021-10-27|95600.0|0|95600.0|0|2417.0|0|0.0|100
0|2021-10-28|95600.0|0|95803.0|0|2418.0|0|0.0|100
0|2021-10-29|95977.0|0|95977.0|0|2421.0|0|0.0|100
0|2021-10-30|95977.0|0|95977.0|0|2421.0|0|0.0|100
0|2021-10-31|95977.0|0|95977.0|0|2421.0|0|0.0|100
0|2021-11-01|96459.0|0|96459.0|0|2421.0|0|0.0|100
0|2021-11-02|96588.0|0|96588.0|0|2427.0|0|0.0|100
0|2021-11-03|96767.0|0|96767.0|0|2429.0|0|0.0|100
0|2021-11-04|97024.0|0|97024.0|0|2432.0|0|0.0|100
0|2021-11-05|97224.0|0|97224.0|0|2432.0|0|0.0|100
0|2021-11-06|97224.0|0|97224.0|0|2432.0|0|0.0|100
0|2021-11-07|97224.0|0|97224.0|0|2432.0|0|0.0|100
0|2021-11-08|97771.0|0|97771.0|0|2433.0|0|0.0|100
0|2021-11-09|97995.0|0|97995.0|0|2435.0|0|0.0|100
0|2021-11-10|97995.0|0|98238.0|0|2435.0|0|0.0|100
0|2021-11-11|98238.0|0|98238.0|0|2436.0|0|0.0|100
0|2021-11-12|98855.0|0|98855.0|0|2441.0|0|0.0|100
0|2021-11-13|98855.0|0|98855.0|0|2441.0|0|0.0|100
0|2021-11-14|98855.0|0|98855.0|0|2441.0|0|0.0|100
0|2021-11-15|99687.0|0|99687.0|0|2445.0|0|0.0|100
0|2021-11-16|99942.0|0|99942.0|0|2448.0|0|0.0|100
0|2021-11-17|100244.0|0|100244.0|0|2452.0|0|0.0|100
0|2021-11-18|100741.0|0|100741.0|0|2453.0|0|0.0|100
0|2021-11-19|101070.0|0|101070.0|0|2456.0|0|0.0|100
0|2021-11-20|101070.0|0|101070.0|0|2456.0|0|0.0|100
0|2021-11-21|101070.0|0|101070.0|0|2456.0|0|0.0|100
0|2021-11-22|102067.0|0|102067.0|0|2456.0|0|0.0|100
0|2021-11-23|102355.0|0|102355.0|0|2460.0|0|0.0|100
0|2021-11-24|102826.0|0|102826.0|0|2464.0|0|0.0|100
0|2021-11-25|102826.0|0|102826.0|0|2464.0|0|0.0|100
0|2021-11-26|103718.0|0|103718.0|0|2466.0|0|0.0|100
0|2021-11-27|103718.0|0|103718.0|0|2466.0|0|0.0|100
0|2021-11-28|103718.0|0|103718.0|0|2466.0|0|0.0|100
0|2021-11-29|104350.0|0|104350.0|0|2468.0|0|0.0|100
0|2021-11-30|104692.0|0|104692.0|0|2472.0|0|0.0|100
0|2021-12-01|105345.0|0|105345.0|0|2473.0|0|0.0|100
0|2021-12-02|105345.0|0|106161.0|0|2473.0|0|0.0|100
0|2021-12-03|106875.0|0|106875.0|0|2478.0|0|0.0|100
0|2021-12-04|106875.0|0|106875.0|0|2478.0|0|0.0|100
0|2021-12-05|106875.0|0|106875.0|0|2478.0|0|0.0|100
0|2021-12-06|108399.0|0|108399.0|0|2483.0|0|0.0|100
