|dates|Monroe_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Monroe_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Monroe_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1231.0|0|1231.0|0|26.0|0|0.0|100
0|2021-12-27|1231.0|0|1231.0|0|26.0|0|0.0|100
0|2021-12-28|1235.0|0|1235.0|0|26.0|0|0.0|100
0|2021-12-29|1239.0|0|1239.0|0|26.0|0|0.0|100
0|2021-12-30|1250.0|0|1250.0|0|26.0|0|0.0|100
0|2021-12-31|1252.0|0|1252.0|0|26.0|0|0.0|100
0|2022-01-01|1258.0|0|1258.0|0|26.0|0|0.0|100
0|2022-01-02|1263.0|0|1263.0|0|26.0|0|0.0|100
0|2022-01-03|1268.0|0|1268.0|0|26.0|0|0.0|100
0|2022-01-04|1292.0|0|1292.0|0|26.0|0|0.0|100
0|2022-01-05|1308.0|0|1308.0|0|26.0|0|0.0|100
0|2022-01-06|1325.0|0|1325.0|0|26.0|0|0.0|100
0|2022-01-07|1357.0|0|1357.0|0|26.0|0|0.0|100
0|2022-01-08|1379.0|0|1379.0|0|26.0|0|0.0|100
0|2022-01-09|1379.0|0|1379.0|0|26.0|0|0.0|100
0|2022-01-10|1406.0|0|1406.0|0|26.0|0|0.0|100
0|2022-01-11|1435.0|0|1435.0|0|26.0|0|0.0|100
0|2022-01-12|1458.0|0|1458.0|0|26.0|0|0.0|100
0|2022-01-13|1458.0|0|1519.0|0|26.0|0|0.0|100
0|2022-01-14|1564.0|0|1564.0|0|28.0|0|0.0|100
0|2022-01-15|1605.0|0|1605.0|0|28.0|0|0.0|100
0|2022-01-16|1624.0|0|1624.0|0|28.0|0|0.0|100
0|2022-01-17|1636.0|0|0.0|100|28.0|0|0.0|100
