|dates|Adams_Indiana_UnitedStates.JHU_ConfirmedCases.data|Adams_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Adams_Indiana_UnitedStates.NYT_ConfirmedCases.data|Adams_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Adams_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|5915.0|0|5987.0|0|93.0|0|0.0|100
0|2022-01-03|5982.0|0|6055.0|0|93.0|0|0.0|100
0|2022-01-04|6001.0|0|6074.0|0|94.0|0|0.0|100
0|2022-01-05|6030.0|0|6103.0|0|94.0|0|0.0|100
0|2022-01-06|6063.0|0|6136.0|0|94.0|0|0.0|100
0|2022-01-07|6091.0|0|6164.0|0|96.0|0|0.0|100
0|2022-01-08|6091.0|0|6164.0|0|96.0|0|0.0|100
0|2022-01-09|6091.0|0|6164.0|0|96.0|0|0.0|100
0|2022-01-10|6172.0|0|6245.0|0|97.0|0|0.0|100
0|2022-01-11|6231.0|0|6304.0|0|99.0|0|0.0|100
0|2022-01-12|6290.0|0|6362.0|0|100.0|0|0.0|100
0|2022-01-13|6290.0|0|6395.0|0|100.0|0|0.0|100
0|2022-01-14|6382.0|0|6454.0|0|101.0|0|0.0|100
0|2022-01-15|6382.0|0|6454.0|0|101.0|0|0.0|100
0|2022-01-16|6382.0|0|6454.0|0|101.0|0|0.0|100
0|2022-01-17|6508.0|0|0.0|100|101.0|0|0.0|100
