|dates|Lake_Indiana_UnitedStates.JHU_ConfirmedCases.data|Lake_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Lake_Indiana_UnitedStates.NYT_ConfirmedCases.data|Lake_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Lake_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|67939.0|0|68032.0|0|1191.0|0|0.0|100
0|2021-11-09|68069.0|0|68162.0|0|1195.0|0|0.0|100
0|2021-11-10|68069.0|0|68289.0|0|1195.0|0|0.0|100
0|2021-11-11|68504.0|0|68597.0|0|1199.0|0|0.0|100
0|2021-11-12|68643.0|0|68736.0|0|1201.0|0|0.0|100
0|2021-11-13|68643.0|0|68736.0|0|1201.0|0|0.0|100
0|2021-11-14|68643.0|0|68736.0|0|1201.0|0|0.0|100
0|2021-11-15|68990.0|0|69083.0|0|1202.0|0|0.0|100
0|2021-11-16|69152.0|0|69245.0|0|1207.0|0|0.0|100
0|2021-11-17|69297.0|0|69390.0|0|1207.0|0|0.0|100
0|2021-11-18|69489.0|0|69582.0|0|1208.0|0|0.0|100
0|2021-11-19|69681.0|0|69774.0|0|1211.0|0|0.0|100
0|2021-11-20|69681.0|0|69774.0|0|1211.0|0|0.0|100
0|2021-11-21|69681.0|0|69774.0|0|1211.0|0|0.0|100
0|2021-11-22|70118.0|0|70211.0|0|1214.0|0|0.0|100
0|2021-11-23|70334.0|0|70428.0|0|1219.0|0|0.0|100
0|2021-11-24|70517.0|0|70611.0|0|1220.0|0|0.0|100
0|2021-11-25|70517.0|0|70611.0|0|1220.0|0|0.0|100
0|2021-11-26|70517.0|0|70611.0|0|1220.0|0|0.0|100
0|2021-11-27|70517.0|0|70611.0|0|1220.0|0|0.0|100
0|2021-11-28|70517.0|0|70611.0|0|1220.0|0|0.0|100
0|2021-11-29|71253.0|0|71347.0|0|1225.0|0|0.0|100
0|2021-11-30|71504.0|0|71598.0|0|1238.0|0|0.0|100
0|2021-12-01|71865.0|0|71960.0|0|1243.0|0|0.0|100
0|2021-12-02|71865.0|0|72266.0|0|1243.0|0|0.0|100
0|2021-12-03|72483.0|0|72578.0|0|1254.0|0|0.0|100
0|2021-12-04|72483.0|0|72578.0|0|1254.0|0|0.0|100
0|2021-12-05|72483.0|0|72578.0|0|1254.0|0|0.0|100
0|2021-12-06|73239.0|0|73334.0|0|1255.0|0|0.0|100
0|2021-12-07|73598.0|0|73693.0|0|1260.0|0|0.0|100
0|2021-12-08|73865.0|0|73960.0|0|1265.0|0|0.0|100
0|2021-12-09|74188.0|0|74283.0|0|1268.0|0|0.0|100
0|2021-12-10|74523.0|0|74618.0|0|1270.0|0|0.0|100
0|2021-12-11|74523.0|0|74618.0|0|1270.0|0|0.0|100
0|2021-12-12|74523.0|0|74618.0|0|1270.0|0|0.0|100
0|2021-12-13|75252.0|0|75347.0|0|1274.0|0|0.0|100
0|2021-12-14|75252.0|0|75664.0|0|1274.0|0|0.0|100
0|2021-12-15|75834.0|0|75933.0|0|1289.0|0|0.0|100
0|2021-12-16|76205.0|0|76304.0|0|1291.0|0|0.0|100
0|2021-12-17|76630.0|0|76729.0|0|1298.0|0|0.0|100
0|2021-12-18|76630.0|0|76729.0|0|1298.0|0|0.0|100
0|2021-12-19|76630.0|0|76729.0|0|1298.0|0|0.0|100
0|2021-12-20|77629.0|0|77728.0|0|1303.0|0|0.0|100
0|2021-12-21|78090.0|0|78189.0|0|1310.0|0|0.0|100
0|2021-12-22|78577.0|0|78676.0|0|1316.0|0|0.0|100
0|2021-12-23|78577.0|0|78676.0|0|1316.0|0|0.0|100
0|2021-12-24|78577.0|0|78676.0|0|1316.0|0|0.0|100
0|2021-12-25|78577.0|0|78676.0|0|1316.0|0|0.0|100
0|2021-12-26|78577.0|0|78676.0|0|1316.0|0|0.0|100
0|2021-12-27|81640.0|0|81740.0|0|1320.0|0|0.0|100
0|2021-12-28|82312.0|0|82412.0|0|1336.0|0|0.0|100
0|2021-12-29|83065.0|0|83165.0|0|1343.0|0|0.0|100
0|2021-12-30|84536.0|0|84637.0|0|1350.0|0|0.0|100
0|2021-12-31|84536.0|0|84637.0|0|1350.0|0|0.0|100
0|2022-01-01|84536.0|0|84637.0|0|1350.0|0|0.0|100
0|2022-01-02|84536.0|0|84637.0|0|1350.0|0|0.0|100
0|2022-01-03|88476.0|0|88577.0|0|1355.0|0|0.0|100
0|2022-01-04|89317.0|0|89418.0|0|1373.0|0|0.0|100
0|2022-01-05|90121.0|0|90222.0|0|1378.0|0|0.0|100
0|2022-01-06|91127.0|0|91229.0|0|1382.0|0|0.0|100
0|2022-01-07|92302.0|0|92404.0|0|1394.0|0|0.0|100
0|2022-01-08|92302.0|0|92404.0|0|1394.0|0|0.0|100
0|2022-01-09|92302.0|0|92404.0|0|1394.0|0|0.0|100
0|2022-01-10|94834.0|0|94941.0|0|1400.0|0|0.0|100
0|2022-01-11|95466.0|0|95573.0|0|1416.0|0|0.0|100
0|2022-01-12|96207.0|0|96314.0|0|1428.0|0|0.0|100
0|2022-01-13|96207.0|0|97013.0|0|1428.0|0|0.0|100
0|2022-01-14|97579.0|0|97687.0|0|1451.0|0|0.0|100
0|2022-01-15|97579.0|0|97687.0|0|1451.0|0|0.0|100
0|2022-01-16|97579.0|0|97687.0|0|1451.0|0|0.0|100
0|2022-01-17|99200.0|0|0.0|100|1456.0|0|0.0|100
