|dates|Comal_Texas_UnitedStates.JHU_ConfirmedCases.data|Comal_Texas_UnitedStates.JHU_ConfirmedCases.missing|Comal_Texas_UnitedStates.NYT_ConfirmedCases.data|Comal_Texas_UnitedStates.NYT_ConfirmedCases.missing|Comal_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Comal_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Comal_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Comal_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|19093.0|0|19093.0|0|441.0|0|0.0|100
0|2021-10-18|19093.0|0|19093.0|0|441.0|0|0.0|100
0|2021-10-19|19172.0|0|19172.0|0|441.0|0|0.0|100
0|2021-10-20|19205.0|0|19205.0|0|441.0|0|0.0|100
0|2021-10-21|19224.0|0|19224.0|0|441.0|0|0.0|100
0|2021-10-22|19254.0|0|19254.0|0|442.0|0|0.0|100
0|2021-10-23|19304.0|0|19304.0|0|444.0|0|0.0|100
0|2021-10-24|19304.0|0|19304.0|0|444.0|0|0.0|100
0|2021-10-25|19304.0|0|19304.0|0|444.0|0|0.0|100
0|2021-10-26|19367.0|0|19367.0|0|449.0|0|0.0|100
0|2021-10-27|19390.0|0|19390.0|0|450.0|0|0.0|100
0|2021-10-28|19434.0|0|19434.0|0|454.0|0|0.0|100
0|2021-10-29|19466.0|0|19466.0|0|454.0|0|0.0|100
0|2021-10-30|19506.0|0|19506.0|0|455.0|0|0.0|100
0|2021-10-31|19506.0|0|19506.0|0|455.0|0|0.0|100
0|2021-11-01|19506.0|0|19530.0|0|455.0|0|0.0|100
0|2021-11-02|19506.0|0|19598.0|0|455.0|0|0.0|100
0|2021-11-03|19506.0|0|19618.0|0|455.0|0|0.0|100
0|2021-11-04|19506.0|0|19637.0|0|455.0|0|0.0|100
0|2021-11-05|19506.0|0|19662.0|0|455.0|0|0.0|100
0|2021-11-06|19506.0|0|19662.0|0|456.0|0|0.0|100
0|2021-11-07|19506.0|0|19662.0|0|456.0|0|0.0|100
0|2021-11-08|19653.0|0|19676.0|0|456.0|0|0.0|100
0|2021-11-09|19723.0|0|19746.0|0|456.0|0|0.0|100
0|2021-11-10|19723.0|0|19775.0|0|456.0|0|0.0|100
0|2021-11-11|19752.0|0|19798.0|0|459.0|0|0.0|100
0|2021-11-12|19775.0|0|19798.0|0|461.0|0|0.0|100
0|2021-11-13|19775.0|0|19866.0|0|461.0|0|0.0|100
0|2021-11-14|19775.0|0|19866.0|0|461.0|0|0.0|100
0|2021-11-15|19843.0|0|19866.0|0|461.0|0|0.0|100
0|2021-11-16|19911.0|0|19934.0|0|462.0|0|0.0|100
0|2021-11-17|19930.0|0|19953.0|0|463.0|0|0.0|100
0|2021-11-18|19948.0|0|19971.0|0|464.0|0|0.0|100
0|2021-11-19|19973.0|0|19996.0|0|464.0|0|0.0|100
0|2021-11-20|19973.0|0|20026.0|0|464.0|0|0.0|100
0|2021-11-21|19973.0|0|20026.0|0|464.0|0|0.0|100
0|2021-11-22|20003.0|0|20026.0|0|464.0|0|0.0|100
0|2021-11-23|20068.0|0|20091.0|0|464.0|0|0.0|100
0|2021-11-24|20068.0|0|20152.0|0|465.0|0|0.0|100
0|2021-11-25|20068.0|0|20177.0|0|465.0|0|0.0|100
0|2021-11-26|20068.0|0|20177.0|0|465.0|0|0.0|100
0|2021-11-27|20068.0|0|20177.0|0|465.0|0|0.0|100
0|2021-11-28|20068.0|0|20177.0|0|465.0|0|0.0|100
0|2021-11-29|20154.0|0|20177.0|0|466.0|0|0.0|100
0|2021-11-30|20190.0|0|20213.0|0|466.0|0|0.0|100
0|2021-12-01|20197.0|0|20224.0|0|467.0|0|0.0|100
0|2021-12-02|20222.0|0|20295.0|0|468.0|0|0.0|100
0|2021-12-03|20231.0|0|20345.0|0|468.0|0|0.0|100
0|2021-12-04|20231.0|0|20365.0|0|468.0|0|0.0|100
0|2021-12-05|20282.0|0|20365.0|0|468.0|0|0.0|100
0|2021-12-06|20300.0|0|20365.0|0|468.0|0|0.0|100
0|2021-12-07|20326.0|0|20420.0|0|468.0|0|0.0|100
0|2021-12-08|20331.0|0|20448.0|0|468.0|0|0.0|100
0|2021-12-09|20376.0|0|20465.0|0|468.0|0|0.0|100
0|2021-12-10|20510.0|0|20510.0|0|468.0|0|0.0|100
0|2021-12-11|20587.0|0|20587.0|0|468.0|0|0.0|100
0|2021-12-12|20595.0|0|20595.0|0|468.0|0|0.0|100
0|2021-12-13|20616.0|0|20616.0|0|468.0|0|0.0|100
0|2021-12-14|20616.0|0|20681.0|0|468.0|0|0.0|100
0|2021-12-15|20696.0|0|20696.0|0|469.0|0|0.0|100
0|2021-12-16|20731.0|0|20731.0|0|469.0|0|0.0|100
0|2021-12-17|20780.0|0|20780.0|0|470.0|0|0.0|100
0|2021-12-18|20813.0|0|20813.0|0|471.0|0|0.0|100
0|2021-12-19|20845.0|0|20845.0|0|471.0|0|0.0|100
0|2021-12-20|20884.0|0|20884.0|0|471.0|0|0.0|100
0|2021-12-21|20964.0|0|20964.0|0|471.0|0|0.0|100
0|2021-12-22|21003.0|0|21003.0|0|473.0|0|0.0|100
0|2021-12-23|21057.0|0|21057.0|0|476.0|0|0.0|100
0|2021-12-24|21057.0|0|21057.0|0|476.0|0|0.0|100
0|2021-12-25|21057.0|0|21057.0|0|476.0|0|0.0|100
0|2021-12-26|21057.0|0|21057.0|0|476.0|0|0.0|100
0|2021-12-27|21221.0|0|21221.0|0|478.0|0|0.0|100
0|2021-12-28|21282.0|0|21282.0|0|478.0|0|0.0|100
0|2021-12-29|21336.0|0|21336.0|0|478.0|0|0.0|100
0|2021-12-30|21406.0|0|21406.0|0|479.0|0|0.0|100
0|2021-12-31|21406.0|0|21406.0|0|479.0|0|0.0|100
0|2022-01-01|21406.0|0|21406.0|0|479.0|0|0.0|100
0|2022-01-02|21406.0|0|21406.0|0|479.0|0|0.0|100
0|2022-01-03|22169.0|0|22169.0|0|481.0|0|0.0|100
0|2022-01-04|22437.0|0|22437.0|0|481.0|0|0.0|100
0|2022-01-05|22583.0|0|22583.0|0|481.0|0|0.0|100
0|2022-01-06|22763.0|0|22763.0|0|482.0|0|0.0|100
0|2022-01-07|22999.0|0|22999.0|0|482.0|0|0.0|100
0|2022-01-08|23230.0|0|23230.0|0|483.0|0|0.0|100
0|2022-01-09|23413.0|0|23413.0|0|483.0|0|0.0|100
0|2022-01-10|23626.0|0|23626.0|0|483.0|0|0.0|100
0|2022-01-11|23795.0|0|23795.0|0|483.0|0|0.0|100
0|2022-01-12|24026.0|0|24026.0|0|485.0|0|0.0|100
0|2022-01-13|24026.0|0|24302.0|0|485.0|0|0.0|100
0|2022-01-14|24302.0|0|25771.0|0|486.0|0|0.0|100
0|2022-01-15|25978.0|0|25978.0|0|489.0|0|0.0|100
0|2022-01-16|26155.0|0|26155.0|0|489.0|0|0.0|100
0|2022-01-17|26483.0|0|0.0|100|489.0|0|0.0|100
