|dates|Marion_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Marion_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Marion_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Marion_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Marion_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|4301.0|0|4301.0|0|58.0|0|0.0|100
0|2021-12-14|4301.0|0|4316.0|0|58.0|0|0.0|100
0|2021-12-15|4325.0|0|4325.0|0|58.0|0|0.0|100
0|2021-12-16|4339.0|0|4339.0|0|59.0|0|0.0|100
0|2021-12-17|4358.0|0|4358.0|0|59.0|0|0.0|100
0|2021-12-18|4358.0|0|4358.0|0|59.0|0|0.0|100
0|2021-12-19|4358.0|0|4358.0|0|59.0|0|0.0|100
0|2021-12-20|4380.0|0|4380.0|0|61.0|0|0.0|100
0|2021-12-21|4392.0|0|4392.0|0|61.0|0|0.0|100
0|2021-12-22|4394.0|0|4394.0|0|61.0|0|0.0|100
0|2021-12-23|4394.0|0|4394.0|0|61.0|0|0.0|100
0|2021-12-24|4394.0|0|4394.0|0|61.0|0|0.0|100
0|2021-12-25|4394.0|0|4394.0|0|61.0|0|0.0|100
0|2021-12-26|4394.0|0|4394.0|0|61.0|0|0.0|100
0|2021-12-27|4422.0|0|4422.0|0|63.0|0|0.0|100
0|2021-12-28|4453.0|0|4453.0|0|63.0|0|0.0|100
0|2021-12-29|4457.0|0|4457.0|0|63.0|0|0.0|100
0|2021-12-30|4457.0|0|4457.0|0|63.0|0|0.0|100
0|2021-12-31|4457.0|0|4457.0|0|63.0|0|0.0|100
0|2022-01-01|4457.0|0|4457.0|0|63.0|0|0.0|100
0|2022-01-02|4457.0|0|4457.0|0|63.0|0|0.0|100
0|2022-01-03|4523.0|0|4523.0|0|63.0|0|0.0|100
0|2022-01-04|4564.0|0|4564.0|0|63.0|0|0.0|100
0|2022-01-05|4599.0|0|4599.0|0|63.0|0|0.0|100
0|2022-01-06|4629.0|0|4629.0|0|63.0|0|0.0|100
0|2022-01-07|4665.0|0|4665.0|0|63.0|0|0.0|100
0|2022-01-08|4665.0|0|4665.0|0|63.0|0|0.0|100
0|2022-01-09|4665.0|0|4665.0|0|63.0|0|0.0|100
0|2022-01-10|4699.0|0|4699.0|0|63.0|0|0.0|100
0|2022-01-11|4749.0|0|4749.0|0|63.0|0|0.0|100
0|2022-01-12|4806.0|0|4806.0|0|64.0|0|0.0|100
0|2022-01-13|4806.0|0|4881.0|0|64.0|0|0.0|100
0|2022-01-14|4965.0|0|4965.0|0|64.0|0|0.0|100
0|2022-01-15|4965.0|0|4965.0|0|64.0|0|0.0|100
0|2022-01-16|4965.0|0|4965.0|0|64.0|0|0.0|100
0|2022-01-17|4965.0|0|0.0|100|64.0|0|0.0|100
