|dates|Kern_California_UnitedStates.JHU_ConfirmedCases.data|Kern_California_UnitedStates.JHU_ConfirmedCases.missing|Kern_California_UnitedStates.NYT_ConfirmedCases.data|Kern_California_UnitedStates.NYT_ConfirmedCases.missing|Kern_California_UnitedStates.JHU_ConfirmedDeaths.data|Kern_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kern_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kern_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|144146.0|0|144146.0|0|1605.0|0|0.0|100
0|2021-10-18|144914.0|0|144914.0|0|1615.0|0|0.0|100
0|2021-10-19|145227.0|0|145227.0|0|1616.0|0|0.0|100
0|2021-10-20|145589.0|0|145589.0|0|1632.0|0|0.0|100
0|2021-10-21|145962.0|0|145962.0|0|1644.0|0|0.0|100
0|2021-10-22|146348.0|0|146348.0|0|1648.0|0|0.0|100
0|2021-10-23|146348.0|0|146348.0|0|1648.0|0|0.0|100
0|2021-10-24|146348.0|0|146348.0|0|1648.0|0|0.0|100
0|2021-10-25|147294.0|0|147294.0|0|1652.0|0|0.0|100
0|2021-10-26|147784.0|0|147784.0|0|1652.0|0|0.0|100
0|2021-10-27|148261.0|0|148261.0|0|1657.0|0|0.0|100
0|2021-10-28|148507.0|0|148507.0|0|1667.0|0|0.0|100
0|2021-10-29|148990.0|0|148990.0|0|1669.0|0|0.0|100
0|2021-10-30|148990.0|0|148990.0|0|1669.0|0|0.0|100
0|2021-10-31|148990.0|0|148990.0|0|1669.0|0|0.0|100
0|2021-11-01|149959.0|0|149959.0|0|1673.0|0|0.0|100
0|2021-11-02|150230.0|0|150230.0|0|1673.0|0|0.0|100
0|2021-11-03|150632.0|0|150632.0|0|1694.0|0|0.0|100
0|2021-11-04|150971.0|0|150971.0|0|1699.0|0|0.0|100
0|2021-11-05|151432.0|0|151432.0|0|1706.0|0|0.0|100
0|2021-11-06|151432.0|0|151432.0|0|1706.0|0|0.0|100
0|2021-11-07|151432.0|0|151432.0|0|1706.0|0|0.0|100
0|2021-11-08|152418.0|0|152418.0|0|1706.0|0|0.0|100
0|2021-11-09|152732.0|0|152732.0|0|1706.0|0|0.0|100
0|2021-11-10|152732.0|0|153048.0|0|1706.0|0|0.0|100
0|2021-11-11|153048.0|0|153048.0|0|1730.0|0|0.0|100
0|2021-11-12|153681.0|0|153681.0|0|1733.0|0|0.0|100
0|2021-11-13|153681.0|0|153681.0|0|1733.0|0|0.0|100
0|2021-11-14|153681.0|0|153681.0|0|1733.0|0|0.0|100
0|2021-11-15|154185.0|0|154185.0|0|1733.0|0|0.0|100
0|2021-11-16|154583.0|0|154583.0|0|1734.0|0|0.0|100
0|2021-11-17|154896.0|0|154896.0|0|1741.0|0|0.0|100
0|2021-11-18|155118.0|0|155118.0|0|1751.0|0|0.0|100
0|2021-11-19|155451.0|0|155451.0|0|1763.0|0|0.0|100
0|2021-11-20|155451.0|0|155451.0|0|1763.0|0|0.0|100
0|2021-11-21|155451.0|0|155451.0|0|1763.0|0|0.0|100
0|2021-11-22|155990.0|0|155990.0|0|1764.0|0|0.0|100
0|2021-11-23|156264.0|0|156264.0|0|1769.0|0|0.0|100
0|2021-11-24|156517.0|0|156517.0|0|1781.0|0|0.0|100
0|2021-11-25|156517.0|0|156517.0|0|1781.0|0|0.0|100
0|2021-11-26|156517.0|0|156517.0|0|1781.0|0|0.0|100
0|2021-11-27|156517.0|0|156517.0|0|1781.0|0|0.0|100
0|2021-11-28|156517.0|0|156517.0|0|1781.0|0|0.0|100
0|2021-11-29|157525.0|0|157525.0|0|1791.0|0|0.0|100
0|2021-11-30|157525.0|0|157662.0|0|1791.0|0|0.0|100
0|2021-12-01|157875.0|0|157875.0|0|1804.0|0|0.0|100
0|2021-12-02|158009.0|0|158009.0|0|1814.0|0|0.0|100
0|2021-12-03|158270.0|0|158270.0|0|1828.0|0|0.0|100
0|2021-12-04|158270.0|0|158270.0|0|1828.0|0|0.0|100
0|2021-12-05|158270.0|0|158270.0|0|1828.0|0|0.0|100
0|2021-12-06|158834.0|0|158834.0|0|1838.0|0|0.0|100
0|2021-12-07|159023.0|0|159023.0|0|1841.0|0|0.0|100
0|2021-12-08|159336.0|0|159336.0|0|1855.0|0|0.0|100
0|2021-12-09|159493.0|0|159493.0|0|1862.0|0|0.0|100
0|2021-12-10|159721.0|0|159721.0|0|1870.0|0|0.0|100
0|2021-12-11|159721.0|0|159721.0|0|1870.0|0|0.0|100
0|2021-12-12|159721.0|0|159721.0|0|1870.0|0|0.0|100
0|2021-12-13|160199.0|0|160199.0|0|1875.0|0|0.0|100
