|dates|Cleveland_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Cleveland_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Cleveland_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Cleveland_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Cleveland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Cleveland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cleveland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cleveland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|1594.0|0|1594.0|0|33.0|0|0.0|100
0|2022-01-07|1607.0|0|1607.0|0|33.0|0|0.0|100
0|2022-01-08|1627.0|0|1627.0|0|33.0|0|0.0|100
0|2022-01-09|1627.0|0|1627.0|0|33.0|0|0.0|100
0|2022-01-10|1640.0|0|1640.0|0|33.0|0|0.0|100
0|2022-01-11|1679.0|0|1679.0|0|33.0|0|0.0|100
0|2022-01-12|1731.0|0|1731.0|0|33.0|0|0.0|100
0|2022-01-13|1731.0|0|1778.0|0|33.0|0|0.0|100
0|2022-01-14|1816.0|0|1816.0|0|33.0|0|0.0|100
0|2022-01-15|1871.0|0|1871.0|0|33.0|0|0.0|100
0|2022-01-16|1877.0|0|1877.0|0|33.0|0|0.0|100
0|2022-01-17|1886.0|0|0.0|100|33.0|0|0.0|100
