|dates|Muskogee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Muskogee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Muskogee_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Muskogee_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Muskogee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Muskogee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Muskogee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Muskogee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13176.0|0|13176.0|0|243.0|0|0.0|100
0|2021-10-18|13176.0|0|13176.0|0|243.0|0|0.0|100
0|2021-10-19|13176.0|0|13176.0|0|243.0|0|0.0|100
0|2021-10-20|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-21|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-22|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-23|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-24|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-25|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-26|13336.0|0|13336.0|0|256.0|0|0.0|100
0|2021-10-27|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-10-28|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-10-29|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-10-30|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-10-31|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-11-01|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-11-02|13440.0|0|13440.0|0|261.0|0|0.0|100
0|2021-11-03|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-04|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-05|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-06|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-07|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-08|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-09|13528.0|0|13528.0|0|262.0|0|0.0|100
0|2021-11-10|13528.0|0|13589.0|0|262.0|0|0.0|100
0|2021-11-11|13528.0|0|13589.0|0|262.0|0|0.0|100
0|2021-11-12|13589.0|0|13589.0|0|262.0|0|0.0|100
0|2021-11-13|13589.0|0|13589.0|0|262.0|0|0.0|100
