|dates|Daviess_Indiana_UnitedStates.JHU_ConfirmedCases.data|Daviess_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Daviess_Indiana_UnitedStates.NYT_ConfirmedCases.data|Daviess_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Daviess_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Daviess_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Daviess_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Daviess_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4596.0|0|4598.0|0|112.0|0|0.0|100
0|2021-10-18|4616.0|0|4618.0|0|113.0|0|0.0|100
0|2021-10-19|4632.0|0|4634.0|0|113.0|0|0.0|100
0|2021-10-20|4653.0|0|4655.0|0|114.0|0|0.0|100
0|2021-10-21|4670.0|0|4672.0|0|114.0|0|0.0|100
0|2021-10-22|4677.0|0|4679.0|0|114.0|0|0.0|100
0|2021-10-23|4677.0|0|4679.0|0|114.0|0|0.0|100
0|2021-10-24|4677.0|0|4679.0|0|114.0|0|0.0|100
0|2021-10-25|4684.0|0|4686.0|0|115.0|0|0.0|100
0|2021-10-26|4692.0|0|4694.0|0|115.0|0|0.0|100
0|2021-10-27|4704.0|0|4706.0|0|116.0|0|0.0|100
0|2021-10-28|4709.0|0|4711.0|0|116.0|0|0.0|100
0|2021-10-29|4714.0|0|4716.0|0|116.0|0|0.0|100
0|2021-10-30|4714.0|0|4716.0|0|116.0|0|0.0|100
0|2021-10-31|4714.0|0|4716.0|0|116.0|0|0.0|100
0|2021-11-01|4723.0|0|4725.0|0|116.0|0|0.0|100
0|2021-11-02|4726.0|0|4728.0|0|116.0|0|0.0|100
0|2021-11-03|4740.0|0|4742.0|0|116.0|0|0.0|100
0|2021-11-04|4750.0|0|4752.0|0|116.0|0|0.0|100
0|2021-11-05|4752.0|0|4754.0|0|116.0|0|0.0|100
0|2021-11-06|4752.0|0|4754.0|0|116.0|0|0.0|100
0|2021-11-07|4752.0|0|4754.0|0|116.0|0|0.0|100
0|2021-11-08|4771.0|0|4773.0|0|116.0|0|0.0|100
0|2021-11-09|4779.0|0|4781.0|0|116.0|0|0.0|100
0|2021-11-10|4779.0|0|4791.0|0|116.0|0|0.0|100
0|2021-11-11|4820.0|0|4822.0|0|116.0|0|0.0|100
0|2021-11-12|4826.0|0|4828.0|0|116.0|0|0.0|100
0|2021-11-13|4826.0|0|4828.0|0|116.0|0|0.0|100
0|2021-11-14|4826.0|0|4828.0|0|116.0|0|0.0|100
0|2021-11-15|4850.0|0|4852.0|0|116.0|0|0.0|100
0|2021-11-16|4861.0|0|4863.0|0|116.0|0|0.0|100
0|2021-11-17|4877.0|0|4879.0|0|116.0|0|0.0|100
0|2021-11-18|4893.0|0|4895.0|0|116.0|0|0.0|100
0|2021-11-19|4905.0|0|4907.0|0|116.0|0|0.0|100
0|2021-11-20|4905.0|0|4907.0|0|116.0|0|0.0|100
0|2021-11-21|4905.0|0|4907.0|0|116.0|0|0.0|100
0|2021-11-22|4929.0|0|4931.0|0|116.0|0|0.0|100
0|2021-11-23|4942.0|0|4944.0|0|116.0|0|0.0|100
0|2021-11-24|4964.0|0|4966.0|0|116.0|0|0.0|100
0|2021-11-25|4964.0|0|4966.0|0|116.0|0|0.0|100
