|dates|Ingham_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ingham_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ingham_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ingham_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ingham_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ingham_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|30047.0|0|30047.0|0|444.0|0|0.0|100
0|2021-10-18|30260.0|0|30260.0|0|447.0|0|0.0|100
0|2021-10-19|30260.0|0|30260.0|0|447.0|0|0.0|100
0|2021-10-20|30444.0|0|30444.0|0|451.0|0|0.0|100
0|2021-10-21|30444.0|0|30444.0|0|451.0|0|0.0|100
0|2021-10-22|30627.0|0|30627.0|0|452.0|0|0.0|100
0|2021-10-23|30627.0|0|30627.0|0|452.0|0|0.0|100
0|2021-10-24|30627.0|0|30627.0|0|452.0|0|0.0|100
0|2021-10-25|30797.0|0|30797.0|0|454.0|0|0.0|100
0|2021-10-26|30797.0|0|30797.0|0|454.0|0|0.0|100
0|2021-10-27|31042.0|0|31042.0|0|457.0|0|0.0|100
0|2021-10-28|31042.0|0|31042.0|0|457.0|0|0.0|100
0|2021-10-29|31296.0|0|31296.0|0|459.0|0|0.0|100
0|2021-10-30|31296.0|0|31296.0|0|459.0|0|0.0|100
0|2021-10-31|31296.0|0|31296.0|0|459.0|0|0.0|100
0|2021-11-01|31521.0|0|31521.0|0|460.0|0|0.0|100
0|2021-11-02|31521.0|0|31521.0|0|460.0|0|0.0|100
0|2021-11-03|31857.0|0|31857.0|0|461.0|0|0.0|100
0|2021-11-04|31857.0|0|31857.0|0|461.0|0|0.0|100
0|2021-11-05|32163.0|0|32163.0|0|461.0|0|0.0|100
0|2021-11-06|32163.0|0|32163.0|0|461.0|0|0.0|100
0|2021-11-07|32163.0|0|32163.0|0|461.0|0|0.0|100
0|2021-11-08|32467.0|0|32467.0|0|461.0|0|0.0|100
0|2021-11-09|32467.0|0|32467.0|0|461.0|0|0.0|100
0|2021-11-10|32467.0|0|32755.0|0|461.0|0|0.0|100
0|2021-11-11|32755.0|0|32755.0|0|471.0|0|0.0|100
0|2021-11-12|33188.0|0|33188.0|0|471.0|0|0.0|100
0|2021-11-13|33188.0|0|33188.0|0|471.0|0|0.0|100
0|2021-11-14|33188.0|0|33188.0|0|471.0|0|0.0|100
0|2021-11-15|33899.0|0|33899.0|0|473.0|0|0.0|100
0|2021-11-16|33899.0|0|33899.0|0|473.0|0|0.0|100
0|2021-11-17|34400.0|0|34400.0|0|483.0|0|0.0|100
0|2021-11-18|34400.0|0|34400.0|0|483.0|0|0.0|100
0|2021-11-19|34852.0|0|34852.0|0|487.0|0|0.0|100
0|2021-11-20|34852.0|0|34852.0|0|487.0|0|0.0|100
0|2021-11-21|34852.0|0|34852.0|0|487.0|0|0.0|100
0|2021-11-22|35366.0|0|35366.0|0|489.0|0|0.0|100
0|2021-11-23|35366.0|0|35366.0|0|489.0|0|0.0|100
0|2021-11-24|35771.0|0|35771.0|0|495.0|0|0.0|100
0|2021-11-25|35771.0|0|35771.0|0|495.0|0|0.0|100
0|2021-11-26|35771.0|0|35771.0|0|495.0|0|0.0|100
0|2021-11-27|35771.0|0|35771.0|0|495.0|0|0.0|100
0|2021-11-28|35771.0|0|35771.0|0|495.0|0|0.0|100
0|2021-11-29|36468.0|0|36468.0|0|499.0|0|0.0|100
0|2021-11-30|36468.0|0|36468.0|0|499.0|0|0.0|100
0|2021-12-01|36933.0|0|36933.0|0|509.0|0|0.0|100
0|2021-12-02|36933.0|0|36933.0|0|509.0|0|0.0|100
0|2021-12-03|37505.0|0|37505.0|0|514.0|0|0.0|100
0|2021-12-04|37505.0|0|37505.0|0|514.0|0|0.0|100
0|2021-12-05|37505.0|0|37505.0|0|514.0|0|0.0|100
0|2021-12-06|37967.0|0|37967.0|0|516.0|0|0.0|100
0|2021-12-07|37967.0|0|37967.0|0|516.0|0|0.0|100
0|2021-12-08|38405.0|0|38405.0|0|527.0|0|0.0|100
0|2021-12-09|38405.0|0|38405.0|0|527.0|0|0.0|100
0|2021-12-10|38696.0|0|38696.0|0|536.0|0|0.0|100
0|2021-12-11|38696.0|0|38696.0|0|536.0|0|0.0|100
0|2021-12-12|38696.0|0|38696.0|0|536.0|0|0.0|100
0|2021-12-13|39111.0|0|39111.0|0|544.0|0|0.0|100
0|2021-12-14|39111.0|0|39111.0|0|544.0|0|0.0|100
0|2021-12-15|39510.0|0|39510.0|0|551.0|0|0.0|100
0|2021-12-16|39510.0|0|39510.0|0|551.0|0|0.0|100
0|2021-12-17|39905.0|0|39905.0|0|556.0|0|0.0|100
0|2021-12-18|39905.0|0|39905.0|0|556.0|0|0.0|100
0|2021-12-19|39905.0|0|39905.0|0|556.0|0|0.0|100
0|2021-12-20|40252.0|0|40252.0|0|559.0|0|0.0|100
0|2021-12-21|40252.0|0|40252.0|0|559.0|0|0.0|100
0|2021-12-22|40673.0|0|40673.0|0|568.0|0|0.0|100
0|2021-12-23|40673.0|0|40673.0|0|568.0|0|0.0|100
0|2021-12-24|40673.0|0|40673.0|0|568.0|0|0.0|100
0|2021-12-25|40673.0|0|40673.0|0|568.0|0|0.0|100
0|2021-12-26|40673.0|0|40673.0|0|568.0|0|0.0|100
0|2021-12-27|41392.0|0|41392.0|0|577.0|0|0.0|100
0|2021-12-28|41392.0|0|41392.0|0|577.0|0|0.0|100
0|2021-12-29|42204.0|0|42204.0|0|581.0|0|0.0|100
0|2021-12-30|42204.0|0|42204.0|0|581.0|0|0.0|100
0|2021-12-31|42204.0|0|42204.0|0|581.0|0|0.0|100
0|2022-01-01|42204.0|0|42204.0|0|581.0|0|0.0|100
0|2022-01-02|42204.0|0|42204.0|0|581.0|0|0.0|100
0|2022-01-03|43679.0|0|43679.0|0|592.0|0|0.0|100
0|2022-01-04|43679.0|0|43679.0|0|592.0|0|0.0|100
0|2022-01-05|44946.0|0|44946.0|0|599.0|0|0.0|100
0|2022-01-06|44946.0|0|44946.0|0|599.0|0|0.0|100
0|2022-01-07|46240.0|0|46240.0|0|603.0|0|0.0|100
0|2022-01-08|46240.0|0|46240.0|0|603.0|0|0.0|100
0|2022-01-09|46240.0|0|46240.0|0|603.0|0|0.0|100
0|2022-01-10|47947.0|0|47947.0|0|604.0|0|0.0|100
0|2022-01-11|47947.0|0|47947.0|0|604.0|0|0.0|100
0|2022-01-12|49440.0|0|49440.0|0|612.0|0|0.0|100
0|2022-01-13|49440.0|0|49440.0|0|612.0|0|0.0|100
0|2022-01-14|50641.0|0|50641.0|0|625.0|0|0.0|100
0|2022-01-15|50641.0|0|50641.0|0|625.0|0|0.0|100
0|2022-01-16|50641.0|0|50641.0|0|625.0|0|0.0|100
0|2022-01-17|50641.0|0|0.0|100|625.0|0|0.0|100
