|dates|Blanco_Texas_UnitedStates.JHU_ConfirmedCases.data|Blanco_Texas_UnitedStates.JHU_ConfirmedCases.missing|Blanco_Texas_UnitedStates.NYT_ConfirmedCases.data|Blanco_Texas_UnitedStates.NYT_ConfirmedCases.missing|Blanco_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Blanco_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Blanco_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Blanco_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1299.0|0|1299.0|0|28.0|0|0.0|100
0|2021-10-18|1302.0|0|1302.0|0|28.0|0|0.0|100
0|2021-10-19|1302.0|0|1302.0|0|28.0|0|0.0|100
0|2021-10-20|1303.0|0|1303.0|0|28.0|0|0.0|100
0|2021-10-21|1303.0|0|1303.0|0|28.0|0|0.0|100
0|2021-10-22|1305.0|0|1305.0|0|28.0|0|0.0|100
0|2021-10-23|1305.0|0|1305.0|0|28.0|0|0.0|100
0|2021-10-24|1305.0|0|1305.0|0|28.0|0|0.0|100
0|2021-10-25|1305.0|0|1305.0|0|28.0|0|0.0|100
0|2021-10-26|1270.0|0|1270.0|0|28.0|0|0.0|100
0|2021-10-27|1271.0|0|1271.0|0|28.0|0|0.0|100
0|2021-10-28|1271.0|0|1271.0|0|28.0|0|0.0|100
0|2021-10-29|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-10-30|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-10-31|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-01|1273.0|0|1273.0|0|28.0|0|0.0|100
0|2021-11-02|1273.0|0|1273.0|0|28.0|0|0.0|100
0|2021-11-03|1274.0|0|1274.0|0|28.0|0|0.0|100
0|2021-11-04|1277.0|0|1277.0|0|28.0|0|0.0|100
0|2021-11-05|1277.0|0|1277.0|0|28.0|0|0.0|100
0|2021-11-06|1251.0|0|1251.0|0|28.0|0|0.0|100
0|2021-11-07|1251.0|0|1251.0|0|28.0|0|0.0|100
0|2021-11-08|1251.0|0|1251.0|0|28.0|0|0.0|100
0|2021-11-09|1252.0|0|1252.0|0|28.0|0|0.0|100
0|2021-11-10|1252.0|0|1252.0|0|28.0|0|0.0|100
0|2021-11-11|1255.0|0|1255.0|0|28.0|0|0.0|100
0|2021-11-12|1255.0|0|1255.0|0|28.0|0|0.0|100
0|2021-11-13|1255.0|0|1255.0|0|28.0|0|0.0|100
0|2021-11-14|1257.0|0|1257.0|0|28.0|0|0.0|100
0|2021-11-15|1257.0|0|1257.0|0|28.0|0|0.0|100
0|2021-11-16|1267.0|0|1267.0|0|28.0|0|0.0|100
0|2021-11-17|1268.0|0|1268.0|0|28.0|0|0.0|100
0|2021-11-18|1269.0|0|1269.0|0|28.0|0|0.0|100
0|2021-11-19|1270.0|0|1270.0|0|28.0|0|0.0|100
0|2021-11-20|1270.0|0|1270.0|0|28.0|0|0.0|100
0|2021-11-21|1270.0|0|1270.0|0|28.0|0|0.0|100
0|2021-11-22|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-23|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-24|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-25|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-26|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-27|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-28|1272.0|0|1272.0|0|28.0|0|0.0|100
0|2021-11-29|1276.0|0|1276.0|0|28.0|0|0.0|100
0|2021-11-30|1276.0|0|1276.0|0|28.0|0|0.0|100
0|2021-12-01|1279.0|0|1279.0|0|28.0|0|0.0|100
0|2021-12-02|1279.0|0|1279.0|0|28.0|0|0.0|100
0|2021-12-03|1282.0|0|1282.0|0|28.0|0|0.0|100
0|2021-12-04|1285.0|0|1285.0|0|28.0|0|0.0|100
0|2021-12-05|1292.0|0|1292.0|0|28.0|0|0.0|100
0|2021-12-06|1297.0|0|1297.0|0|28.0|0|0.0|100
0|2021-12-07|1302.0|0|1302.0|0|28.0|0|0.0|100
0|2021-12-08|1304.0|0|1304.0|0|28.0|0|0.0|100
0|2021-12-09|1308.0|0|1308.0|0|28.0|0|0.0|100
0|2021-12-10|1315.0|0|1315.0|0|28.0|0|0.0|100
0|2021-12-11|1319.0|0|1319.0|0|28.0|0|0.0|100
0|2021-12-12|1319.0|0|1319.0|0|28.0|0|0.0|100
0|2021-12-13|1323.0|0|1323.0|0|28.0|0|0.0|100
0|2021-12-14|1323.0|0|1327.0|0|28.0|0|0.0|100
0|2021-12-15|1329.0|0|1329.0|0|28.0|0|0.0|100
0|2021-12-16|1329.0|0|1329.0|0|28.0|0|0.0|100
0|2021-12-17|1329.0|0|1329.0|0|28.0|0|0.0|100
0|2021-12-18|1332.0|0|1332.0|0|28.0|0|0.0|100
0|2021-12-19|1333.0|0|1333.0|0|28.0|0|0.0|100
0|2021-12-20|1336.0|0|1336.0|0|28.0|0|0.0|100
0|2021-12-21|1340.0|0|1340.0|0|28.0|0|0.0|100
0|2021-12-22|1344.0|0|1344.0|0|28.0|0|0.0|100
0|2021-12-23|1349.0|0|1349.0|0|28.0|0|0.0|100
0|2021-12-24|1349.0|0|1349.0|0|28.0|0|0.0|100
0|2021-12-25|1349.0|0|1349.0|0|28.0|0|0.0|100
0|2021-12-26|1349.0|0|1349.0|0|28.0|0|0.0|100
0|2021-12-27|1370.0|0|1370.0|0|28.0|0|0.0|100
0|2021-12-28|1382.0|0|1382.0|0|28.0|0|0.0|100
0|2021-12-29|1385.0|0|1385.0|0|28.0|0|0.0|100
0|2021-12-30|1389.0|0|1389.0|0|28.0|0|0.0|100
0|2021-12-31|1389.0|0|1389.0|0|28.0|0|0.0|100
0|2022-01-01|1389.0|0|1389.0|0|28.0|0|0.0|100
0|2022-01-02|1389.0|0|1389.0|0|28.0|0|0.0|100
0|2022-01-03|1501.0|0|1501.0|0|28.0|0|0.0|100
0|2022-01-04|1523.0|0|1523.0|0|28.0|0|0.0|100
0|2022-01-05|1535.0|0|1535.0|0|28.0|0|0.0|100
0|2022-01-06|1536.0|0|1536.0|0|28.0|0|0.0|100
0|2022-01-07|1573.0|0|1573.0|0|28.0|0|0.0|100
0|2022-01-08|1588.0|0|1588.0|0|28.0|0|0.0|100
0|2022-01-09|1593.0|0|1593.0|0|28.0|0|0.0|100
0|2022-01-10|1627.0|0|1627.0|0|28.0|0|0.0|100
0|2022-01-11|1664.0|0|1664.0|0|28.0|0|0.0|100
0|2022-01-12|1681.0|0|1681.0|0|28.0|0|0.0|100
0|2022-01-13|1681.0|0|1697.0|0|28.0|0|0.0|100
0|2022-01-14|1697.0|0|1822.0|0|28.0|0|0.0|100
0|2022-01-15|1894.0|0|1894.0|0|28.0|0|0.0|100
0|2022-01-16|1898.0|0|1898.0|0|28.0|0|0.0|100
0|2022-01-17|1967.0|0|0.0|100|28.0|0|0.0|100
