|dates|Washington_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Washington_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Washington_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Washington_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Washington_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2291.0|0|2291.0|0|44.0|0|0.0|100
0|2021-10-18|2302.0|0|2302.0|0|44.0|0|0.0|100
0|2021-10-19|2305.0|0|2305.0|0|44.0|0|0.0|100
0|2021-10-20|2311.0|0|2311.0|0|44.0|0|0.0|100
0|2021-10-21|2313.0|0|2313.0|0|44.0|0|0.0|100
0|2021-10-22|2324.0|0|2324.0|0|45.0|0|0.0|100
0|2021-10-23|2324.0|0|2324.0|0|45.0|0|0.0|100
0|2021-10-24|2324.0|0|2324.0|0|45.0|0|0.0|100
0|2021-10-25|2321.0|0|2321.0|0|45.0|0|0.0|100
0|2021-10-26|2322.0|0|2322.0|0|46.0|0|0.0|100
0|2021-10-27|2326.0|0|2326.0|0|46.0|0|0.0|100
0|2021-10-28|2328.0|0|2328.0|0|46.0|0|0.0|100
0|2021-10-29|2332.0|0|2332.0|0|46.0|0|0.0|100
0|2021-10-30|2332.0|0|2332.0|0|46.0|0|0.0|100
0|2021-10-31|2332.0|0|2332.0|0|46.0|0|0.0|100
0|2021-11-01|2332.0|0|2332.0|0|46.0|0|0.0|100
0|2021-11-02|2339.0|0|2339.0|0|46.0|0|0.0|100
0|2021-11-03|2342.0|0|2342.0|0|46.0|0|0.0|100
0|2021-11-04|2344.0|0|2344.0|0|46.0|0|0.0|100
0|2021-11-05|2349.0|0|2349.0|0|47.0|0|0.0|100
0|2021-11-06|2349.0|0|2349.0|0|47.0|0|0.0|100
0|2021-11-07|2349.0|0|2349.0|0|47.0|0|0.0|100
0|2021-11-08|2355.0|0|2355.0|0|47.0|0|0.0|100
0|2021-11-09|2370.0|0|2370.0|0|47.0|0|0.0|100
0|2021-11-10|2370.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-11|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-12|2384.0|0|2384.0|0|47.0|0|0.0|100
0|2021-11-13|2384.0|0|2384.0|0|47.0|0|0.0|100
0|2021-11-14|2384.0|0|2384.0|0|47.0|0|0.0|100
0|2021-11-15|2389.0|0|2389.0|0|47.0|0|0.0|100
0|2021-11-16|2395.0|0|2395.0|0|47.0|0|0.0|100
0|2021-11-17|2411.0|0|2411.0|0|47.0|0|0.0|100
0|2021-11-18|2414.0|0|2414.0|0|47.0|0|0.0|100
0|2021-11-19|2425.0|0|2425.0|0|48.0|0|0.0|100
0|2021-11-20|2425.0|0|2425.0|0|48.0|0|0.0|100
0|2021-11-21|2425.0|0|2425.0|0|48.0|0|0.0|100
0|2021-11-22|2438.0|0|2438.0|0|48.0|0|0.0|100
0|2021-11-23|2449.0|0|2449.0|0|48.0|0|0.0|100
0|2021-11-24|2456.0|0|2456.0|0|48.0|0|0.0|100
0|2021-11-25|2456.0|0|2456.0|0|48.0|0|0.0|100
0|2021-11-26|2456.0|0|2456.0|0|48.0|0|0.0|100
0|2021-11-27|2456.0|0|2456.0|0|48.0|0|0.0|100
0|2021-11-28|2456.0|0|2456.0|0|48.0|0|0.0|100
0|2021-11-29|2486.0|0|2486.0|0|48.0|0|0.0|100
0|2021-11-30|2492.0|0|2492.0|0|48.0|0|0.0|100
0|2021-12-01|2505.0|0|2505.0|0|48.0|0|0.0|100
0|2021-12-02|2505.0|0|2511.0|0|48.0|0|0.0|100
0|2021-12-03|2517.0|0|2517.0|0|48.0|0|0.0|100
0|2021-12-04|2517.0|0|2517.0|0|48.0|0|0.0|100
0|2021-12-05|2517.0|0|2517.0|0|48.0|0|0.0|100
0|2021-12-06|2531.0|0|2531.0|0|48.0|0|0.0|100
0|2021-12-07|2534.0|0|2534.0|0|49.0|0|0.0|100
0|2021-12-08|2549.0|0|2549.0|0|49.0|0|0.0|100
0|2021-12-09|2564.0|0|2564.0|0|49.0|0|0.0|100
0|2021-12-10|2576.0|0|2576.0|0|49.0|0|0.0|100
0|2021-12-11|2576.0|0|2576.0|0|49.0|0|0.0|100
0|2021-12-12|2576.0|0|2576.0|0|49.0|0|0.0|100
0|2021-12-13|2586.0|0|2586.0|0|50.0|0|0.0|100
0|2021-12-14|2586.0|0|2589.0|0|50.0|0|0.0|100
0|2021-12-15|2599.0|0|2599.0|0|51.0|0|0.0|100
0|2021-12-16|2616.0|0|2616.0|0|51.0|0|0.0|100
0|2021-12-17|2623.0|0|2623.0|0|51.0|0|0.0|100
0|2021-12-18|2623.0|0|2623.0|0|51.0|0|0.0|100
0|2021-12-19|2623.0|0|2623.0|0|51.0|0|0.0|100
0|2021-12-20|2637.0|0|2637.0|0|51.0|0|0.0|100
0|2021-12-21|2647.0|0|2647.0|0|51.0|0|0.0|100
0|2021-12-22|2653.0|0|2653.0|0|51.0|0|0.0|100
0|2021-12-23|2653.0|0|2653.0|0|51.0|0|0.0|100
0|2021-12-24|2653.0|0|2653.0|0|51.0|0|0.0|100
0|2021-12-25|2653.0|0|2653.0|0|51.0|0|0.0|100
0|2021-12-26|2653.0|0|2653.0|0|51.0|0|0.0|100
0|2021-12-27|2672.0|0|2672.0|0|51.0|0|0.0|100
0|2021-12-28|2692.0|0|2692.0|0|51.0|0|0.0|100
0|2021-12-29|2709.0|0|2709.0|0|51.0|0|0.0|100
0|2021-12-30|2709.0|0|2709.0|0|51.0|0|0.0|100
0|2021-12-31|2709.0|0|2709.0|0|51.0|0|0.0|100
0|2022-01-01|2709.0|0|2709.0|0|51.0|0|0.0|100
0|2022-01-02|2709.0|0|2709.0|0|51.0|0|0.0|100
0|2022-01-03|2745.0|0|2745.0|0|52.0|0|0.0|100
0|2022-01-04|2770.0|0|2770.0|0|52.0|0|0.0|100
0|2022-01-05|2805.0|0|2805.0|0|52.0|0|0.0|100
0|2022-01-06|2823.0|0|2823.0|0|52.0|0|0.0|100
0|2022-01-07|2845.0|0|2845.0|0|52.0|0|0.0|100
0|2022-01-08|2845.0|0|2845.0|0|52.0|0|0.0|100
0|2022-01-09|2845.0|0|2845.0|0|52.0|0|0.0|100
0|2022-01-10|2895.0|0|2895.0|0|53.0|0|0.0|100
0|2022-01-11|2911.0|0|2911.0|0|53.0|0|0.0|100
0|2022-01-12|2924.0|0|2924.0|0|53.0|0|0.0|100
0|2022-01-13|2924.0|0|2952.0|0|53.0|0|0.0|100
0|2022-01-14|2980.0|0|2980.0|0|53.0|0|0.0|100
0|2022-01-15|2980.0|0|2980.0|0|53.0|0|0.0|100
0|2022-01-16|2980.0|0|2980.0|0|53.0|0|0.0|100
0|2022-01-17|2980.0|0|0.0|100|53.0|0|0.0|100
