|dates|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Granville_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Granville_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7789.0|0|7789.0|0|99.0|0|0.0|100
0|2021-10-18|7811.0|0|7811.0|0|99.0|0|0.0|100
0|2021-10-19|7825.0|0|7825.0|0|99.0|0|0.0|100
0|2021-10-20|7838.0|0|7838.0|0|99.0|0|0.0|100
0|2021-10-21|7843.0|0|7843.0|0|99.0|0|0.0|100
0|2021-10-22|7857.0|0|7857.0|0|99.0|0|0.0|100
0|2021-10-23|7857.0|0|7857.0|0|99.0|0|0.0|100
0|2021-10-24|7857.0|0|7857.0|0|99.0|0|0.0|100
0|2021-10-25|7892.0|0|7892.0|0|99.0|0|0.0|100
0|2021-10-26|7901.0|0|7901.0|0|99.0|0|0.0|100
0|2021-10-27|7920.0|0|7920.0|0|99.0|0|0.0|100
0|2021-10-28|7932.0|0|7932.0|0|99.0|0|0.0|100
0|2021-10-29|7952.0|0|7952.0|0|99.0|0|0.0|100
0|2021-10-30|7952.0|0|7952.0|0|99.0|0|0.0|100
0|2021-10-31|7952.0|0|7952.0|0|99.0|0|0.0|100
0|2021-11-01|7987.0|0|7987.0|0|100.0|0|0.0|100
0|2021-11-02|7992.0|0|7992.0|0|100.0|0|0.0|100
0|2021-11-03|8009.0|0|8009.0|0|101.0|0|0.0|100
0|2021-11-04|8019.0|0|8019.0|0|101.0|0|0.0|100
0|2021-11-05|8026.0|0|8026.0|0|102.0|0|0.0|100
0|2021-11-06|8026.0|0|8026.0|0|102.0|0|0.0|100
0|2021-11-07|8026.0|0|8026.0|0|102.0|0|0.0|100
0|2021-11-08|8048.0|0|8048.0|0|102.0|0|0.0|100
0|2021-11-09|8052.0|0|8052.0|0|102.0|0|0.0|100
0|2021-11-10|8056.0|0|8056.0|0|102.0|0|0.0|100
0|2021-11-11|8056.0|0|8056.0|0|102.0|0|0.0|100
0|2021-11-12|8092.0|0|8092.0|0|103.0|0|0.0|100
0|2021-11-13|8092.0|0|8092.0|0|103.0|0|0.0|100
0|2021-11-14|8092.0|0|8092.0|0|103.0|0|0.0|100
0|2021-11-15|8111.0|0|8111.0|0|103.0|0|0.0|100
0|2021-11-16|8112.0|0|8112.0|0|103.0|0|0.0|100
0|2021-11-17|8118.0|0|8118.0|0|104.0|0|0.0|100
0|2021-11-18|8130.0|0|8130.0|0|104.0|0|0.0|100
0|2021-11-19|8148.0|0|8148.0|0|104.0|0|0.0|100
0|2021-11-20|8148.0|0|8148.0|0|104.0|0|0.0|100
0|2021-11-21|8148.0|0|8148.0|0|104.0|0|0.0|100
0|2021-11-22|8189.0|0|8189.0|0|105.0|0|0.0|100
0|2021-11-23|8202.0|0|8202.0|0|105.0|0|0.0|100
0|2021-11-24|8216.0|0|8216.0|0|105.0|0|0.0|100
0|2021-11-25|8216.0|0|8216.0|0|105.0|0|0.0|100
0|2021-11-26|8216.0|0|8216.0|0|105.0|0|0.0|100
0|2021-11-27|8216.0|0|8216.0|0|105.0|0|0.0|100
0|2021-11-28|8216.0|0|8216.0|0|105.0|0|0.0|100
0|2021-11-29|8265.0|0|8265.0|0|105.0|0|0.0|100
0|2021-11-30|8274.0|0|8274.0|0|105.0|0|0.0|100
0|2021-12-01|8306.0|0|8306.0|0|106.0|0|0.0|100
0|2021-12-02|8331.0|0|8331.0|0|106.0|0|0.0|100
0|2021-12-03|8350.0|0|8350.0|0|106.0|0|0.0|100
0|2021-12-04|8350.0|0|8350.0|0|106.0|0|0.0|100
0|2021-12-05|8350.0|0|8350.0|0|106.0|0|0.0|100
0|2021-12-06|8396.0|0|8396.0|0|106.0|0|0.0|100
0|2021-12-07|8411.0|0|8411.0|0|106.0|0|0.0|100
0|2021-12-08|8416.0|0|8416.0|0|106.0|0|0.0|100
0|2021-12-09|8429.0|0|8429.0|0|106.0|0|0.0|100
0|2021-12-10|8454.0|0|8454.0|0|106.0|0|0.0|100
0|2021-12-11|8454.0|0|8454.0|0|106.0|0|0.0|100
0|2021-12-12|8454.0|0|8454.0|0|106.0|0|0.0|100
0|2021-12-13|8501.0|0|8501.0|0|106.0|0|0.0|100
0|2021-12-14|8501.0|0|8510.0|0|106.0|0|0.0|100
0|2021-12-15|8532.0|0|8532.0|0|106.0|0|0.0|100
0|2021-12-16|8553.0|0|8553.0|0|106.0|0|0.0|100
0|2021-12-17|8586.0|0|8586.0|0|106.0|0|0.0|100
0|2021-12-18|8586.0|0|8586.0|0|106.0|0|0.0|100
0|2021-12-19|8586.0|0|8586.0|0|106.0|0|0.0|100
0|2021-12-20|8643.0|0|8643.0|0|106.0|0|0.0|100
0|2021-12-21|8659.0|0|8659.0|0|106.0|0|0.0|100
0|2021-12-22|8685.0|0|8685.0|0|106.0|0|0.0|100
0|2021-12-23|8685.0|0|8685.0|0|106.0|0|0.0|100
0|2021-12-24|8685.0|0|8685.0|0|106.0|0|0.0|100
0|2021-12-25|8685.0|0|8685.0|0|106.0|0|0.0|100
0|2021-12-26|8685.0|0|8685.0|0|106.0|0|0.0|100
0|2021-12-27|8685.0|0|8685.0|0|106.0|0|0.0|100
0|2021-12-28|8838.0|0|8838.0|0|107.0|0|0.0|100
0|2021-12-29|8901.0|0|8901.0|0|107.0|0|0.0|100
0|2021-12-30|9012.0|0|9012.0|0|107.0|0|0.0|100
0|2021-12-31|9012.0|0|9195.0|0|107.0|0|0.0|100
0|2022-01-01|9012.0|0|9195.0|0|107.0|0|0.0|100
0|2022-01-02|9012.0|0|9195.0|0|107.0|0|0.0|100
0|2022-01-03|9587.0|0|9587.0|0|107.0|0|0.0|100
0|2022-01-04|9618.0|0|9618.0|0|107.0|0|0.0|100
0|2022-01-05|9745.0|0|9745.0|0|107.0|0|0.0|100
0|2022-01-06|9831.0|0|9831.0|0|107.0|0|0.0|100
0|2022-01-07|9935.0|0|9935.0|0|107.0|0|0.0|100
0|2022-01-08|9935.0|0|9935.0|0|107.0|0|0.0|100
0|2022-01-09|9935.0|0|9935.0|0|107.0|0|0.0|100
0|2022-01-10|10256.0|0|10256.0|0|107.0|0|0.0|100
0|2022-01-11|10368.0|0|10368.0|0|107.0|0|0.0|100
0|2022-01-12|10508.0|0|10508.0|0|108.0|0|0.0|100
0|2022-01-13|10508.0|0|10660.0|0|108.0|0|0.0|100
0|2022-01-14|10923.0|0|10923.0|0|108.0|0|0.0|100
