|dates|Ford_Illinois_UnitedStates.JHU_ConfirmedCases.data|Ford_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Ford_Illinois_UnitedStates.NYT_ConfirmedCases.data|Ford_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Ford_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Ford_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Ford_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Ford_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|2696.0|0|2696.0|0|59.0|0|0.0|100
0|2021-12-05|2696.0|0|2696.0|0|59.0|0|0.0|100
0|2021-12-06|2722.0|0|2722.0|0|59.0|0|0.0|100
0|2021-12-07|2750.0|0|2750.0|0|59.0|0|0.0|100
0|2021-12-08|2762.0|0|2762.0|0|59.0|0|0.0|100
0|2021-12-09|2780.0|0|2780.0|0|59.0|0|0.0|100
0|2021-12-10|2803.0|0|2803.0|0|59.0|0|0.0|100
0|2021-12-11|2803.0|0|2803.0|0|59.0|0|0.0|100
0|2021-12-12|2803.0|0|2803.0|0|59.0|0|0.0|100
0|2021-12-13|2825.0|0|2825.0|0|59.0|0|0.0|100
0|2021-12-14|2825.0|0|2844.0|0|59.0|0|0.0|100
0|2021-12-15|2858.0|0|2858.0|0|59.0|0|0.0|100
0|2021-12-16|2869.0|0|2869.0|0|59.0|0|0.0|100
0|2021-12-17|2881.0|0|2881.0|0|59.0|0|0.0|100
0|2021-12-18|2881.0|0|2881.0|0|59.0|0|0.0|100
0|2021-12-19|2881.0|0|2881.0|0|59.0|0|0.0|100
0|2021-12-20|2900.0|0|2900.0|0|59.0|0|0.0|100
0|2021-12-21|2914.0|0|2914.0|0|59.0|0|0.0|100
0|2021-12-22|2931.0|0|2931.0|0|59.0|0|0.0|100
0|2021-12-23|2958.0|0|2958.0|0|59.0|0|0.0|100
0|2021-12-24|2958.0|0|2958.0|0|59.0|0|0.0|100
0|2021-12-25|2958.0|0|2958.0|0|59.0|0|0.0|100
0|2021-12-26|2958.0|0|2958.0|0|59.0|0|0.0|100
0|2021-12-27|2999.0|0|2999.0|0|59.0|0|0.0|100
0|2021-12-28|3034.0|0|3034.0|0|59.0|0|0.0|100
0|2021-12-29|3065.0|0|3065.0|0|59.0|0|0.0|100
0|2021-12-30|3105.0|0|3105.0|0|59.0|0|0.0|100
0|2021-12-31|3105.0|0|3105.0|0|59.0|0|0.0|100
0|2022-01-01|3105.0|0|3105.0|0|59.0|0|0.0|100
0|2022-01-02|3105.0|0|3105.0|0|59.0|0|0.0|100
0|2022-01-03|3206.0|0|3206.0|0|59.0|0|0.0|100
0|2022-01-04|3250.0|0|3250.0|0|59.0|0|0.0|100
0|2022-01-05|3314.0|0|3314.0|0|59.0|0|0.0|100
0|2022-01-06|3368.0|0|3368.0|0|59.0|0|0.0|100
0|2022-01-07|3434.0|0|3434.0|0|59.0|0|0.0|100
0|2022-01-08|3434.0|0|3434.0|0|59.0|0|0.0|100
0|2022-01-09|3434.0|0|3434.0|0|59.0|0|0.0|100
0|2022-01-10|3510.0|0|3510.0|0|61.0|0|0.0|100
0|2022-01-11|3561.0|0|3561.0|0|61.0|0|0.0|100
0|2022-01-12|3620.0|0|3620.0|0|61.0|0|0.0|100
0|2022-01-13|3620.0|0|3680.0|0|61.0|0|0.0|100
0|2022-01-14|3718.0|0|3718.0|0|62.0|0|0.0|100
0|2022-01-15|3718.0|0|3718.0|0|62.0|0|0.0|100
0|2022-01-16|3718.0|0|3718.0|0|62.0|0|0.0|100
0|2022-01-17|3718.0|0|0.0|100|62.0|0|0.0|100
