|dates|Rock_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Rock_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Rock_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Rock_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Rock_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Rock_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Rock_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Rock_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1532.0|0|1532.0|0|19.0|0|0.0|100
0|2021-10-18|1537.0|0|1537.0|0|19.0|0|0.0|100
0|2021-10-19|1545.0|0|1545.0|0|19.0|0|0.0|100
0|2021-10-20|1546.0|0|1546.0|0|19.0|0|0.0|100
0|2021-10-21|1550.0|0|1550.0|0|19.0|0|0.0|100
0|2021-10-22|1553.0|0|1553.0|0|19.0|0|0.0|100
0|2021-10-23|1553.0|0|1553.0|0|19.0|0|0.0|100
0|2021-10-24|1553.0|0|1553.0|0|19.0|0|0.0|100
0|2021-10-25|1558.0|0|1558.0|0|19.0|0|0.0|100
0|2021-10-26|1581.0|0|1581.0|0|19.0|0|0.0|100
0|2021-10-27|1587.0|0|1587.0|0|19.0|0|0.0|100
0|2021-10-28|1594.0|0|1594.0|0|19.0|0|0.0|100
0|2021-10-29|1597.0|0|1597.0|0|19.0|0|0.0|100
0|2021-10-30|1597.0|0|1597.0|0|19.0|0|0.0|100
0|2021-10-31|1597.0|0|1597.0|0|19.0|0|0.0|100
0|2021-11-01|1621.0|0|1621.0|0|19.0|0|0.0|100
0|2021-11-02|1630.0|0|1630.0|0|19.0|0|0.0|100
0|2021-11-03|1631.0|0|1631.0|0|19.0|0|0.0|100
0|2021-11-04|1637.0|0|1637.0|0|22.0|0|0.0|100
0|2021-11-05|1645.0|0|1645.0|0|24.0|0|0.0|100
0|2021-11-06|1645.0|0|1645.0|0|24.0|0|0.0|100
0|2021-11-07|1645.0|0|1645.0|0|24.0|0|0.0|100
0|2021-11-08|1652.0|0|1652.0|0|24.0|0|0.0|100
0|2021-11-09|1675.0|0|1675.0|0|24.0|0|0.0|100
0|2021-11-10|1675.0|0|1676.0|0|24.0|0|0.0|100
0|2021-11-11|1687.0|0|1687.0|0|27.0|0|0.0|100
0|2021-11-12|1695.0|0|1695.0|0|27.0|0|0.0|100
0|2021-11-13|1695.0|0|1695.0|0|27.0|0|0.0|100
0|2021-11-14|1695.0|0|1695.0|0|27.0|0|0.0|100
0|2021-11-15|1701.0|0|1701.0|0|27.0|0|0.0|100
0|2021-11-16|1712.0|0|1712.0|0|27.0|0|0.0|100
0|2021-11-17|1716.0|0|1716.0|0|27.0|0|0.0|100
0|2021-11-18|1720.0|0|1720.0|0|27.0|0|0.0|100
0|2021-11-19|1724.0|0|1724.0|0|28.0|0|0.0|100
0|2021-11-20|1724.0|0|1724.0|0|28.0|0|0.0|100
0|2021-11-21|1724.0|0|1724.0|0|28.0|0|0.0|100
0|2021-11-22|1729.0|0|1729.0|0|28.0|0|0.0|100
0|2021-11-23|1741.0|0|1741.0|0|28.0|0|0.0|100
0|2021-11-24|1743.0|0|1743.0|0|28.0|0|0.0|100
0|2021-11-25|1743.0|0|1743.0|0|28.0|0|0.0|100
0|2021-11-26|1747.0|0|1747.0|0|28.0|0|0.0|100
0|2021-11-27|1747.0|0|1747.0|0|28.0|0|0.0|100
0|2021-11-28|1747.0|0|1747.0|0|28.0|0|0.0|100
0|2021-11-29|1755.0|0|1755.0|0|28.0|0|0.0|100
0|2021-11-30|1774.0|0|1774.0|0|28.0|0|0.0|100
0|2021-12-01|1777.0|0|1777.0|0|29.0|0|0.0|100
0|2021-12-02|1777.0|0|1782.0|0|29.0|0|0.0|100
0|2021-12-03|1784.0|0|1784.0|0|29.0|0|0.0|100
0|2021-12-04|1784.0|0|1784.0|0|29.0|0|0.0|100
0|2021-12-05|1784.0|0|1784.0|0|29.0|0|0.0|100
0|2021-12-06|1788.0|0|1788.0|0|29.0|0|0.0|100
0|2021-12-07|1795.0|0|1795.0|0|29.0|0|0.0|100
0|2021-12-08|1795.0|0|1795.0|0|31.0|0|0.0|100
0|2021-12-09|1798.0|0|1798.0|0|31.0|0|0.0|100
0|2021-12-10|1801.0|0|1801.0|0|31.0|0|0.0|100
0|2021-12-11|1801.0|0|1801.0|0|31.0|0|0.0|100
0|2021-12-12|1801.0|0|1801.0|0|31.0|0|0.0|100
0|2021-12-13|1805.0|0|1805.0|0|31.0|0|0.0|100
0|2021-12-14|1805.0|0|1811.0|0|31.0|0|0.0|100
0|2021-12-15|1812.0|0|1812.0|0|32.0|0|0.0|100
0|2021-12-16|1815.0|0|1815.0|0|32.0|0|0.0|100
0|2021-12-17|1817.0|0|1817.0|0|32.0|0|0.0|100
0|2021-12-18|1817.0|0|1817.0|0|32.0|0|0.0|100
0|2021-12-19|1817.0|0|1817.0|0|32.0|0|0.0|100
0|2021-12-20|1822.0|0|1822.0|0|32.0|0|0.0|100
0|2021-12-21|1827.0|0|1827.0|0|32.0|0|0.0|100
0|2021-12-22|1831.0|0|1831.0|0|32.0|0|0.0|100
0|2021-12-23|1841.0|0|1841.0|0|32.0|0|0.0|100
0|2021-12-24|1841.0|0|1841.0|0|32.0|0|0.0|100
0|2021-12-25|1841.0|0|1841.0|0|32.0|0|0.0|100
0|2021-12-26|1841.0|0|1841.0|0|32.0|0|0.0|100
0|2021-12-27|1844.0|0|1844.0|0|32.0|0|0.0|100
0|2021-12-28|1849.0|0|1849.0|0|32.0|0|0.0|100
0|2021-12-29|1852.0|0|1852.0|0|32.0|0|0.0|100
0|2021-12-30|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2021-12-31|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2022-01-01|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2022-01-02|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2022-01-03|1868.0|0|1868.0|0|32.0|0|0.0|100
0|2022-01-04|1888.0|0|1888.0|0|32.0|0|0.0|100
0|2022-01-05|1891.0|0|1891.0|0|32.0|0|0.0|100
0|2022-01-06|1905.0|0|1905.0|0|32.0|0|0.0|100
0|2022-01-07|1906.0|0|1906.0|0|32.0|0|0.0|100
0|2022-01-08|1906.0|0|1906.0|0|32.0|0|0.0|100
0|2022-01-09|1906.0|0|1906.0|0|32.0|0|0.0|100
0|2022-01-10|1910.0|0|1910.0|0|32.0|0|0.0|100
0|2022-01-11|1948.0|0|1948.0|0|32.0|0|0.0|100
0|2022-01-12|1956.0|0|1956.0|0|32.0|0|0.0|100
0|2022-01-13|1956.0|0|1969.0|0|32.0|0|0.0|100
0|2022-01-14|1977.0|0|1977.0|0|32.0|0|0.0|100
0|2022-01-15|1977.0|0|1977.0|0|32.0|0|0.0|100
0|2022-01-16|1977.0|0|1977.0|0|32.0|0|0.0|100
0|2022-01-17|1977.0|0|0.0|100|32.0|0|0.0|100
