|dates|Aibonito_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Aibonito_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Aibonito_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Aibonito_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Aibonito_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Aibonito_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Aibonito_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Aibonito_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-02|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-03|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-04|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-05|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-06|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-07|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-08|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-09|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-10|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-11|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-12|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-13|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-14|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-15|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-16|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-17|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-18|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-19|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-20|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-21|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-22|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-23|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-24|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-25|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-26|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-27|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-28|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-29|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-30|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-01-31|5444.5|0|772.0|0|12.41856350036194|0|6216.5|0
0|2020-02-01|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-02|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-03|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-04|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-05|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-06|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-07|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-08|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-09|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-10|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-11|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-12|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-13|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-14|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-15|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-16|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-17|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-18|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
0|2020-02-19|5563.0|0|588.0|0|9.559421232319949|0|6151.0|0
