|dates|Columbus_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Columbus_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Columbus_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Columbus_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Columbus_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Columbus_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Columbus_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Columbus_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-18|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-19|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-20|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-21|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-22|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-23|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-24|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-25|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-26|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-27|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-28|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-29|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-30|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-10-31|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-11-01|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-11-02|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-11-03|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-11-04|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
0|2021-11-05|21089.0|0|1264.0|0|5.654721961257997|0|22353.0|0
