|dates|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|813.0|0|813.0|0|21.0|0|0.0|100
0|2021-10-18|815.0|0|815.0|0|23.0|0|0.0|100
0|2021-10-19|822.0|0|822.0|0|23.0|0|0.0|100
0|2021-10-20|824.0|0|824.0|0|23.0|0|0.0|100
0|2021-10-21|824.0|0|824.0|0|23.0|0|0.0|100
0|2021-10-22|824.0|0|824.0|0|23.0|0|0.0|100
0|2021-10-23|824.0|0|824.0|0|23.0|0|0.0|100
0|2021-10-24|824.0|0|824.0|0|23.0|0|0.0|100
0|2021-10-25|827.0|0|827.0|0|23.0|0|0.0|100
0|2021-10-26|830.0|0|830.0|0|23.0|0|0.0|100
0|2021-10-27|832.0|0|832.0|0|23.0|0|0.0|100
0|2021-10-28|836.0|0|836.0|0|23.0|0|0.0|100
0|2021-10-29|838.0|0|838.0|0|23.0|0|0.0|100
0|2021-10-30|838.0|0|838.0|0|23.0|0|0.0|100
0|2021-10-31|838.0|0|838.0|0|23.0|0|0.0|100
0|2021-11-01|839.0|0|839.0|0|23.0|0|0.0|100
0|2021-11-02|840.0|0|840.0|0|23.0|0|0.0|100
0|2021-11-03|845.0|0|845.0|0|23.0|0|0.0|100
0|2021-11-04|854.0|0|854.0|0|23.0|0|0.0|100
0|2021-11-05|857.0|0|857.0|0|23.0|0|0.0|100
0|2021-11-06|857.0|0|857.0|0|23.0|0|0.0|100
0|2021-11-07|857.0|0|857.0|0|23.0|0|0.0|100
0|2021-11-08|857.0|0|857.0|0|23.0|0|0.0|100
0|2021-11-09|859.0|0|859.0|0|23.0|0|0.0|100
0|2021-11-10|859.0|0|866.0|0|23.0|0|0.0|100
0|2021-11-11|866.0|0|866.0|0|23.0|0|0.0|100
0|2021-11-12|867.0|0|867.0|0|23.0|0|0.0|100
0|2021-11-13|867.0|0|867.0|0|23.0|0|0.0|100
0|2021-11-14|867.0|0|867.0|0|23.0|0|0.0|100
0|2021-11-15|873.0|0|873.0|0|23.0|0|0.0|100
0|2021-11-16|876.0|0|876.0|0|23.0|0|0.0|100
0|2021-11-17|877.0|0|877.0|0|23.0|0|0.0|100
0|2021-11-18|877.0|0|877.0|0|23.0|0|0.0|100
0|2021-11-19|876.0|0|876.0|0|23.0|0|0.0|100
0|2021-11-20|876.0|0|876.0|0|23.0|0|0.0|100
0|2021-11-21|876.0|0|876.0|0|23.0|0|0.0|100
0|2021-11-22|880.0|0|880.0|0|23.0|0|0.0|100
0|2021-11-23|880.0|0|880.0|0|23.0|0|0.0|100
0|2021-11-24|882.0|0|882.0|0|23.0|0|0.0|100
0|2021-11-25|882.0|0|882.0|0|23.0|0|0.0|100
0|2021-11-26|882.0|0|882.0|0|23.0|0|0.0|100
0|2021-11-27|882.0|0|882.0|0|23.0|0|0.0|100
0|2021-11-28|882.0|0|882.0|0|23.0|0|0.0|100
0|2021-11-29|885.0|0|885.0|0|23.0|0|0.0|100
0|2021-11-30|895.0|0|895.0|0|23.0|0|0.0|100
0|2021-12-01|908.0|0|908.0|0|23.0|0|0.0|100
0|2021-12-02|908.0|0|912.0|0|23.0|0|0.0|100
0|2021-12-03|917.0|0|917.0|0|23.0|0|0.0|100
0|2021-12-04|917.0|0|917.0|0|23.0|0|0.0|100
0|2021-12-05|917.0|0|917.0|0|23.0|0|0.0|100
0|2021-12-06|922.0|0|922.0|0|25.0|0|0.0|100
0|2021-12-07|931.0|0|931.0|0|25.0|0|0.0|100
0|2021-12-08|946.0|0|946.0|0|25.0|0|0.0|100
0|2021-12-09|962.0|0|962.0|0|25.0|0|0.0|100
0|2021-12-10|992.0|0|992.0|0|25.0|0|0.0|100
0|2021-12-11|992.0|0|992.0|0|25.0|0|0.0|100
0|2021-12-12|992.0|0|992.0|0|25.0|0|0.0|100
0|2021-12-13|1002.0|0|1002.0|0|25.0|0|0.0|100
0|2021-12-14|1002.0|0|1007.0|0|25.0|0|0.0|100
0|2021-12-15|1020.0|0|1020.0|0|25.0|0|0.0|100
0|2021-12-16|1034.0|0|1034.0|0|25.0|0|0.0|100
0|2021-12-17|1052.0|0|1052.0|0|25.0|0|0.0|100
0|2021-12-18|1052.0|0|1052.0|0|25.0|0|0.0|100
0|2021-12-19|1052.0|0|1052.0|0|25.0|0|0.0|100
0|2021-12-20|1062.0|0|1062.0|0|25.0|0|0.0|100
0|2021-12-21|1071.0|0|1071.0|0|26.0|0|0.0|100
0|2021-12-22|1071.0|0|1071.0|0|26.0|0|0.0|100
0|2021-12-23|1071.0|0|1071.0|0|26.0|0|0.0|100
0|2021-12-24|1071.0|0|1071.0|0|26.0|0|0.0|100
0|2021-12-25|1071.0|0|1071.0|0|26.0|0|0.0|100
0|2021-12-26|1071.0|0|1071.0|0|26.0|0|0.0|100
0|2021-12-27|1083.0|0|1083.0|0|26.0|0|0.0|100
0|2021-12-28|1086.0|0|1086.0|0|26.0|0|0.0|100
0|2021-12-29|1091.0|0|1091.0|0|26.0|0|0.0|100
0|2021-12-30|1091.0|0|1091.0|0|26.0|0|0.0|100
0|2021-12-31|1091.0|0|1091.0|0|26.0|0|0.0|100
0|2022-01-01|1091.0|0|1091.0|0|26.0|0|0.0|100
0|2022-01-02|1091.0|0|1091.0|0|26.0|0|0.0|100
0|2022-01-03|1096.0|0|1096.0|0|26.0|0|0.0|100
0|2022-01-04|1096.0|0|1096.0|0|26.0|0|0.0|100
0|2022-01-05|1097.0|0|1097.0|0|26.0|0|0.0|100
0|2022-01-06|1098.0|0|1098.0|0|27.0|0|0.0|100
0|2022-01-07|1100.0|0|1100.0|0|27.0|0|0.0|100
0|2022-01-08|1100.0|0|1100.0|0|27.0|0|0.0|100
0|2022-01-09|1100.0|0|1100.0|0|27.0|0|0.0|100
0|2022-01-10|1110.0|0|1110.0|0|27.0|0|0.0|100
0|2022-01-11|1115.0|0|1115.0|0|27.0|0|0.0|100
0|2022-01-12|1118.0|0|1118.0|0|27.0|0|0.0|100
0|2022-01-13|1118.0|0|1121.0|0|27.0|0|0.0|100
0|2022-01-14|1122.0|0|1122.0|0|27.0|0|0.0|100
0|2022-01-15|1122.0|0|1122.0|0|27.0|0|0.0|100
0|2022-01-16|1122.0|0|1122.0|0|27.0|0|0.0|100
0|2022-01-17|1122.0|0|0.0|100|27.0|0|0.0|100
