|dates|Payne_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Payne_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Payne_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Payne_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Payne_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Payne_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Payne_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Payne_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|12125.0|0|12125.0|0|117.0|0|0.0|100
0|2021-11-13|12125.0|0|12125.0|0|117.0|0|0.0|100
0|2021-11-14|12125.0|0|12125.0|0|117.0|0|0.0|100
0|2021-11-15|12125.0|0|12125.0|0|117.0|0|0.0|100
0|2021-11-16|12125.0|0|12125.0|0|117.0|0|0.0|100
0|2021-11-17|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-18|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-19|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-20|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-21|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-22|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-23|12201.0|0|12201.0|0|117.0|0|0.0|100
0|2021-11-24|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-11-25|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-11-26|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-11-27|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-11-28|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-11-29|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-11-30|12252.0|0|12252.0|0|117.0|0|0.0|100
0|2021-12-01|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-02|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-03|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-04|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-05|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-06|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-07|12300.0|0|12300.0|0|117.0|0|0.0|100
0|2021-12-08|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-09|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-10|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-11|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-12|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-13|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-14|12414.0|0|12414.0|0|117.0|0|0.0|100
0|2021-12-15|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-16|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-17|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-18|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-19|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-20|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-21|12516.0|0|12516.0|0|117.0|0|0.0|100
0|2021-12-22|12635.0|0|12635.0|0|117.0|0|0.0|100
0|2021-12-23|12635.0|0|12635.0|0|125.0|0|0.0|100
0|2021-12-24|12635.0|0|12635.0|0|125.0|0|0.0|100
0|2021-12-25|12635.0|0|12635.0|0|125.0|0|0.0|100
0|2021-12-26|12635.0|0|12635.0|0|125.0|0|0.0|100
0|2021-12-27|12635.0|0|12635.0|0|125.0|0|0.0|100
0|2021-12-28|12635.0|0|12635.0|0|125.0|0|0.0|100
0|2021-12-29|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2021-12-30|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2021-12-31|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2022-01-01|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2022-01-02|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2022-01-03|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2022-01-04|12814.0|0|12814.0|0|127.0|0|0.0|100
0|2022-01-05|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-06|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-07|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-08|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-09|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-10|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-11|12970.0|0|12970.0|0|127.0|0|0.0|100
0|2022-01-12|13546.0|0|13546.0|0|127.0|0|0.0|100
0|2022-01-13|13546.0|0|13546.0|0|127.0|0|0.0|100
0|2022-01-14|13546.0|0|13546.0|0|127.0|0|0.0|100
0|2022-01-15|13546.0|0|13546.0|0|127.0|0|0.0|100
0|2022-01-16|13546.0|0|13546.0|0|127.0|0|0.0|100
0|2022-01-17|13546.0|0|0.0|100|127.0|0|0.0|100
