|dates|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sioux_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Sioux_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sioux_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|974.0|0|974.0|0|18.0|0|0.0|100
0|2021-12-23|975.0|0|975.0|0|18.0|0|0.0|100
0|2021-12-24|977.0|0|977.0|0|18.0|0|0.0|100
0|2021-12-25|979.0|0|979.0|0|18.0|0|0.0|100
0|2021-12-26|981.0|0|981.0|0|18.0|0|0.0|100
0|2021-12-27|981.0|0|981.0|0|18.0|0|0.0|100
0|2021-12-28|981.0|0|981.0|0|18.0|0|0.0|100
0|2021-12-29|986.0|0|986.0|0|18.0|0|0.0|100
0|2021-12-30|987.0|0|987.0|0|18.0|0|0.0|100
0|2021-12-31|987.0|0|987.0|0|18.0|0|0.0|100
0|2022-01-01|988.0|0|988.0|0|18.0|0|0.0|100
0|2022-01-02|989.0|0|989.0|0|18.0|0|0.0|100
0|2022-01-03|993.0|0|993.0|0|18.0|0|0.0|100
0|2022-01-04|1001.0|0|1001.0|0|18.0|0|0.0|100
0|2022-01-05|1012.0|0|1012.0|0|18.0|0|0.0|100
0|2022-01-06|1020.0|0|1020.0|0|18.0|0|0.0|100
0|2022-01-07|1030.0|0|1030.0|0|18.0|0|0.0|100
0|2022-01-08|1037.0|0|1037.0|0|18.0|0|0.0|100
0|2022-01-09|1043.0|0|1043.0|0|18.0|0|0.0|100
0|2022-01-10|1058.0|0|1058.0|0|18.0|0|0.0|100
0|2022-01-11|1066.0|0|1066.0|0|18.0|0|0.0|100
0|2022-01-12|1079.0|0|1079.0|0|18.0|0|0.0|100
0|2022-01-13|1079.0|0|1090.0|0|18.0|0|0.0|100
0|2022-01-14|1104.0|0|1104.0|0|18.0|0|0.0|100
0|2022-01-15|1115.0|0|1115.0|0|18.0|0|0.0|100
0|2022-01-16|1123.0|0|1123.0|0|18.0|0|0.0|100
0|2022-01-17|1130.0|0|0.0|100|18.0|0|0.0|100
