|dates|Spencer_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Spencer_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Spencer_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Spencer_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Spencer_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Spencer_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Spencer_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Spencer_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2809.0|0|2809.0|0|33.0|0|0.0|100
0|2021-10-18|2818.0|0|2818.0|0|33.0|0|0.0|100
0|2021-10-19|2817.0|0|2817.0|0|34.0|0|0.0|100
0|2021-10-20|2817.0|0|2817.0|0|34.0|0|0.0|100
0|2021-10-21|2827.0|0|2827.0|0|34.0|0|0.0|100
0|2021-10-22|2830.0|0|2830.0|0|34.0|0|0.0|100
0|2021-10-23|2830.0|0|2830.0|0|34.0|0|0.0|100
0|2021-10-24|2830.0|0|2830.0|0|34.0|0|0.0|100
0|2021-10-25|2835.0|0|2835.0|0|34.0|0|0.0|100
0|2021-10-26|2844.0|0|2844.0|0|34.0|0|0.0|100
0|2021-10-27|2850.0|0|2850.0|0|34.0|0|0.0|100
0|2021-10-28|2856.0|0|2856.0|0|34.0|0|0.0|100
0|2021-10-29|2868.0|0|2868.0|0|34.0|0|0.0|100
0|2021-10-30|2868.0|0|2868.0|0|34.0|0|0.0|100
0|2021-10-31|2868.0|0|2868.0|0|34.0|0|0.0|100
0|2021-11-01|2879.0|0|2879.0|0|34.0|0|0.0|100
0|2021-11-02|2887.0|0|2887.0|0|34.0|0|0.0|100
0|2021-11-03|2894.0|0|2894.0|0|34.0|0|0.0|100
0|2021-11-04|2901.0|0|2901.0|0|34.0|0|0.0|100
0|2021-11-05|2907.0|0|2907.0|0|34.0|0|0.0|100
0|2021-11-06|2907.0|0|2907.0|0|34.0|0|0.0|100
0|2021-11-07|2907.0|0|2907.0|0|34.0|0|0.0|100
0|2021-11-08|2917.0|0|2917.0|0|34.0|0|0.0|100
0|2021-11-09|2924.0|0|2924.0|0|34.0|0|0.0|100
0|2021-11-10|2924.0|0|2936.0|0|34.0|0|0.0|100
0|2021-11-11|2936.0|0|2936.0|0|34.0|0|0.0|100
0|2021-11-12|2944.0|0|2944.0|0|35.0|0|0.0|100
0|2021-11-13|2944.0|0|2944.0|0|35.0|0|0.0|100
0|2021-11-14|2944.0|0|2944.0|0|35.0|0|0.0|100
0|2021-11-15|2961.0|0|2961.0|0|35.0|0|0.0|100
0|2021-11-16|2969.0|0|2969.0|0|35.0|0|0.0|100
0|2021-11-17|2986.0|0|2986.0|0|35.0|0|0.0|100
0|2021-11-18|3002.0|0|3002.0|0|35.0|0|0.0|100
0|2021-11-19|2996.0|0|2996.0|0|36.0|0|0.0|100
0|2021-11-20|2996.0|0|2996.0|0|36.0|0|0.0|100
0|2021-11-21|2996.0|0|2996.0|0|36.0|0|0.0|100
0|2021-11-22|3022.0|0|3022.0|0|36.0|0|0.0|100
0|2021-11-23|3039.0|0|3039.0|0|38.0|0|0.0|100
0|2021-11-24|3056.0|0|3056.0|0|38.0|0|0.0|100
0|2021-11-25|3056.0|0|3056.0|0|38.0|0|0.0|100
0|2021-11-26|3056.0|0|3056.0|0|38.0|0|0.0|100
0|2021-11-27|3056.0|0|3056.0|0|38.0|0|0.0|100
0|2021-11-28|3056.0|0|3056.0|0|38.0|0|0.0|100
0|2021-11-29|3100.0|0|3100.0|0|40.0|0|0.0|100
0|2021-11-30|3112.0|0|3112.0|0|40.0|0|0.0|100
0|2021-12-01|3138.0|0|3138.0|0|40.0|0|0.0|100
0|2021-12-02|3138.0|0|3148.0|0|40.0|0|0.0|100
0|2021-12-03|3170.0|0|3170.0|0|40.0|0|0.0|100
0|2021-12-04|3170.0|0|3170.0|0|40.0|0|0.0|100
0|2021-12-05|3170.0|0|3170.0|0|40.0|0|0.0|100
0|2021-12-06|3196.0|0|3196.0|0|40.0|0|0.0|100
0|2021-12-07|3204.0|0|3204.0|0|40.0|0|0.0|100
0|2021-12-08|3227.0|0|3227.0|0|40.0|0|0.0|100
0|2021-12-09|3234.0|0|3234.0|0|40.0|0|0.0|100
0|2021-12-10|3241.0|0|3241.0|0|40.0|0|0.0|100
0|2021-12-11|3241.0|0|3241.0|0|40.0|0|0.0|100
0|2021-12-12|3241.0|0|3241.0|0|40.0|0|0.0|100
0|2021-12-13|3261.0|0|3261.0|0|41.0|0|0.0|100
0|2021-12-14|3261.0|0|3273.0|0|41.0|0|0.0|100
0|2021-12-15|3281.0|0|3281.0|0|41.0|0|0.0|100
0|2021-12-16|3287.0|0|3287.0|0|42.0|0|0.0|100
0|2021-12-17|3299.0|0|3299.0|0|42.0|0|0.0|100
0|2021-12-18|3299.0|0|3299.0|0|42.0|0|0.0|100
0|2021-12-19|3299.0|0|3299.0|0|42.0|0|0.0|100
0|2021-12-20|3332.0|0|3332.0|0|43.0|0|0.0|100
0|2021-12-21|3343.0|0|3343.0|0|43.0|0|0.0|100
0|2021-12-22|3345.0|0|3345.0|0|43.0|0|0.0|100
0|2021-12-23|3345.0|0|3345.0|0|43.0|0|0.0|100
0|2021-12-24|3345.0|0|3345.0|0|43.0|0|0.0|100
0|2021-12-25|3345.0|0|3345.0|0|43.0|0|0.0|100
0|2021-12-26|3345.0|0|3345.0|0|43.0|0|0.0|100
0|2021-12-27|3374.0|0|3374.0|0|43.0|0|0.0|100
0|2021-12-28|3382.0|0|3382.0|0|43.0|0|0.0|100
0|2021-12-29|3415.0|0|3415.0|0|43.0|0|0.0|100
0|2021-12-30|3415.0|0|3415.0|0|43.0|0|0.0|100
0|2021-12-31|3415.0|0|3415.0|0|43.0|0|0.0|100
0|2022-01-01|3415.0|0|3415.0|0|43.0|0|0.0|100
0|2022-01-02|3415.0|0|3415.0|0|43.0|0|0.0|100
0|2022-01-03|3493.0|0|3493.0|0|44.0|0|0.0|100
0|2022-01-04|3503.0|0|3503.0|0|44.0|0|0.0|100
0|2022-01-05|3543.0|0|3543.0|0|44.0|0|0.0|100
0|2022-01-06|3568.0|0|3568.0|0|44.0|0|0.0|100
0|2022-01-07|3613.0|0|3613.0|0|44.0|0|0.0|100
0|2022-01-08|3613.0|0|3613.0|0|44.0|0|0.0|100
0|2022-01-09|3613.0|0|3613.0|0|44.0|0|0.0|100
0|2022-01-10|3679.0|0|3679.0|0|44.0|0|0.0|100
0|2022-01-11|3746.0|0|3746.0|0|44.0|0|0.0|100
0|2022-01-12|3812.0|0|3812.0|0|44.0|0|0.0|100
0|2022-01-13|3812.0|0|3836.0|0|44.0|0|0.0|100
0|2022-01-14|3892.0|0|3892.0|0|44.0|0|0.0|100
0|2022-01-15|3892.0|0|3892.0|0|44.0|0|0.0|100
