|dates|Scott_Kansas_UnitedStates.JHU_ConfirmedCases.data|Scott_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Scott_Kansas_UnitedStates.NYT_ConfirmedCases.data|Scott_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Scott_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|941.0|0|941.0|0|31.0|0|0.0|100
0|2021-12-27|947.0|0|947.0|0|31.0|0|0.0|100
0|2021-12-28|947.0|0|947.0|0|31.0|0|0.0|100
0|2021-12-29|955.0|0|955.0|0|31.0|0|0.0|100
0|2021-12-30|955.0|0|955.0|0|31.0|0|0.0|100
0|2021-12-31|955.0|0|955.0|0|31.0|0|0.0|100
0|2022-01-01|955.0|0|955.0|0|31.0|0|0.0|100
0|2022-01-02|955.0|0|955.0|0|31.0|0|0.0|100
0|2022-01-03|964.0|0|964.0|0|31.0|0|0.0|100
0|2022-01-04|964.0|0|964.0|0|31.0|0|0.0|100
0|2022-01-05|979.0|0|979.0|0|31.0|0|0.0|100
0|2022-01-06|979.0|0|979.0|0|31.0|0|0.0|100
0|2022-01-07|995.0|0|995.0|0|32.0|0|0.0|100
0|2022-01-08|995.0|0|995.0|0|32.0|0|0.0|100
0|2022-01-09|995.0|0|995.0|0|32.0|0|0.0|100
0|2022-01-10|998.0|0|998.0|0|32.0|0|0.0|100
0|2022-01-11|998.0|0|998.0|0|32.0|0|0.0|100
0|2022-01-12|998.0|0|1009.0|0|32.0|0|0.0|100
0|2022-01-13|998.0|0|1019.0|0|32.0|0|0.0|100
0|2022-01-14|1060.0|0|1060.0|0|32.0|0|0.0|100
0|2022-01-15|1060.0|0|1060.0|0|32.0|0|0.0|100
0|2022-01-16|1060.0|0|1060.0|0|32.0|0|0.0|100
0|2022-01-17|1060.0|0|0.0|100|32.0|0|0.0|100
