|dates|Franklin_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Franklin_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|1248.0|0|1248.0|0|29.0|0|0.0|100
0|2021-11-24|1249.0|0|1249.0|0|29.0|0|0.0|100
0|2021-11-25|1249.0|0|1249.0|0|29.0|0|0.0|100
0|2021-11-26|1249.0|0|1249.0|0|29.0|0|0.0|100
0|2021-11-27|1249.0|0|1249.0|0|29.0|0|0.0|100
0|2021-11-28|1249.0|0|1249.0|0|29.0|0|0.0|100
0|2021-11-29|1255.0|0|1255.0|0|29.0|0|0.0|100
0|2021-11-30|1260.0|0|1260.0|0|29.0|0|0.0|100
0|2021-12-01|1260.0|0|1260.0|0|29.0|0|0.0|100
0|2021-12-02|1260.0|0|1264.0|0|29.0|0|0.0|100
0|2021-12-03|1265.0|0|1265.0|0|30.0|0|0.0|100
0|2021-12-04|1265.0|0|1265.0|0|30.0|0|0.0|100
0|2021-12-05|1265.0|0|1265.0|0|30.0|0|0.0|100
0|2021-12-06|1266.0|0|1266.0|0|30.0|0|0.0|100
0|2021-12-07|1271.0|0|1271.0|0|30.0|0|0.0|100
0|2021-12-08|1273.0|0|1273.0|0|30.0|0|0.0|100
0|2021-12-09|1275.0|0|1275.0|0|30.0|0|0.0|100
0|2021-12-10|1275.0|0|1275.0|0|30.0|0|0.0|100
0|2021-12-11|1275.0|0|1275.0|0|30.0|0|0.0|100
0|2021-12-12|1275.0|0|1275.0|0|30.0|0|0.0|100
0|2021-12-13|1275.0|0|1275.0|0|30.0|0|0.0|100
0|2021-12-14|1275.0|0|1278.0|0|30.0|0|0.0|100
0|2021-12-15|1281.0|0|1281.0|0|31.0|0|0.0|100
0|2021-12-16|1281.0|0|1281.0|0|31.0|0|0.0|100
0|2021-12-17|1283.0|0|1283.0|0|31.0|0|0.0|100
0|2021-12-18|1283.0|0|1283.0|0|31.0|0|0.0|100
0|2021-12-19|1283.0|0|1283.0|0|31.0|0|0.0|100
0|2021-12-20|1283.0|0|1283.0|0|31.0|0|0.0|100
0|2021-12-21|1285.0|0|1285.0|0|32.0|0|0.0|100
0|2021-12-22|1286.0|0|1286.0|0|32.0|0|0.0|100
0|2021-12-23|1286.0|0|1286.0|0|32.0|0|0.0|100
0|2021-12-24|1286.0|0|1286.0|0|32.0|0|0.0|100
0|2021-12-25|1286.0|0|1286.0|0|32.0|0|0.0|100
0|2021-12-26|1286.0|0|1286.0|0|32.0|0|0.0|100
0|2021-12-27|1294.0|0|1294.0|0|32.0|0|0.0|100
0|2021-12-28|1300.0|0|1300.0|0|32.0|0|0.0|100
0|2021-12-29|1306.0|0|1306.0|0|32.0|0|0.0|100
0|2021-12-30|1313.0|0|1313.0|0|32.0|0|0.0|100
0|2021-12-31|1313.0|0|1313.0|0|32.0|0|0.0|100
0|2022-01-01|1313.0|0|1313.0|0|32.0|0|0.0|100
0|2022-01-02|1313.0|0|1313.0|0|32.0|0|0.0|100
0|2022-01-03|1350.0|0|1350.0|0|32.0|0|0.0|100
0|2022-01-04|1363.0|0|1363.0|0|32.0|0|0.0|100
0|2022-01-05|1383.0|0|1383.0|0|33.0|0|0.0|100
0|2022-01-06|1391.0|0|1391.0|0|33.0|0|0.0|100
0|2022-01-07|1400.0|0|1400.0|0|33.0|0|0.0|100
0|2022-01-08|1400.0|0|1400.0|0|33.0|0|0.0|100
0|2022-01-09|1400.0|0|1400.0|0|33.0|0|0.0|100
0|2022-01-10|1400.0|0|1413.0|0|33.0|0|0.0|100
0|2022-01-11|1457.0|0|1457.0|0|34.0|0|0.0|100
0|2022-01-12|1457.0|0|1465.0|0|34.0|0|0.0|100
0|2022-01-13|1457.0|0|1497.0|0|34.0|0|0.0|100
0|2022-01-14|1512.0|0|1512.0|0|34.0|0|0.0|100
0|2022-01-15|1512.0|0|1512.0|0|34.0|0|0.0|100
0|2022-01-16|1512.0|0|1512.0|0|34.0|0|0.0|100
0|2022-01-17|1512.0|0|0.0|100|34.0|0|0.0|100
