|dates|Thurston_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Thurston_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Thurston_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Thurston_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Thurston_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1105.0|0|1105.0|0|11.0|0|0.0|100
0|2021-11-20|1105.0|0|1105.0|0|11.0|0|0.0|100
0|2021-11-21|1105.0|0|1105.0|0|11.0|0|0.0|100
0|2021-11-22|1107.0|0|1107.0|0|11.0|0|0.0|100
0|2021-11-23|1112.0|0|1112.0|0|11.0|0|0.0|100
0|2021-11-24|1118.0|0|1118.0|0|11.0|0|0.0|100
0|2021-11-25|1118.0|0|1118.0|0|11.0|0|0.0|100
0|2021-11-26|1118.0|0|1118.0|0|11.0|0|0.0|100
0|2021-11-27|1118.0|0|1118.0|0|11.0|0|0.0|100
0|2021-11-28|1118.0|0|1118.0|0|11.0|0|0.0|100
0|2021-11-29|1120.0|0|1120.0|0|11.0|0|0.0|100
0|2021-11-30|1121.0|0|1121.0|0|11.0|0|0.0|100
0|2021-12-01|1122.0|0|1122.0|0|11.0|0|0.0|100
0|2021-12-02|1123.0|0|1123.0|0|11.0|0|0.0|100
0|2021-12-03|1125.0|0|1125.0|0|11.0|0|0.0|100
0|2021-12-04|1125.0|0|1125.0|0|11.0|0|0.0|100
0|2021-12-05|1125.0|0|1125.0|0|11.0|0|0.0|100
0|2021-12-06|1129.0|0|1129.0|0|11.0|0|0.0|100
0|2021-12-07|1129.0|0|1129.0|0|11.0|0|0.0|100
0|2021-12-08|1130.0|0|1130.0|0|11.0|0|0.0|100
0|2021-12-09|1131.0|0|1131.0|0|11.0|0|0.0|100
0|2021-12-10|1133.0|0|1133.0|0|11.0|0|0.0|100
0|2021-12-11|1133.0|0|1133.0|0|11.0|0|0.0|100
0|2021-12-12|1133.0|0|1133.0|0|11.0|0|0.0|100
0|2021-12-13|1135.0|0|1135.0|0|11.0|0|0.0|100
0|2021-12-14|1135.0|0|1138.0|0|11.0|0|0.0|100
0|2021-12-15|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2021-12-16|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2021-12-17|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2021-12-18|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2021-12-19|1139.0|0|1139.0|0|11.0|0|0.0|100
0|2021-12-20|1141.0|0|1141.0|0|11.0|0|0.0|100
0|2021-12-21|1145.0|0|1145.0|0|11.0|0|0.0|100
0|2021-12-22|1151.0|0|1151.0|0|11.0|0|0.0|100
0|2021-12-23|1155.0|0|1155.0|0|11.0|0|0.0|100
0|2021-12-24|1155.0|0|1155.0|0|11.0|0|0.0|100
0|2021-12-25|1155.0|0|1155.0|0|11.0|0|0.0|100
0|2021-12-26|1155.0|0|1155.0|0|11.0|0|0.0|100
0|2021-12-27|1155.0|0|1155.0|0|11.0|0|0.0|100
0|2021-12-28|1159.0|0|1159.0|0|11.0|0|0.0|100
0|2021-12-29|1161.0|0|1161.0|0|11.0|0|0.0|100
0|2021-12-30|1166.0|0|1166.0|0|11.0|0|0.0|100
0|2021-12-31|1166.0|0|1166.0|0|11.0|0|0.0|100
0|2022-01-01|1166.0|0|1166.0|0|11.0|0|0.0|100
0|2022-01-02|1166.0|0|1166.0|0|11.0|0|0.0|100
0|2022-01-03|1172.0|0|1172.0|0|11.0|0|0.0|100
0|2022-01-04|1174.0|0|1174.0|0|11.0|0|0.0|100
0|2022-01-05|1177.0|0|1177.0|0|11.0|0|0.0|100
0|2022-01-06|1177.0|0|1177.0|0|11.0|0|0.0|100
0|2022-01-07|1188.0|0|1188.0|0|11.0|0|0.0|100
0|2022-01-08|1188.0|0|1188.0|0|11.0|0|0.0|100
0|2022-01-09|1188.0|0|1188.0|0|11.0|0|0.0|100
0|2022-01-10|1201.0|0|1201.0|0|11.0|0|0.0|100
0|2022-01-11|1205.0|0|1205.0|0|11.0|0|0.0|100
0|2022-01-12|1213.0|0|1213.0|0|11.0|0|0.0|100
0|2022-01-13|1213.0|0|1238.0|0|11.0|0|0.0|100
0|2022-01-14|1290.0|0|1290.0|0|11.0|0|0.0|100
0|2022-01-15|1290.0|0|1290.0|0|11.0|0|0.0|100
0|2022-01-16|1290.0|0|1290.0|0|11.0|0|0.0|100
0|2022-01-17|1321.0|0|0.0|100|11.0|0|0.0|100
