|dates|Unassigned_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|71911.0|0|71911.0|0|5.0|0|0.0|100
0|2021-12-17|72618.0|0|72618.0|0|5.0|0|0.0|100
0|2021-12-18|72618.0|0|72618.0|0|5.0|0|0.0|100
0|2021-12-19|72618.0|0|72618.0|0|5.0|0|0.0|100
0|2021-12-20|73108.0|0|73108.0|0|5.0|0|0.0|100
0|2021-12-21|74008.0|0|74008.0|0|5.0|0|0.0|100
0|2021-12-22|74794.0|0|74794.0|0|5.0|0|0.0|100
0|2021-12-23|75547.0|0|75547.0|0|5.0|0|0.0|100
0|2021-12-24|76502.0|0|76502.0|0|5.0|0|0.0|100
0|2021-12-25|76502.0|0|76502.0|0|5.0|0|0.0|100
0|2021-12-26|76502.0|0|76502.0|0|5.0|0|0.0|100
0|2021-12-27|77370.0|0|77370.0|0|5.0|0|0.0|100
0|2021-12-28|78510.0|0|78510.0|0|5.0|0|0.0|100
0|2021-12-29|79571.0|0|79571.0|0|5.0|0|0.0|100
0|2021-12-30|80586.0|0|80586.0|0|5.0|0|0.0|100
0|2021-12-31|81953.0|0|81953.0|0|5.0|0|0.0|100
0|2022-01-01|81953.0|0|81953.0|0|5.0|0|0.0|100
0|2022-01-02|81953.0|0|81953.0|0|5.0|0|0.0|100
0|2022-01-03|84072.0|0|84072.0|0|5.0|0|0.0|100
0|2022-01-04|86301.0|0|86301.0|0|5.0|0|0.0|100
0|2022-01-05|89566.0|0|89566.0|0|5.0|0|0.0|100
0|2022-01-06|92464.0|0|92464.0|0|6.0|0|0.0|100
0|2022-01-07|95528.0|0|95528.0|0|6.0|0|0.0|100
0|2022-01-08|95528.0|0|95528.0|0|6.0|0|0.0|100
0|2022-01-09|95528.0|0|95528.0|0|6.0|0|0.0|100
0|2022-01-10|99432.0|0|99432.0|0|6.0|0|0.0|100
0|2022-01-11|102629.0|0|102629.0|0|7.0|0|0.0|100
0|2022-01-12|104783.0|0|104783.0|0|7.0|0|0.0|100
0|2022-01-13|104783.0|0|107861.0|0|7.0|0|0.0|100
0|2022-01-14|109629.0|0|109629.0|0|7.0|0|0.0|100
0|2022-01-15|109629.0|0|109629.0|0|7.0|0|0.0|100
0|2022-01-16|109629.0|0|109629.0|0|7.0|0|0.0|100
0|2022-01-17|109629.0|0|0.0|100|7.0|0|0.0|100
