|dates|Broadwater_Montana_UnitedStates.JHU_ConfirmedCases.data|Broadwater_Montana_UnitedStates.JHU_ConfirmedCases.missing|Broadwater_Montana_UnitedStates.NYT_ConfirmedCases.data|Broadwater_Montana_UnitedStates.NYT_ConfirmedCases.missing|Broadwater_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Broadwater_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Broadwater_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Broadwater_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|789.0|0|789.0|0|16.0|0|0.0|100
0|2021-10-18|798.0|0|798.0|0|16.0|0|0.0|100
0|2021-10-19|803.0|0|803.0|0|16.0|0|0.0|100
0|2021-10-20|811.0|0|811.0|0|16.0|0|0.0|100
0|2021-10-21|816.0|0|816.0|0|16.0|0|0.0|100
0|2021-10-22|820.0|0|820.0|0|16.0|0|0.0|100
0|2021-10-23|820.0|0|820.0|0|16.0|0|0.0|100
0|2021-10-24|820.0|0|820.0|0|16.0|0|0.0|100
0|2021-10-25|823.0|0|823.0|0|17.0|0|0.0|100
0|2021-10-26|826.0|0|826.0|0|17.0|0|0.0|100
0|2021-10-27|829.0|0|829.0|0|17.0|0|0.0|100
0|2021-10-28|836.0|0|836.0|0|17.0|0|0.0|100
0|2021-10-29|839.0|0|839.0|0|17.0|0|0.0|100
0|2021-10-30|839.0|0|839.0|0|17.0|0|0.0|100
0|2021-10-31|839.0|0|839.0|0|17.0|0|0.0|100
0|2021-11-01|842.0|0|842.0|0|17.0|0|0.0|100
0|2021-11-02|858.0|0|858.0|0|17.0|0|0.0|100
0|2021-11-03|860.0|0|860.0|0|17.0|0|0.0|100
0|2021-11-04|868.0|0|868.0|0|17.0|0|0.0|100
0|2021-11-05|871.0|0|871.0|0|17.0|0|0.0|100
0|2021-11-06|871.0|0|871.0|0|17.0|0|0.0|100
0|2021-11-07|871.0|0|871.0|0|17.0|0|0.0|100
0|2021-11-08|874.0|0|874.0|0|17.0|0|0.0|100
0|2021-11-09|882.0|0|882.0|0|17.0|0|0.0|100
0|2021-11-10|882.0|0|886.0|0|17.0|0|0.0|100
0|2021-11-11|886.0|0|886.0|0|17.0|0|0.0|100
0|2021-11-12|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-13|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-14|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-15|901.0|0|901.0|0|17.0|0|0.0|100
0|2021-11-16|906.0|0|906.0|0|17.0|0|0.0|100
0|2021-11-17|909.0|0|909.0|0|17.0|0|0.0|100
0|2021-11-18|911.0|0|911.0|0|17.0|0|0.0|100
0|2021-11-19|915.0|0|915.0|0|17.0|0|0.0|100
0|2021-11-20|915.0|0|915.0|0|17.0|0|0.0|100
0|2021-11-21|915.0|0|915.0|0|17.0|0|0.0|100
0|2021-11-22|923.0|0|923.0|0|17.0|0|0.0|100
0|2021-11-23|929.0|0|929.0|0|17.0|0|0.0|100
0|2021-11-24|940.0|0|940.0|0|17.0|0|0.0|100
0|2021-11-25|940.0|0|940.0|0|17.0|0|0.0|100
0|2021-11-26|953.0|0|953.0|0|17.0|0|0.0|100
0|2021-11-27|953.0|0|953.0|0|17.0|0|0.0|100
0|2021-11-28|953.0|0|953.0|0|17.0|0|0.0|100
0|2021-11-29|957.0|0|957.0|0|17.0|0|0.0|100
0|2021-11-30|961.0|0|961.0|0|17.0|0|0.0|100
0|2021-12-01|969.0|0|969.0|0|17.0|0|0.0|100
0|2021-12-02|974.0|0|974.0|0|17.0|0|0.0|100
0|2021-12-03|974.0|0|976.0|0|17.0|0|0.0|100
0|2021-12-04|976.0|0|976.0|0|17.0|0|0.0|100
0|2021-12-05|976.0|0|976.0|0|17.0|0|0.0|100
0|2021-12-06|979.0|0|979.0|0|17.0|0|0.0|100
0|2021-12-07|983.0|0|983.0|0|17.0|0|0.0|100
0|2021-12-08|987.0|0|987.0|0|17.0|0|0.0|100
0|2021-12-09|991.0|0|991.0|0|17.0|0|0.0|100
0|2021-12-10|992.0|0|992.0|0|17.0|0|0.0|100
0|2021-12-11|992.0|0|992.0|0|17.0|0|0.0|100
0|2021-12-12|992.0|0|992.0|0|17.0|0|0.0|100
0|2021-12-13|993.0|0|993.0|0|17.0|0|0.0|100
0|2021-12-14|993.0|0|993.0|0|17.0|0|0.0|100
0|2021-12-15|995.0|0|995.0|0|17.0|0|0.0|100
0|2021-12-16|998.0|0|998.0|0|17.0|0|0.0|100
0|2021-12-17|1002.0|0|1002.0|0|17.0|0|0.0|100
0|2021-12-18|1002.0|0|1002.0|0|17.0|0|0.0|100
0|2021-12-19|1002.0|0|1002.0|0|17.0|0|0.0|100
0|2021-12-20|1004.0|0|1004.0|0|17.0|0|0.0|100
0|2021-12-21|1005.0|0|1005.0|0|17.0|0|0.0|100
0|2021-12-22|1005.0|0|1005.0|0|17.0|0|0.0|100
0|2021-12-23|1009.0|0|1009.0|0|17.0|0|0.0|100
0|2021-12-24|1009.0|0|1009.0|0|17.0|0|0.0|100
0|2021-12-25|1009.0|0|1009.0|0|17.0|0|0.0|100
0|2021-12-26|1009.0|0|1009.0|0|17.0|0|0.0|100
0|2021-12-27|1012.0|0|1012.0|0|17.0|0|0.0|100
0|2021-12-28|1012.0|0|1012.0|0|17.0|0|0.0|100
0|2021-12-29|1013.0|0|1013.0|0|17.0|0|0.0|100
0|2021-12-30|1014.0|0|1014.0|0|17.0|0|0.0|100
0|2021-12-31|1014.0|0|1014.0|0|17.0|0|0.0|100
0|2022-01-01|1014.0|0|1014.0|0|17.0|0|0.0|100
0|2022-01-02|1014.0|0|1014.0|0|17.0|0|0.0|100
0|2022-01-03|1017.0|0|1017.0|0|17.0|0|0.0|100
0|2022-01-04|1022.0|0|1022.0|0|17.0|0|0.0|100
0|2022-01-05|1026.0|0|1026.0|0|17.0|0|0.0|100
0|2022-01-06|1027.0|0|1027.0|0|17.0|0|0.0|100
0|2022-01-07|1029.0|0|1029.0|0|17.0|0|0.0|100
0|2022-01-08|1029.0|0|1029.0|0|17.0|0|0.0|100
0|2022-01-09|1029.0|0|1029.0|0|17.0|0|0.0|100
0|2022-01-10|1034.0|0|1034.0|0|17.0|0|0.0|100
0|2022-01-11|1037.0|0|1037.0|0|17.0|0|0.0|100
0|2022-01-12|1044.0|0|1044.0|0|17.0|0|0.0|100
0|2022-01-13|1044.0|0|1047.0|0|17.0|0|0.0|100
0|2022-01-14|1053.0|0|1053.0|0|17.0|0|0.0|100
0|2022-01-15|1053.0|0|1053.0|0|17.0|0|0.0|100
0|2022-01-16|1053.0|0|1053.0|0|17.0|0|0.0|100
0|2022-01-17|1053.0|0|0.0|100|17.0|0|0.0|100
