|dates|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_NewMexico_UnitedStates.NYT_ConfirmedCases.data|SanJuan_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|20008.0|0|20008.0|0|542.0|0|0.0|100
0|2021-10-18|20393.0|0|20393.0|0|544.0|0|0.0|100
0|2021-10-19|20462.0|0|20462.0|0|544.0|0|0.0|100
0|2021-10-20|20563.0|0|20563.0|0|545.0|0|0.0|100
0|2021-10-21|20732.0|0|20732.0|0|546.0|0|0.0|100
0|2021-10-22|20899.0|0|20899.0|0|548.0|0|0.0|100
0|2021-10-23|20899.0|0|20899.0|0|548.0|0|0.0|100
0|2021-10-24|20899.0|0|20899.0|0|548.0|0|0.0|100
0|2021-10-25|21320.0|0|21320.0|0|550.0|0|0.0|100
0|2021-10-26|21409.0|0|21409.0|0|551.0|0|0.0|100
0|2021-10-27|21486.0|0|21486.0|0|552.0|0|0.0|100
0|2021-10-28|21652.0|0|21652.0|0|553.0|0|0.0|100
0|2021-10-29|21823.0|0|21823.0|0|556.0|0|0.0|100
0|2021-10-30|21823.0|0|21823.0|0|556.0|0|0.0|100
0|2021-10-31|21823.0|0|21823.0|0|556.0|0|0.0|100
0|2021-11-01|22230.0|0|22230.0|0|558.0|0|0.0|100
0|2021-11-02|22306.0|0|22306.0|0|560.0|0|0.0|100
0|2021-11-03|22482.0|0|22482.0|0|560.0|0|0.0|100
0|2021-11-04|22768.0|0|22768.0|0|561.0|0|0.0|100
0|2021-11-05|22983.0|0|22983.0|0|562.0|0|0.0|100
0|2021-11-06|22983.0|0|22983.0|0|562.0|0|0.0|100
0|2021-11-07|22983.0|0|22983.0|0|562.0|0|0.0|100
0|2021-11-08|23501.0|0|23501.0|0|565.0|0|0.0|100
0|2021-11-09|23614.0|0|23614.0|0|567.0|0|0.0|100
0|2021-11-10|23614.0|0|23802.0|0|567.0|0|0.0|100
0|2021-11-11|23802.0|0|23802.0|0|569.0|0|0.0|100
0|2021-11-12|24357.0|0|24357.0|0|570.0|0|0.0|100
0|2021-11-13|24357.0|0|24357.0|0|570.0|0|0.0|100
0|2021-11-14|24357.0|0|24357.0|0|570.0|0|0.0|100
0|2021-11-15|24938.0|0|24938.0|0|572.0|0|0.0|100
0|2021-11-16|25019.0|0|25019.0|0|578.0|0|0.0|100
0|2021-11-17|25131.0|0|25131.0|0|581.0|0|0.0|100
0|2021-11-18|25386.0|0|25386.0|0|585.0|0|0.0|100
0|2021-11-19|25643.0|0|25643.0|0|589.0|0|0.0|100
0|2021-11-20|25643.0|0|25643.0|0|589.0|0|0.0|100
0|2021-11-21|25643.0|0|25643.0|0|589.0|0|0.0|100
0|2021-11-22|25954.0|0|25954.0|0|591.0|0|0.0|100
0|2021-11-23|26031.0|0|26031.0|0|591.0|0|0.0|100
0|2021-11-24|26113.0|0|26113.0|0|594.0|0|0.0|100
0|2021-11-25|26113.0|0|26113.0|0|594.0|0|0.0|100
0|2021-11-26|26113.0|0|26113.0|0|594.0|0|0.0|100
0|2021-11-27|26113.0|0|26113.0|0|594.0|0|0.0|100
0|2021-11-28|26113.0|0|26113.0|0|594.0|0|0.0|100
0|2021-11-29|26517.0|0|26517.0|0|597.0|0|0.0|100
0|2021-11-30|26595.0|0|26595.0|0|598.0|0|0.0|100
0|2021-12-01|26753.0|0|26753.0|0|601.0|0|0.0|100
0|2021-12-02|26872.0|0|26872.0|0|602.0|0|0.0|100
0|2021-12-03|26872.0|0|26931.0|0|602.0|0|0.0|100
0|2021-12-04|26990.0|0|26990.0|0|603.0|0|0.0|100
0|2021-12-05|26990.0|0|26990.0|0|603.0|0|0.0|100
0|2021-12-06|27206.0|0|27206.0|0|603.0|0|0.0|100
0|2021-12-07|27266.0|0|27266.0|0|603.0|0|0.0|100
0|2021-12-08|27358.0|0|27358.0|0|607.0|0|0.0|100
0|2021-12-09|27407.0|0|27407.0|0|608.0|0|0.0|100
0|2021-12-10|27491.0|0|27449.0|0|609.0|0|0.0|100
0|2021-12-11|27491.0|0|27491.0|0|609.0|0|0.0|100
0|2021-12-12|27491.0|0|27491.0|0|609.0|0|0.0|100
0|2021-12-13|27652.0|0|27652.0|0|611.0|0|0.0|100
0|2021-12-14|27652.0|0|27679.0|0|611.0|0|0.0|100
0|2021-12-15|27750.0|0|27750.0|0|615.0|0|0.0|100
0|2021-12-16|27750.0|0|27778.0|0|615.0|0|0.0|100
0|2021-12-17|27861.0|0|27805.0|0|630.0|0|0.0|100
0|2021-12-18|27861.0|0|27861.0|0|630.0|0|0.0|100
0|2021-12-19|27861.0|0|27861.0|0|630.0|0|0.0|100
0|2021-12-20|27971.0|0|27971.0|0|630.0|0|0.0|100
0|2021-12-21|27999.0|0|27999.0|0|635.0|0|0.0|100
0|2021-12-22|28086.0|0|28086.0|0|637.0|0|0.0|100
0|2021-12-23|28128.0|0|28128.0|0|641.0|0|0.0|100
0|2021-12-24|28128.0|0|28128.0|0|641.0|0|0.0|100
0|2021-12-25|28128.0|0|28128.0|0|641.0|0|0.0|100
0|2021-12-26|28128.0|0|28128.0|0|641.0|0|0.0|100
0|2021-12-27|28225.0|0|28225.0|0|644.0|0|0.0|100
0|2021-12-28|28276.0|0|28276.0|0|646.0|0|0.0|100
0|2021-12-29|28338.0|0|28338.0|0|649.0|0|0.0|100
0|2021-12-30|28401.0|0|28401.0|0|653.0|0|0.0|100
0|2021-12-31|28401.0|0|28401.0|0|653.0|0|0.0|100
0|2022-01-01|28401.0|0|28401.0|0|653.0|0|0.0|100
0|2022-01-02|28401.0|0|28401.0|0|653.0|0|0.0|100
0|2022-01-03|28697.0|0|28697.0|0|653.0|0|0.0|100
0|2022-01-04|28798.0|0|28798.0|0|656.0|0|0.0|100
0|2022-01-05|28958.0|0|28958.0|0|659.0|0|0.0|100
0|2022-01-06|29146.0|0|29146.0|0|661.0|0|0.0|100
0|2022-01-07|29391.0|0|29391.0|0|661.0|0|0.0|100
0|2022-01-08|29391.0|0|29391.0|0|661.0|0|0.0|100
0|2022-01-09|29391.0|0|29391.0|0|661.0|0|0.0|100
0|2022-01-10|30068.0|0|30068.0|0|665.0|0|0.0|100
0|2022-01-11|30274.0|0|30274.0|0|666.0|0|0.0|100
0|2022-01-12|30648.0|0|30648.0|0|669.0|0|0.0|100
0|2022-01-13|30648.0|0|31062.0|0|669.0|0|0.0|100
0|2022-01-14|31505.0|0|31505.0|0|671.0|0|0.0|100
0|2022-01-15|31505.0|0|31505.0|0|671.0|0|0.0|100
0|2022-01-16|31505.0|0|31505.0|0|671.0|0|0.0|100
0|2022-01-17|31505.0|0|0.0|100|671.0|0|0.0|100
