|dates|Atlantic_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atlantic_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atlantic_NewJersey_UnitedStates.Male_Total_Population.data|Atlantic_NewJersey_UnitedStates.Male_Total_Population.missing|Atlantic_NewJersey_UnitedStates.Female_Total_Population.data|Atlantic_NewJersey_UnitedStates.Female_Total_Population.missing|Atlantic_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Atlantic_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-15|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-16|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-17|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-18|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-19|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-20|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-21|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-22|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-23|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-24|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-25|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-26|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-27|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-28|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-29|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-11-30|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-01|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-02|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-03|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-04|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-05|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-06|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-07|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-08|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-09|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-10|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-11|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-12|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-13|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-14|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-15|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-16|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-17|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-18|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-19|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-20|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-21|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-22|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-23|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-24|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-25|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-26|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-27|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-28|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-29|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-30|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2021-12-31|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-01|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-02|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-03|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-04|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-05|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-06|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-07|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-08|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-09|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-10|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-11|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-12|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-13|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-14|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-15|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-16|47611.0|0|128539.0|0|136890.0|0|56347.0|0
0|2022-01-17|47611.0|0|128539.0|0|136890.0|0|56347.0|0
