|dates|Wakulla_Florida_UnitedStates.JHU_ConfirmedCases.data|Wakulla_Florida_UnitedStates.JHU_ConfirmedCases.missing|Wakulla_Florida_UnitedStates.NYT_ConfirmedCases.data|Wakulla_Florida_UnitedStates.NYT_ConfirmedCases.missing|Wakulla_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Wakulla_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Wakulla_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Wakulla_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|6505.0|0|6491.0|0|56.0|0|0.0|100
0|2021-12-23|6505.0|0|6491.0|0|56.0|0|0.0|100
0|2021-12-24|6505.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-25|6529.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-26|6529.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-27|6529.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-28|6529.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-29|6529.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-30|6529.0|0|6515.0|0|56.0|0|0.0|100
0|2021-12-31|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-01|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-02|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-03|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-04|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-05|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-06|6817.0|0|6803.0|0|56.0|0|0.0|100
0|2022-01-07|7251.0|0|7237.0|0|56.0|0|0.0|100
0|2022-01-08|7251.0|0|7237.0|0|56.0|0|0.0|100
0|2022-01-09|7251.0|0|7237.0|0|56.0|0|0.0|100
0|2022-01-10|7251.0|0|7237.0|0|56.0|0|0.0|100
0|2022-01-11|7251.0|0|7237.0|0|56.0|0|0.0|100
0|2022-01-12|7251.0|0|7237.0|0|106.0|0|0.0|100
0|2022-01-13|7251.0|0|7237.0|0|106.0|0|0.0|100
0|2022-01-14|7251.0|0|7859.0|0|106.0|0|0.0|100
0|2022-01-15|7873.0|0|7859.0|0|106.0|0|0.0|100
0|2022-01-16|7873.0|0|7859.0|0|106.0|0|0.0|100
0|2022-01-17|7873.0|0|0.0|100|106.0|0|0.0|100
