|dates|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Pulaski_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10102.0|0|11114.0|0|169.0|0|0.0|100
0|2021-10-18|10115.0|0|11114.0|0|169.0|0|0.0|100
0|2021-10-19|10129.0|0|11193.0|0|169.0|0|0.0|100
0|2021-10-20|10164.0|0|11216.0|0|169.0|0|0.0|100
0|2021-10-21|10214.0|0|11276.0|0|171.0|0|0.0|100
0|2021-10-22|10254.0|0|11276.0|0|171.0|0|0.0|100
0|2021-10-23|10254.0|0|11299.0|0|171.0|0|0.0|100
0|2021-10-24|10254.0|0|11299.0|0|171.0|0|0.0|100
0|2021-10-25|10323.0|0|11338.0|0|172.0|0|0.0|100
0|2021-10-26|10347.0|0|11377.0|0|172.0|0|0.0|100
0|2021-10-27|10368.0|0|11377.0|0|173.0|0|0.0|100
0|2021-10-28|10377.0|0|11416.0|0|173.0|0|0.0|100
0|2021-10-29|10400.0|0|11416.0|0|173.0|0|0.0|100
0|2021-10-30|10400.0|0|11450.0|0|173.0|0|0.0|100
0|2021-10-31|10400.0|0|11450.0|0|173.0|0|0.0|100
0|2021-11-01|10463.0|0|11476.0|0|175.0|0|0.0|100
0|2021-11-02|10482.0|0|11476.0|0|175.0|0|0.0|100
0|2021-11-03|10497.0|0|11495.0|0|175.0|0|0.0|100
0|2021-11-04|10506.0|0|11515.0|0|175.0|0|0.0|100
0|2021-11-05|10521.0|0|11545.0|0|176.0|0|0.0|100
0|2021-11-06|10521.0|0|11545.0|0|176.0|0|0.0|100
0|2021-11-07|10521.0|0|11545.0|0|176.0|0|0.0|100
0|2021-11-08|10589.0|0|11545.0|0|176.0|0|0.0|100
0|2021-11-09|10643.0|0|11558.0|0|176.0|0|0.0|100
0|2021-11-10|10705.0|0|11590.0|0|177.0|0|0.0|100
0|2021-11-11|10705.0|0|11611.0|0|177.0|0|0.0|100
0|2021-11-12|10797.0|0|11611.0|0|182.0|0|0.0|100
0|2021-11-13|10797.0|0|11660.0|0|182.0|0|0.0|100
0|2021-11-14|10797.0|0|11660.0|0|182.0|0|0.0|100
0|2021-11-15|10859.0|0|11660.0|0|183.0|0|0.0|100
0|2021-11-16|10918.0|0|11679.0|0|184.0|0|0.0|100
0|2021-11-17|10941.0|0|11716.0|0|184.0|0|0.0|100
0|2021-11-18|10976.0|0|11817.0|0|184.0|0|0.0|100
0|2021-11-19|11001.0|0|11817.0|0|187.0|0|0.0|100
0|2021-11-20|11001.0|0|11854.0|0|187.0|0|0.0|100
0|2021-11-21|11001.0|0|11854.0|0|187.0|0|0.0|100
0|2021-11-22|11079.0|0|11854.0|0|188.0|0|0.0|100
0|2021-11-23|11115.0|0|11891.0|0|188.0|0|0.0|100
0|2021-11-24|11169.0|0|11928.0|0|188.0|0|0.0|100
0|2021-11-25|11169.0|0|11948.0|0|188.0|0|0.0|100
0|2021-11-26|11169.0|0|11948.0|0|188.0|0|0.0|100
0|2021-11-27|11169.0|0|11948.0|0|188.0|0|0.0|100
0|2021-11-28|11169.0|0|11948.0|0|188.0|0|0.0|100
0|2021-11-29|11246.0|0|12003.0|0|191.0|0|0.0|100
0|2021-11-30|11266.0|0|12003.0|0|191.0|0|0.0|100
0|2021-12-01|11310.0|0|12036.0|0|193.0|0|0.0|100
0|2021-12-02|11363.0|0|12067.0|0|195.0|0|0.0|100
0|2021-12-03|11400.0|0|12096.0|0|195.0|0|0.0|100
0|2021-12-04|11400.0|0|12118.0|0|195.0|0|0.0|100
0|2021-12-05|11400.0|0|12118.0|0|195.0|0|0.0|100
0|2021-12-06|11447.0|0|12150.0|0|197.0|0|0.0|100
0|2021-12-07|11489.0|0|12176.0|0|200.0|0|0.0|100
0|2021-12-08|11537.0|0|12176.0|0|205.0|0|0.0|100
0|2021-12-09|11582.0|0|12206.0|0|208.0|0|0.0|100
0|2021-12-10|11630.0|0|12242.0|0|209.0|0|0.0|100
0|2021-12-11|11630.0|0|12242.0|0|209.0|0|0.0|100
0|2021-12-12|11630.0|0|12242.0|0|209.0|0|0.0|100
0|2021-12-13|11665.0|0|12242.0|0|209.0|0|0.0|100
0|2021-12-14|11665.0|0|12269.0|0|209.0|0|0.0|100
0|2021-12-15|11722.0|0|12311.0|0|211.0|0|0.0|100
0|2021-12-16|11778.0|0|12311.0|0|212.0|0|0.0|100
0|2021-12-17|11822.0|0|12382.0|0|213.0|0|0.0|100
0|2021-12-18|11822.0|0|12382.0|0|213.0|0|0.0|100
0|2021-12-19|11822.0|0|12382.0|0|213.0|0|0.0|100
0|2021-12-20|11910.0|0|12410.0|0|213.0|0|0.0|100
0|2021-12-21|11955.0|0|12451.0|0|214.0|0|0.0|100
0|2021-12-22|12011.0|0|12451.0|0|214.0|0|0.0|100
0|2021-12-23|12011.0|0|12465.0|0|214.0|0|0.0|100
0|2021-12-24|12011.0|0|12465.0|0|214.0|0|0.0|100
0|2021-12-25|12011.0|0|12465.0|0|214.0|0|0.0|100
0|2021-12-26|12011.0|0|12465.0|0|214.0|0|0.0|100
0|2021-12-27|12107.0|0|12465.0|0|217.0|0|0.0|100
0|2021-12-28|12149.0|0|12537.0|0|220.0|0|0.0|100
0|2021-12-29|12178.0|0|12537.0|0|222.0|0|0.0|100
0|2021-12-30|12178.0|0|12583.0|0|222.0|0|0.0|100
0|2021-12-31|12178.0|0|12583.0|0|222.0|0|0.0|100
0|2022-01-01|12178.0|0|12583.0|0|222.0|0|0.0|100
0|2022-01-02|12178.0|0|12583.0|0|222.0|0|0.0|100
0|2022-01-03|12264.0|0|12653.0|0|222.0|0|0.0|100
0|2022-01-04|12293.0|0|12653.0|0|222.0|0|0.0|100
