|dates|Buchanan_Virginia_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Virginia_UnitedStates.NYT_ConfirmedCases.data|Buchanan_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Buchanan_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2309.0|0|2309.0|0|57.0|0|0.0|100
0|2021-10-18|2326.0|0|2326.0|0|59.0|0|0.0|100
0|2021-10-19|2331.0|0|2331.0|0|59.0|0|0.0|100
0|2021-10-20|2349.0|0|2349.0|0|59.0|0|0.0|100
0|2021-10-21|2355.0|0|2355.0|0|59.0|0|0.0|100
0|2021-10-22|2367.0|0|2367.0|0|59.0|0|0.0|100
0|2021-10-23|2367.0|0|2367.0|0|59.0|0|0.0|100
0|2021-10-24|2367.0|0|2367.0|0|59.0|0|0.0|100
0|2021-10-25|2384.0|0|2384.0|0|59.0|0|0.0|100
0|2021-10-26|2393.0|0|2393.0|0|60.0|0|0.0|100
0|2021-10-27|2403.0|0|2403.0|0|60.0|0|0.0|100
0|2021-10-28|2419.0|0|2419.0|0|60.0|0|0.0|100
0|2021-10-29|2429.0|0|2429.0|0|60.0|0|0.0|100
0|2021-10-30|2429.0|0|2429.0|0|60.0|0|0.0|100
0|2021-10-31|2429.0|0|2429.0|0|60.0|0|0.0|100
0|2021-11-01|2436.0|0|2436.0|0|61.0|0|0.0|100
0|2021-11-02|2458.0|0|2458.0|0|63.0|0|0.0|100
0|2021-11-03|2492.0|0|2492.0|0|64.0|0|0.0|100
0|2021-11-04|2526.0|0|2526.0|0|65.0|0|0.0|100
0|2021-11-05|2540.0|0|2540.0|0|65.0|0|0.0|100
0|2021-11-06|2540.0|0|2540.0|0|65.0|0|0.0|100
0|2021-11-07|2540.0|0|2540.0|0|65.0|0|0.0|100
0|2021-11-08|2577.0|0|2577.0|0|67.0|0|0.0|100
0|2021-11-09|2591.0|0|2591.0|0|69.0|0|0.0|100
0|2021-11-10|2591.0|0|2604.0|0|69.0|0|0.0|100
0|2021-11-11|2612.0|0|2612.0|0|70.0|0|0.0|100
0|2021-11-12|2620.0|0|2620.0|0|70.0|0|0.0|100
0|2021-11-13|2620.0|0|2620.0|0|70.0|0|0.0|100
0|2021-11-14|2620.0|0|2620.0|0|70.0|0|0.0|100
0|2021-11-15|2639.0|0|2639.0|0|71.0|0|0.0|100
0|2021-11-16|2664.0|0|2664.0|0|71.0|0|0.0|100
0|2021-11-17|2679.0|0|2679.0|0|71.0|0|0.0|100
0|2021-11-18|2693.0|0|2693.0|0|71.0|0|0.0|100
0|2021-11-19|2702.0|0|2702.0|0|71.0|0|0.0|100
0|2021-11-20|2702.0|0|2702.0|0|71.0|0|0.0|100
0|2021-11-21|2702.0|0|2702.0|0|71.0|0|0.0|100
0|2021-11-22|2718.0|0|2718.0|0|74.0|0|0.0|100
0|2021-11-23|2749.0|0|2749.0|0|74.0|0|0.0|100
0|2021-11-24|2767.0|0|2767.0|0|75.0|0|0.0|100
0|2021-11-25|2782.0|0|2782.0|0|75.0|0|0.0|100
0|2021-11-26|2784.0|0|2784.0|0|75.0|0|0.0|100
0|2021-11-27|2784.0|0|2784.0|0|75.0|0|0.0|100
0|2021-11-28|2784.0|0|2784.0|0|75.0|0|0.0|100
0|2021-11-29|2807.0|0|2807.0|0|77.0|0|0.0|100
0|2021-11-30|2824.0|0|2824.0|0|79.0|0|0.0|100
0|2021-12-01|2845.0|0|2845.0|0|79.0|0|0.0|100
0|2021-12-02|2860.0|0|2860.0|0|79.0|0|0.0|100
0|2021-12-03|2866.0|0|2866.0|0|79.0|0|0.0|100
0|2021-12-04|2866.0|0|2866.0|0|79.0|0|0.0|100
0|2021-12-05|2866.0|0|2866.0|0|79.0|0|0.0|100
0|2021-12-06|2891.0|0|2891.0|0|81.0|0|0.0|100
0|2021-12-07|2902.0|0|2902.0|0|81.0|0|0.0|100
0|2021-12-08|2903.0|0|2903.0|0|82.0|0|0.0|100
0|2021-12-09|2910.0|0|2910.0|0|82.0|0|0.0|100
0|2021-12-10|2920.0|0|2920.0|0|82.0|0|0.0|100
0|2021-12-11|2920.0|0|2920.0|0|82.0|0|0.0|100
0|2021-12-12|2920.0|0|2920.0|0|82.0|0|0.0|100
0|2021-12-13|2929.0|0|2929.0|0|82.0|0|0.0|100
0|2021-12-14|2929.0|0|2939.0|0|82.0|0|0.0|100
0|2021-12-15|2951.0|0|2951.0|0|83.0|0|0.0|100
0|2021-12-16|2957.0|0|2957.0|0|83.0|0|0.0|100
0|2021-12-17|2969.0|0|2969.0|0|83.0|0|0.0|100
0|2021-12-18|2969.0|0|2969.0|0|83.0|0|0.0|100
0|2021-12-19|2969.0|0|2969.0|0|83.0|0|0.0|100
0|2021-12-20|2986.0|0|2986.0|0|83.0|0|0.0|100
0|2021-12-21|3005.0|0|3005.0|0|84.0|0|0.0|100
0|2021-12-22|3013.0|0|3013.0|0|84.0|0|0.0|100
0|2021-12-23|3032.0|0|3032.0|0|84.0|0|0.0|100
0|2021-12-24|3048.0|0|3048.0|0|84.0|0|0.0|100
0|2021-12-25|3048.0|0|3048.0|0|84.0|0|0.0|100
0|2021-12-26|3048.0|0|3048.0|0|84.0|0|0.0|100
0|2021-12-27|3056.0|0|3056.0|0|85.0|0|0.0|100
0|2021-12-28|3073.0|0|3073.0|0|85.0|0|0.0|100
0|2021-12-29|3085.0|0|3085.0|0|85.0|0|0.0|100
0|2021-12-30|3090.0|0|3090.0|0|86.0|0|0.0|100
0|2021-12-31|3110.0|0|3110.0|0|87.0|0|0.0|100
0|2022-01-01|3110.0|0|3110.0|0|87.0|0|0.0|100
0|2022-01-02|3110.0|0|3110.0|0|87.0|0|0.0|100
0|2022-01-03|3130.0|0|3130.0|0|87.0|0|0.0|100
0|2022-01-04|3139.0|0|3139.0|0|88.0|0|0.0|100
0|2022-01-05|3168.0|0|3168.0|0|88.0|0|0.0|100
0|2022-01-06|3183.0|0|3183.0|0|89.0|0|0.0|100
0|2022-01-07|3208.0|0|3208.0|0|89.0|0|0.0|100
