|dates|Buchanan_Virginia_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Virginia_UnitedStates.NYT_ConfirmedCases.data|Buchanan_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Buchanan_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|3208.0|0|3208.0|0|89.0|0|0.0|100
0|2022-01-09|3208.0|0|3208.0|0|89.0|0|0.0|100
0|2022-01-10|3290.0|0|3290.0|0|89.0|0|0.0|100
0|2022-01-11|3354.0|0|3354.0|0|89.0|0|0.0|100
0|2022-01-12|3385.0|0|3385.0|0|89.0|0|0.0|100
0|2022-01-13|3385.0|0|3433.0|0|89.0|0|0.0|100
0|2022-01-14|3450.0|0|3450.0|0|90.0|0|0.0|100
0|2022-01-15|3450.0|0|3450.0|0|90.0|0|0.0|100
0|2022-01-16|3450.0|0|3450.0|0|90.0|0|0.0|100
0|2022-01-17|3629.0|0|0.0|100|90.0|0|0.0|100
