|dates|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Caldwell_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|2342.0|0|2342.0|0|42.0|0|0.0|100
0|2021-12-24|2342.0|0|2342.0|0|42.0|0|0.0|100
0|2021-12-25|2342.0|0|2342.0|0|42.0|0|0.0|100
0|2021-12-26|2342.0|0|2342.0|0|42.0|0|0.0|100
0|2021-12-27|2347.0|0|2347.0|0|42.0|0|0.0|100
0|2021-12-28|2352.0|0|2352.0|0|42.0|0|0.0|100
0|2021-12-29|2359.0|0|2359.0|0|42.0|0|0.0|100
0|2021-12-30|2360.0|0|2360.0|0|42.0|0|0.0|100
0|2021-12-31|2360.0|0|2360.0|0|42.0|0|0.0|100
0|2022-01-01|2360.0|0|2360.0|0|42.0|0|0.0|100
0|2022-01-02|2360.0|0|2360.0|0|42.0|0|0.0|100
0|2022-01-03|2391.0|0|2391.0|0|42.0|0|0.0|100
0|2022-01-04|2405.0|0|2405.0|0|42.0|0|0.0|100
0|2022-01-05|2413.0|0|2413.0|0|42.0|0|0.0|100
0|2022-01-06|2436.0|0|2436.0|0|42.0|0|0.0|100
0|2022-01-07|2454.0|0|2454.0|0|43.0|0|0.0|100
0|2022-01-08|2454.0|0|2454.0|0|43.0|0|0.0|100
0|2022-01-09|2454.0|0|2454.0|0|43.0|0|0.0|100
0|2022-01-10|2475.0|0|2475.0|0|43.0|0|0.0|100
0|2022-01-11|2490.0|0|2490.0|0|43.0|0|0.0|100
0|2022-01-12|2490.0|0|2490.0|0|43.0|0|0.0|100
0|2022-01-13|2490.0|0|2490.0|0|43.0|0|0.0|100
0|2022-01-14|2525.0|0|2525.0|0|43.0|0|0.0|100
0|2022-01-15|2525.0|0|2525.0|0|43.0|0|0.0|100
0|2022-01-16|2525.0|0|2525.0|0|43.0|0|0.0|100
0|2022-01-17|2525.0|0|0.0|100|43.0|0|0.0|100
