|dates|Custer_Idaho_UnitedStates.BLS_EmployedPopulation.data|Custer_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Custer_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Custer_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Custer_Idaho_UnitedStates.BLS_UnemploymentRate.data|Custer_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Custer_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Custer_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-19|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-20|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-21|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-22|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-23|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-24|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-25|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-26|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-27|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-28|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-29|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-11-30|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-01|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-02|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-03|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-04|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-05|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-06|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-07|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-08|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-09|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-10|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-11|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-12|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-13|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-14|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-15|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-16|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-17|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-18|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-19|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-20|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-21|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-22|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-23|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-24|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-25|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-26|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-27|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-28|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-29|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-30|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2021-12-31|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-01|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-02|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-03|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-04|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-05|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-06|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-07|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-08|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-09|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-10|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-11|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-12|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-13|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-14|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-15|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-16|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
0|2022-01-17|2215.0|0|82.0|0|3.569873748367436|0|2297.0|0
