|dates|Daviess_Missouri_UnitedStates.JHU_ConfirmedCases.data|Daviess_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Daviess_Missouri_UnitedStates.NYT_ConfirmedCases.data|Daviess_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Daviess_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Daviess_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Daviess_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Daviess_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|1128.0|0|1128.0|0|14.0|0|0.0|100
0|2021-12-01|1141.0|0|1141.0|0|14.0|0|0.0|100
0|2021-12-02|1141.0|0|1146.0|0|14.0|0|0.0|100
0|2021-12-03|1146.0|0|1146.0|0|17.0|0|0.0|100
0|2021-12-04|1161.0|0|1161.0|0|17.0|0|0.0|100
0|2021-12-05|1166.0|0|1166.0|0|17.0|0|0.0|100
0|2021-12-06|1171.0|0|1171.0|0|17.0|0|0.0|100
0|2021-12-07|1173.0|0|1173.0|0|17.0|0|0.0|100
0|2021-12-08|1188.0|0|1188.0|0|17.0|0|0.0|100
0|2021-12-09|1193.0|0|1193.0|0|17.0|0|0.0|100
0|2021-12-10|1202.0|0|1202.0|0|17.0|0|0.0|100
0|2021-12-11|1205.0|0|1205.0|0|17.0|0|0.0|100
0|2021-12-12|1209.0|0|1209.0|0|17.0|0|0.0|100
0|2021-12-13|1209.0|0|1209.0|0|17.0|0|0.0|100
0|2021-12-14|1209.0|0|1217.0|0|17.0|0|0.0|100
0|2021-12-15|1227.0|0|1227.0|0|17.0|0|0.0|100
0|2021-12-16|1240.0|0|1240.0|0|17.0|0|0.0|100
0|2021-12-17|1246.0|0|1246.0|0|17.0|0|0.0|100
0|2021-12-18|1252.0|0|1252.0|0|17.0|0|0.0|100
0|2021-12-19|1252.0|0|1252.0|0|17.0|0|0.0|100
0|2021-12-20|1252.0|0|1252.0|0|17.0|0|0.0|100
0|2021-12-21|1254.0|0|1254.0|0|17.0|0|0.0|100
0|2021-12-22|1261.0|0|1261.0|0|17.0|0|0.0|100
0|2021-12-23|1269.0|0|1269.0|0|17.0|0|0.0|100
0|2021-12-24|1269.0|0|1269.0|0|17.0|0|0.0|100
0|2021-12-25|1269.0|0|1269.0|0|17.0|0|0.0|100
0|2021-12-26|1269.0|0|1269.0|0|17.0|0|0.0|100
0|2021-12-27|1279.0|0|1279.0|0|17.0|0|0.0|100
0|2021-12-28|1282.0|0|1282.0|0|17.0|0|0.0|100
0|2021-12-29|1295.0|0|1295.0|0|17.0|0|0.0|100
0|2021-12-30|1301.0|0|1301.0|0|17.0|0|0.0|100
0|2021-12-31|1301.0|0|1301.0|0|17.0|0|0.0|100
0|2022-01-01|1301.0|0|1301.0|0|17.0|0|0.0|100
0|2022-01-02|1301.0|0|1301.0|0|17.0|0|0.0|100
0|2022-01-03|1301.0|0|1310.0|0|17.0|0|0.0|100
0|2022-01-04|1319.0|0|1319.0|0|18.0|0|0.0|100
0|2022-01-05|1323.0|0|1323.0|0|18.0|0|0.0|100
0|2022-01-06|1333.0|0|1333.0|0|18.0|0|0.0|100
0|2022-01-07|1339.0|0|1339.0|0|18.0|0|0.0|100
0|2022-01-08|1355.0|0|1355.0|0|18.0|0|0.0|100
0|2022-01-09|1356.0|0|1356.0|0|18.0|0|0.0|100
0|2022-01-10|1358.0|0|1358.0|0|18.0|0|0.0|100
0|2022-01-11|1362.0|0|1362.0|0|21.0|0|0.0|100
0|2022-01-12|1367.0|0|1367.0|0|21.0|0|0.0|100
0|2022-01-13|1367.0|0|1373.0|0|21.0|0|0.0|100
0|2022-01-14|1393.0|0|1393.0|0|21.0|0|0.0|100
0|2022-01-15|1407.0|0|1407.0|0|21.0|0|0.0|100
0|2022-01-16|1407.0|0|1407.0|0|21.0|0|0.0|100
0|2022-01-17|1407.0|0|0.0|100|21.0|0|0.0|100
