|dates|Coffee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Coffee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Coffee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Coffee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|8243.0|0|8360.0|0|248.0|0|0.0|100
0|2022-01-07|8243.0|0|8360.0|0|248.0|0|0.0|100
0|2022-01-08|8243.0|0|8360.0|0|248.0|0|0.0|100
0|2022-01-09|8243.0|0|8360.0|0|248.0|0|0.0|100
0|2022-01-10|8544.0|0|8641.0|0|249.0|0|0.0|100
0|2022-01-11|8643.0|0|8740.0|0|249.0|0|0.0|100
0|2022-01-12|8691.0|0|8788.0|0|249.0|0|0.0|100
0|2022-01-13|8691.0|0|8923.0|0|249.0|0|0.0|100
0|2022-01-14|8882.0|0|8979.0|0|249.0|0|0.0|100
0|2022-01-15|8882.0|0|8979.0|0|249.0|0|0.0|100
0|2022-01-16|8882.0|0|8979.0|0|249.0|0|0.0|100
0|2022-01-17|9055.0|0|0.0|100|249.0|0|0.0|100
