|dates|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wyandotte_Kansas_UnitedStates.NYT_ConfirmedCases.data|Wyandotte_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|28883.0|0|28883.0|0|372.0|0|0.0|100
0|2021-11-28|28883.0|0|28883.0|0|372.0|0|0.0|100
0|2021-11-29|29028.0|0|29028.0|0|372.0|0|0.0|100
0|2021-11-30|29028.0|0|29028.0|0|372.0|0|0.0|100
0|2021-12-01|29147.0|0|29147.0|0|373.0|0|0.0|100
0|2021-12-02|29147.0|0|29160.0|0|373.0|0|0.0|100
0|2021-12-03|29147.0|0|29416.0|0|373.0|0|0.0|100
0|2021-12-04|29416.0|0|29416.0|0|373.0|0|0.0|100
0|2021-12-05|29416.0|0|29416.0|0|373.0|0|0.0|100
0|2021-12-06|29602.0|0|29602.0|0|373.0|0|0.0|100
0|2021-12-07|29602.0|0|29602.0|0|373.0|0|0.0|100
0|2021-12-08|29763.0|0|29763.0|0|373.0|0|0.0|100
0|2021-12-09|29763.0|0|29763.0|0|373.0|0|0.0|100
0|2021-12-10|29979.0|0|29979.0|0|373.0|0|0.0|100
0|2021-12-11|29979.0|0|29979.0|0|373.0|0|0.0|100
0|2021-12-12|29979.0|0|29979.0|0|373.0|0|0.0|100
0|2021-12-13|30177.0|0|30177.0|0|373.0|0|0.0|100
0|2021-12-14|30177.0|0|30177.0|0|373.0|0|0.0|100
0|2021-12-15|30369.0|0|30369.0|0|373.0|0|0.0|100
0|2021-12-16|30369.0|0|30369.0|0|373.0|0|0.0|100
0|2021-12-17|30618.0|0|30618.0|0|373.0|0|0.0|100
0|2021-12-18|30618.0|0|30618.0|0|373.0|0|0.0|100
0|2021-12-19|30618.0|0|30618.0|0|373.0|0|0.0|100
0|2021-12-20|30782.0|0|30782.0|0|373.0|0|0.0|100
0|2021-12-21|30782.0|0|30782.0|0|373.0|0|0.0|100
0|2021-12-22|31031.0|0|31031.0|0|373.0|0|0.0|100
0|2021-12-23|31031.0|0|31031.0|0|373.0|0|0.0|100
0|2021-12-24|31031.0|0|31031.0|0|373.0|0|0.0|100
0|2021-12-25|31031.0|0|31031.0|0|373.0|0|0.0|100
0|2021-12-26|31031.0|0|31031.0|0|373.0|0|0.0|100
0|2021-12-27|31455.0|0|31455.0|0|373.0|0|0.0|100
0|2021-12-28|31455.0|0|31460.0|0|373.0|0|0.0|100
0|2021-12-29|31825.0|0|31825.0|0|373.0|0|0.0|100
0|2021-12-30|31825.0|0|31908.0|0|373.0|0|0.0|100
0|2021-12-31|31825.0|0|31908.0|0|373.0|0|0.0|100
0|2022-01-01|31825.0|0|31908.0|0|373.0|0|0.0|100
0|2022-01-02|31825.0|0|31908.0|0|373.0|0|0.0|100
0|2022-01-03|33067.0|0|33067.0|0|373.0|0|0.0|100
0|2022-01-04|33067.0|0|33147.0|0|373.0|0|0.0|100
0|2022-01-05|33944.0|0|33944.0|0|373.0|0|0.0|100
0|2022-01-06|33944.0|0|34154.0|0|373.0|0|0.0|100
0|2022-01-07|35072.0|0|35072.0|0|402.0|0|0.0|100
0|2022-01-08|35072.0|0|35072.0|0|402.0|0|0.0|100
0|2022-01-09|35072.0|0|35072.0|0|402.0|0|0.0|100
0|2022-01-10|36234.0|0|36234.0|0|406.0|0|0.0|100
0|2022-01-11|36234.0|0|36612.0|0|406.0|0|0.0|100
0|2022-01-12|36234.0|0|37914.0|0|406.0|0|0.0|100
0|2022-01-13|36234.0|0|38342.0|0|406.0|0|0.0|100
0|2022-01-14|39432.0|0|39432.0|0|411.0|0|0.0|100
0|2022-01-15|39432.0|0|39432.0|0|411.0|0|0.0|100
0|2022-01-16|39432.0|0|39432.0|0|411.0|0|0.0|100
0|2022-01-17|39432.0|0|0.0|100|411.0|0|0.0|100
