|dates|Coleman_Texas_UnitedStates.JHU_ConfirmedCases.data|Coleman_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coleman_Texas_UnitedStates.NYT_ConfirmedCases.data|Coleman_Texas_UnitedStates.NYT_ConfirmedCases.missing|Coleman_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coleman_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coleman_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coleman_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1041.0|0|1041.0|0|52.0|0|0.0|100
0|2021-10-18|1041.0|0|1041.0|0|52.0|0|0.0|100
0|2021-10-19|1056.0|0|1056.0|0|52.0|0|0.0|100
0|2021-10-20|1061.0|0|1061.0|0|53.0|0|0.0|100
0|2021-10-21|1068.0|0|1068.0|0|53.0|0|0.0|100
0|2021-10-22|1072.0|0|1072.0|0|53.0|0|0.0|100
0|2021-10-23|1091.0|0|1091.0|0|53.0|0|0.0|100
0|2021-10-24|1091.0|0|1091.0|0|53.0|0|0.0|100
0|2021-10-25|1091.0|0|1091.0|0|53.0|0|0.0|100
0|2021-10-26|1112.0|0|1112.0|0|53.0|0|0.0|100
0|2021-10-27|1119.0|0|1119.0|0|53.0|0|0.0|100
0|2021-10-28|1128.0|0|1128.0|0|53.0|0|0.0|100
0|2021-10-29|1133.0|0|1133.0|0|53.0|0|0.0|100
0|2021-10-30|1143.0|0|1143.0|0|53.0|0|0.0|100
0|2021-10-31|1143.0|0|1143.0|0|53.0|0|0.0|100
0|2021-11-01|1143.0|0|1143.0|0|53.0|0|0.0|100
0|2021-11-02|1160.0|0|1160.0|0|54.0|0|0.0|100
0|2021-11-03|1160.0|0|1160.0|0|54.0|0|0.0|100
0|2021-11-04|1163.0|0|1163.0|0|54.0|0|0.0|100
0|2021-11-05|1164.0|0|1164.0|0|54.0|0|0.0|100
0|2021-11-06|1166.0|0|1166.0|0|54.0|0|0.0|100
0|2021-11-07|1166.0|0|1166.0|0|54.0|0|0.0|100
0|2021-11-08|1166.0|0|1166.0|0|54.0|0|0.0|100
0|2021-11-09|1167.0|0|1167.0|0|54.0|0|0.0|100
0|2021-11-10|1167.0|0|1167.0|0|54.0|0|0.0|100
0|2021-11-11|1168.0|0|1168.0|0|54.0|0|0.0|100
0|2021-11-12|1168.0|0|1168.0|0|54.0|0|0.0|100
0|2021-11-13|1169.0|0|1169.0|0|54.0|0|0.0|100
0|2021-11-14|1169.0|0|1169.0|0|54.0|0|0.0|100
0|2021-11-15|1169.0|0|1169.0|0|54.0|0|0.0|100
0|2021-11-16|1169.0|0|1169.0|0|54.0|0|0.0|100
0|2021-11-17|1169.0|0|1169.0|0|54.0|0|0.0|100
0|2021-11-18|1170.0|0|1170.0|0|54.0|0|0.0|100
0|2021-11-19|1170.0|0|1170.0|0|54.0|0|0.0|100
0|2021-11-20|1173.0|0|1173.0|0|54.0|0|0.0|100
0|2021-11-21|1173.0|0|1173.0|0|54.0|0|0.0|100
0|2021-11-22|1173.0|0|1173.0|0|54.0|0|0.0|100
0|2021-11-23|1175.0|0|1175.0|0|54.0|0|0.0|100
0|2021-11-24|1175.0|0|1175.0|0|54.0|0|0.0|100
0|2021-11-25|1175.0|0|1175.0|0|54.0|0|0.0|100
0|2021-11-26|1175.0|0|1175.0|0|54.0|0|0.0|100
0|2021-11-27|1175.0|0|1175.0|0|54.0|0|0.0|100
0|2021-11-28|1175.0|0|1175.0|0|54.0|0|0.0|100
0|2021-11-29|1182.0|0|1182.0|0|54.0|0|0.0|100
0|2021-11-30|1184.0|0|1184.0|0|54.0|0|0.0|100
0|2021-12-01|1184.0|0|1184.0|0|54.0|0|0.0|100
0|2021-12-02|1187.0|0|1187.0|0|55.0|0|0.0|100
0|2021-12-03|1188.0|0|1188.0|0|55.0|0|0.0|100
0|2021-12-04|1189.0|0|1189.0|0|55.0|0|0.0|100
0|2021-12-05|1189.0|0|1189.0|0|55.0|0|0.0|100
0|2021-12-06|1190.0|0|1190.0|0|55.0|0|0.0|100
0|2021-12-07|1191.0|0|1191.0|0|56.0|0|0.0|100
0|2021-12-08|1195.0|0|1195.0|0|57.0|0|0.0|100
0|2021-12-09|1199.0|0|1199.0|0|57.0|0|0.0|100
0|2021-12-10|1204.0|0|1204.0|0|57.0|0|0.0|100
0|2021-12-11|1204.0|0|1204.0|0|57.0|0|0.0|100
0|2021-12-12|1206.0|0|1206.0|0|57.0|0|0.0|100
0|2021-12-13|1207.0|0|1207.0|0|57.0|0|0.0|100
0|2021-12-14|1207.0|0|1207.0|0|57.0|0|0.0|100
0|2021-12-15|1213.0|0|1213.0|0|57.0|0|0.0|100
0|2021-12-16|1215.0|0|1215.0|0|58.0|0|0.0|100
0|2021-12-17|1219.0|0|1219.0|0|58.0|0|0.0|100
0|2021-12-18|1221.0|0|1221.0|0|58.0|0|0.0|100
0|2021-12-19|1223.0|0|1223.0|0|58.0|0|0.0|100
0|2021-12-20|1223.0|0|1223.0|0|58.0|0|0.0|100
0|2021-12-21|1227.0|0|1227.0|0|58.0|0|0.0|100
0|2021-12-22|1229.0|0|1229.0|0|59.0|0|0.0|100
0|2021-12-23|1229.0|0|1229.0|0|59.0|0|0.0|100
0|2021-12-24|1229.0|0|1229.0|0|59.0|0|0.0|100
0|2021-12-25|1229.0|0|1229.0|0|59.0|0|0.0|100
0|2021-12-26|1229.0|0|1229.0|0|59.0|0|0.0|100
0|2021-12-27|1231.0|0|1231.0|0|59.0|0|0.0|100
0|2021-12-28|1236.0|0|1236.0|0|59.0|0|0.0|100
0|2021-12-29|1240.0|0|1240.0|0|59.0|0|0.0|100
0|2021-12-30|1244.0|0|1244.0|0|59.0|0|0.0|100
0|2021-12-31|1244.0|0|1244.0|0|59.0|0|0.0|100
0|2022-01-01|1244.0|0|1244.0|0|59.0|0|0.0|100
0|2022-01-02|1244.0|0|1244.0|0|59.0|0|0.0|100
0|2022-01-03|1261.0|0|1261.0|0|59.0|0|0.0|100
0|2022-01-04|1264.0|0|1264.0|0|59.0|0|0.0|100
0|2022-01-05|1265.0|0|1265.0|0|59.0|0|0.0|100
0|2022-01-06|1266.0|0|1266.0|0|59.0|0|0.0|100
0|2022-01-07|1266.0|0|1266.0|0|59.0|0|0.0|100
0|2022-01-08|1271.0|0|1271.0|0|59.0|0|0.0|100
0|2022-01-09|1274.0|0|1274.0|0|59.0|0|0.0|100
0|2022-01-10|1304.0|0|1304.0|0|59.0|0|0.0|100
0|2022-01-11|1309.0|0|1309.0|0|59.0|0|0.0|100
0|2022-01-12|1318.0|0|1318.0|0|59.0|0|0.0|100
0|2022-01-13|1318.0|0|1325.0|0|59.0|0|0.0|100
0|2022-01-14|1325.0|0|1411.0|0|59.0|0|0.0|100
0|2022-01-15|1430.0|0|1430.0|0|59.0|0|0.0|100
0|2022-01-16|1446.0|0|1446.0|0|61.0|0|0.0|100
0|2022-01-17|1461.0|0|0.0|100|61.0|0|0.0|100
