|dates|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.data|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Peach_Georgia_UnitedStates.NYT_ConfirmedCases.data|Peach_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|4215.0|0|4209.0|0|115.0|0|0.0|100
0|2021-12-12|4215.0|0|4209.0|0|115.0|0|0.0|100
0|2021-12-13|4218.0|0|4212.0|0|115.0|0|0.0|100
0|2021-12-14|4218.0|0|4213.0|0|115.0|0|0.0|100
0|2021-12-15|4221.0|0|4215.0|0|115.0|0|0.0|100
0|2021-12-16|4225.0|0|4219.0|0|115.0|0|0.0|100
0|2021-12-17|4227.0|0|4221.0|0|115.0|0|0.0|100
0|2021-12-18|4227.0|0|4221.0|0|115.0|0|0.0|100
0|2021-12-19|4227.0|0|4221.0|0|115.0|0|0.0|100
0|2021-12-20|4234.0|0|4227.0|0|115.0|0|0.0|100
0|2021-12-21|4243.0|0|4236.0|0|116.0|0|0.0|100
0|2021-12-22|4252.0|0|4245.0|0|116.0|0|0.0|100
0|2021-12-23|4262.0|0|4255.0|0|116.0|0|0.0|100
0|2021-12-24|4286.0|0|4279.0|0|116.0|0|0.0|100
0|2021-12-25|4286.0|0|4279.0|0|116.0|0|0.0|100
0|2021-12-26|4286.0|0|4279.0|0|116.0|0|0.0|100
0|2021-12-27|4307.0|0|4300.0|0|116.0|0|0.0|100
0|2021-12-28|4343.0|0|4336.0|0|116.0|0|0.0|100
0|2021-12-29|4384.0|0|4377.0|0|115.0|0|0.0|100
0|2021-12-30|4440.0|0|4433.0|0|115.0|0|0.0|100
0|2021-12-31|4501.0|0|4494.0|0|115.0|0|0.0|100
0|2022-01-01|4501.0|0|4494.0|0|115.0|0|0.0|100
0|2022-01-02|4501.0|0|4494.0|0|115.0|0|0.0|100
0|2022-01-03|4501.0|0|4494.0|0|115.0|0|0.0|100
0|2022-01-04|4641.0|0|4634.0|0|115.0|0|0.0|100
0|2022-01-05|4713.0|0|4706.0|0|115.0|0|0.0|100
0|2022-01-06|4713.0|0|4706.0|0|115.0|0|0.0|100
0|2022-01-07|4713.0|0|4706.0|0|115.0|0|0.0|100
0|2022-01-08|4713.0|0|4706.0|0|115.0|0|0.0|100
0|2022-01-09|4713.0|0|4706.0|0|115.0|0|0.0|100
0|2022-01-10|4948.0|0|4941.0|0|115.0|0|0.0|100
0|2022-01-11|5016.0|0|5009.0|0|115.0|0|0.0|100
0|2022-01-12|5059.0|0|5052.0|0|115.0|0|0.0|100
0|2022-01-13|5059.0|0|5109.0|0|115.0|0|0.0|100
0|2022-01-14|5159.0|0|5152.0|0|115.0|0|0.0|100
0|2022-01-15|5159.0|0|5152.0|0|115.0|0|0.0|100
0|2022-01-16|5159.0|0|5152.0|0|115.0|0|0.0|100
0|2022-01-17|5254.0|0|0.0|100|115.0|0|0.0|100
