|dates|Grafton_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grafton_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grafton_NewHampshire_UnitedStates.Male_Total_Population.data|Grafton_NewHampshire_UnitedStates.Male_Total_Population.missing|Grafton_NewHampshire_UnitedStates.Female_Total_Population.data|Grafton_NewHampshire_UnitedStates.Female_Total_Population.missing|Grafton_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Grafton_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-18|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-19|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-20|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-21|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-22|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-23|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-24|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-25|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-26|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-27|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-28|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-29|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-30|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-10-31|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-01|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-02|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-03|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-04|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-05|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-06|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-07|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-08|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-09|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-10|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-11|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-12|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-13|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-14|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-15|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-16|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-17|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-18|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-19|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-20|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-21|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-22|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-23|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-24|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-25|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-26|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-27|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-28|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-29|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-11-30|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-01|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-02|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-03|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-04|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-05|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-06|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-07|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-08|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-09|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-10|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-11|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-12|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-13|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-14|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-15|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-16|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-17|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-18|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-19|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-20|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-21|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-22|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-23|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-24|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-25|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-26|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-27|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-28|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-29|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-30|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2021-12-31|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-01|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-02|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-03|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-04|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-05|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-06|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-07|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-08|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-09|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-10|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-11|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-12|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-13|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-14|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-15|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-16|18566.0|0|44377.0|0|45409.0|0|14522.0|0
0|2022-01-17|18566.0|0|44377.0|0|45409.0|0|14522.0|0
