|dates|McPherson_Nebraska_UnitedStates.BLS_EmployedPopulation.data|McPherson_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|McPherson_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|McPherson_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|McPherson_Nebraska_UnitedStates.BLS_UnemploymentRate.data|McPherson_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|McPherson_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|McPherson_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-18|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-19|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-20|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-21|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-22|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-23|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-24|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-25|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-26|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-27|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-28|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-29|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-30|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-10-31|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-01|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-02|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-03|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-04|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-05|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-06|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-07|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-08|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-09|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-10|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-11|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-12|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-13|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-14|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-15|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-16|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-17|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-18|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-19|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-20|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-21|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-22|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-23|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-24|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-25|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-26|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-27|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-28|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-29|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
0|2021-11-30|424.0|0|7.0|0|1.6241299303944317|0|431.0|0
