|dates|Washington_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Washington_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Washington_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Washington_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|24367.0|0|24367.0|0|232.0|0|0.0|100
0|2021-11-19|24534.0|0|24534.0|0|232.0|0|0.0|100
0|2021-11-20|24534.0|0|24534.0|0|232.0|0|0.0|100
0|2021-11-21|24534.0|0|24534.0|0|232.0|0|0.0|100
0|2021-11-22|24717.0|0|24717.0|0|232.0|0|0.0|100
0|2021-11-23|24841.0|0|24841.0|0|232.0|0|0.0|100
0|2021-11-24|24996.0|0|24996.0|0|232.0|0|0.0|100
0|2021-11-25|25101.0|0|25101.0|0|232.0|0|0.0|100
0|2021-11-26|25101.0|0|25101.0|0|232.0|0|0.0|100
0|2021-11-27|25101.0|0|25101.0|0|232.0|0|0.0|100
0|2021-11-28|25101.0|0|25101.0|0|232.0|0|0.0|100
0|2021-11-29|25280.0|0|25280.0|0|232.0|0|0.0|100
0|2021-11-30|25421.0|0|25421.0|0|232.0|0|0.0|100
0|2021-12-01|25610.0|0|25610.0|0|233.0|0|0.0|100
0|2021-12-02|25713.0|0|25713.0|0|233.0|0|0.0|100
0|2021-12-03|25803.0|0|25803.0|0|234.0|0|0.0|100
0|2021-12-04|25803.0|0|25803.0|0|234.0|0|0.0|100
0|2021-12-05|25803.0|0|25803.0|0|234.0|0|0.0|100
0|2021-12-06|25803.0|0|25803.0|0|234.0|0|0.0|100
0|2021-12-07|25803.0|0|25803.0|0|234.0|0|0.0|100
0|2021-12-08|26206.0|0|26206.0|0|237.0|0|0.0|100
0|2021-12-09|26328.0|0|26328.0|0|237.0|0|0.0|100
0|2021-12-10|26463.0|0|26463.0|0|242.0|0|0.0|100
0|2021-12-11|26463.0|0|26463.0|0|242.0|0|0.0|100
0|2021-12-12|26463.0|0|26463.0|0|242.0|0|0.0|100
0|2021-12-13|26713.0|0|26713.0|0|242.0|0|0.0|100
0|2021-12-14|26713.0|0|26826.0|0|242.0|0|0.0|100
0|2021-12-15|26952.0|0|26952.0|0|247.0|0|0.0|100
0|2021-12-16|27053.0|0|27053.0|0|248.0|0|0.0|100
0|2021-12-17|27143.0|0|27143.0|0|249.0|0|0.0|100
0|2021-12-18|27143.0|0|27143.0|0|249.0|0|0.0|100
0|2021-12-19|27143.0|0|27143.0|0|249.0|0|0.0|100
0|2021-12-20|27348.0|0|27348.0|0|252.0|0|0.0|100
0|2021-12-21|27458.0|0|27458.0|0|255.0|0|0.0|100
0|2021-12-22|27549.0|0|27549.0|0|255.0|0|0.0|100
0|2021-12-23|27707.0|0|27707.0|0|257.0|0|0.0|100
0|2021-12-24|27838.0|0|27838.0|0|257.0|0|0.0|100
0|2021-12-25|27838.0|0|27838.0|0|257.0|0|0.0|100
0|2021-12-26|27838.0|0|27838.0|0|257.0|0|0.0|100
0|2021-12-27|28026.0|0|28026.0|0|257.0|0|0.0|100
0|2021-12-28|28141.0|0|28141.0|0|257.0|0|0.0|100
0|2021-12-29|28374.0|0|28374.0|0|257.0|0|0.0|100
0|2021-12-30|28556.0|0|28556.0|0|257.0|0|0.0|100
0|2021-12-31|28556.0|0|28723.0|0|257.0|0|0.0|100
0|2022-01-01|28723.0|0|28723.0|0|257.0|0|0.0|100
0|2022-01-02|28723.0|0|28723.0|0|257.0|0|0.0|100
0|2022-01-03|29018.0|0|29018.0|0|257.0|0|0.0|100
0|2022-01-04|29018.0|0|29306.0|0|257.0|0|0.0|100
0|2022-01-05|29649.0|0|29649.0|0|258.0|0|0.0|100
0|2022-01-06|30063.0|0|30063.0|0|258.0|0|0.0|100
0|2022-01-07|30244.0|0|30244.0|0|258.0|0|0.0|100
0|2022-01-08|30244.0|0|30244.0|0|258.0|0|0.0|100
0|2022-01-09|30244.0|0|30244.0|0|258.0|0|0.0|100
0|2022-01-10|30672.0|0|30672.0|0|259.0|0|0.0|100
0|2022-01-11|30868.0|0|30868.0|0|259.0|0|0.0|100
0|2022-01-12|31160.0|0|31160.0|0|259.0|0|0.0|100
0|2022-01-13|31160.0|0|31329.0|0|259.0|0|0.0|100
0|2022-01-14|32205.0|0|32205.0|0|263.0|0|0.0|100
0|2022-01-15|32205.0|0|32205.0|0|263.0|0|0.0|100
0|2022-01-16|32205.0|0|32205.0|0|263.0|0|0.0|100
0|2022-01-17|33034.0|0|0.0|100|263.0|0|0.0|100
