|dates|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedCases.data|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|OutofHI_Hawaii_UnitedStates.NYT_ConfirmedCases.data|OutofHI_Hawaii_UnitedStates.NYT_ConfirmedCases.missing|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2562.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-18|2570.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-19|2586.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-20|2591.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-21|2605.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-22|2621.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-23|2619.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-24|2629.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-25|2641.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-26|2646.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-27|2655.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-28|2664.0|0|0.0|100|5.0|0|0.0|100
0|2021-10-29|2676.0|0|0.0|100|6.0|0|0.0|100
0|2021-10-30|2682.0|0|0.0|100|7.0|0|0.0|100
0|2021-10-31|2709.0|0|0.0|100|8.0|0|0.0|100
0|2021-11-01|2714.0|0|0.0|100|8.0|0|0.0|100
0|2021-11-02|2713.0|0|0.0|100|8.0|0|0.0|100
0|2021-11-03|2728.0|0|0.0|100|8.0|0|0.0|100
0|2021-11-04|2730.0|0|0.0|100|8.0|0|0.0|100
0|2021-11-05|2743.0|0|0.0|100|8.0|0|0.0|100
0|2021-11-06|2752.0|0|0.0|100|9.0|0|0.0|100
0|2021-11-07|2763.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-08|2760.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-09|2764.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-10|2764.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-11|2780.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-12|2792.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-13|2795.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-14|2804.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-15|2806.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-16|2811.0|0|0.0|100|10.0|0|0.0|100
0|2021-11-17|2820.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-18|2830.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-19|2838.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-20|2844.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-21|2855.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-22|2855.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-23|2856.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-24|2867.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-25|2856.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-26|2876.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-27|2879.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-28|2899.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-29|2900.0|0|0.0|100|11.0|0|0.0|100
0|2021-11-30|2904.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-01|2924.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-02|2924.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-03|2937.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-04|2944.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-05|2965.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-06|2972.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-07|2976.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-08|2976.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-09|2979.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-10|2992.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-11|2998.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-12|3004.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-13|3007.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-14|3007.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-15|3018.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-16|3029.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-17|3048.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-18|3057.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-19|3071.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-20|3076.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-21|3091.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-22|3097.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-23|3119.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-24|3139.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-25|3162.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-26|3162.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-27|3190.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-28|3226.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-29|3233.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-30|3292.0|0|0.0|100|11.0|0|0.0|100
0|2021-12-31|3356.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-01|3359.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-02|3420.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-03|3534.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-04|3626.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-05|3682.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-06|3771.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-07|3837.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-08|3893.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-09|3962.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-10|4010.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-11|4028.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-12|4080.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-13|4080.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-14|4192.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-15|4242.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-16|4192.0|0|0.0|100|11.0|0|0.0|100
0|2022-01-17|4327.0|0|0.0|100|11.0|0|0.0|100
