|dates|LacquiParle_Minnesota_UnitedStates.JHU_ConfirmedCases.data|LacquiParle_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|LacquiParle_Minnesota_UnitedStates.NYT_ConfirmedCases.data|LacquiParle_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|LacquiParle_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|LacquiParle_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|LacquiParle_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|LacquiParle_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|950.0|0|950.0|0|24.0|0|0.0|100
0|2021-10-18|957.0|0|957.0|0|24.0|0|0.0|100
0|2021-10-19|975.0|0|975.0|0|24.0|0|0.0|100
0|2021-10-20|979.0|0|979.0|0|24.0|0|0.0|100
0|2021-10-21|983.0|0|983.0|0|24.0|0|0.0|100
0|2021-10-22|985.0|0|985.0|0|24.0|0|0.0|100
0|2021-10-23|985.0|0|985.0|0|24.0|0|0.0|100
0|2021-10-24|985.0|0|985.0|0|24.0|0|0.0|100
0|2021-10-25|996.0|0|996.0|0|24.0|0|0.0|100
0|2021-10-26|1003.0|0|1003.0|0|24.0|0|0.0|100
0|2021-10-27|1004.0|0|1004.0|0|25.0|0|0.0|100
0|2021-10-28|1017.0|0|1017.0|0|25.0|0|0.0|100
0|2021-10-29|1017.0|0|1017.0|0|25.0|0|0.0|100
0|2021-10-30|1017.0|0|1017.0|0|25.0|0|0.0|100
0|2021-10-31|1017.0|0|1017.0|0|25.0|0|0.0|100
0|2021-11-01|1045.0|0|1045.0|0|25.0|0|0.0|100
0|2021-11-02|1055.0|0|1055.0|0|25.0|0|0.0|100
0|2021-11-03|1063.0|0|1063.0|0|25.0|0|0.0|100
0|2021-11-04|1071.0|0|1071.0|0|25.0|0|0.0|100
0|2021-11-05|1083.0|0|1083.0|0|25.0|0|0.0|100
0|2021-11-06|1083.0|0|1083.0|0|25.0|0|0.0|100
0|2021-11-07|1083.0|0|1083.0|0|25.0|0|0.0|100
0|2021-11-08|1093.0|0|1093.0|0|25.0|0|0.0|100
0|2021-11-09|1100.0|0|1100.0|0|25.0|0|0.0|100
0|2021-11-10|1100.0|0|1103.0|0|25.0|0|0.0|100
0|2021-11-11|1109.0|0|1109.0|0|25.0|0|0.0|100
0|2021-11-12|1129.0|0|1129.0|0|25.0|0|0.0|100
0|2021-11-13|1129.0|0|1129.0|0|25.0|0|0.0|100
0|2021-11-14|1129.0|0|1129.0|0|25.0|0|0.0|100
0|2021-11-15|1143.0|0|1143.0|0|25.0|0|0.0|100
0|2021-11-16|1152.0|0|1152.0|0|25.0|0|0.0|100
0|2021-11-17|1158.0|0|1158.0|0|25.0|0|0.0|100
0|2021-11-18|1164.0|0|1164.0|0|25.0|0|0.0|100
0|2021-11-19|1167.0|0|1167.0|0|25.0|0|0.0|100
0|2021-11-20|1167.0|0|1167.0|0|25.0|0|0.0|100
0|2021-11-21|1167.0|0|1167.0|0|25.0|0|0.0|100
0|2021-11-22|1171.0|0|1171.0|0|25.0|0|0.0|100
0|2021-11-23|1184.0|0|1184.0|0|25.0|0|0.0|100
0|2021-11-24|1194.0|0|1194.0|0|25.0|0|0.0|100
0|2021-11-25|1194.0|0|1194.0|0|25.0|0|0.0|100
0|2021-11-26|1200.0|0|1200.0|0|25.0|0|0.0|100
0|2021-11-27|1200.0|0|1200.0|0|25.0|0|0.0|100
0|2021-11-28|1200.0|0|1200.0|0|25.0|0|0.0|100
0|2021-11-29|1208.0|0|1208.0|0|25.0|0|0.0|100
0|2021-11-30|1221.0|0|1221.0|0|25.0|0|0.0|100
0|2021-12-01|1230.0|0|1230.0|0|25.0|0|0.0|100
0|2021-12-02|1230.0|0|1235.0|0|25.0|0|0.0|100
0|2021-12-03|1244.0|0|1244.0|0|25.0|0|0.0|100
0|2021-12-04|1244.0|0|1244.0|0|25.0|0|0.0|100
0|2021-12-05|1244.0|0|1244.0|0|25.0|0|0.0|100
0|2021-12-06|1245.0|0|1245.0|0|25.0|0|0.0|100
0|2021-12-07|1253.0|0|1253.0|0|26.0|0|0.0|100
0|2021-12-08|1260.0|0|1260.0|0|26.0|0|0.0|100
0|2021-12-09|1263.0|0|1263.0|0|26.0|0|0.0|100
0|2021-12-10|1266.0|0|1266.0|0|26.0|0|0.0|100
0|2021-12-11|1266.0|0|1266.0|0|26.0|0|0.0|100
0|2021-12-12|1266.0|0|1266.0|0|26.0|0|0.0|100
0|2021-12-13|1271.0|0|1271.0|0|26.0|0|0.0|100
0|2021-12-14|1271.0|0|1280.0|0|26.0|0|0.0|100
0|2021-12-15|1285.0|0|1285.0|0|26.0|0|0.0|100
0|2021-12-16|1292.0|0|1292.0|0|26.0|0|0.0|100
0|2021-12-17|1293.0|0|1293.0|0|26.0|0|0.0|100
0|2021-12-18|1293.0|0|1293.0|0|26.0|0|0.0|100
0|2021-12-19|1293.0|0|1293.0|0|26.0|0|0.0|100
0|2021-12-20|1303.0|0|1303.0|0|26.0|0|0.0|100
0|2021-12-21|1307.0|0|1307.0|0|26.0|0|0.0|100
0|2021-12-22|1313.0|0|1313.0|0|26.0|0|0.0|100
0|2021-12-23|1320.0|0|1320.0|0|26.0|0|0.0|100
0|2021-12-24|1320.0|0|1320.0|0|26.0|0|0.0|100
0|2021-12-25|1320.0|0|1320.0|0|26.0|0|0.0|100
0|2021-12-26|1320.0|0|1320.0|0|26.0|0|0.0|100
0|2021-12-27|1326.0|0|1326.0|0|26.0|0|0.0|100
0|2021-12-28|1334.0|0|1334.0|0|26.0|0|0.0|100
0|2021-12-29|1335.0|0|1335.0|0|26.0|0|0.0|100
0|2021-12-30|1341.0|0|1341.0|0|26.0|0|0.0|100
0|2021-12-31|1341.0|0|1341.0|0|26.0|0|0.0|100
0|2022-01-01|1341.0|0|1341.0|0|26.0|0|0.0|100
0|2022-01-02|1341.0|0|1341.0|0|26.0|0|0.0|100
0|2022-01-03|1341.0|0|1341.0|0|26.0|0|0.0|100
0|2022-01-04|1351.0|0|1351.0|0|26.0|0|0.0|100
0|2022-01-05|1354.0|0|1354.0|0|26.0|0|0.0|100
0|2022-01-06|1366.0|0|1366.0|0|26.0|0|0.0|100
0|2022-01-07|1371.0|0|1371.0|0|26.0|0|0.0|100
0|2022-01-08|1371.0|0|1371.0|0|26.0|0|0.0|100
