|dates|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Rockingham_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|33267.0|0|33267.0|0|315.0|0|0.0|100
0|2021-11-14|33267.0|0|33267.0|0|315.0|0|0.0|100
0|2021-11-15|33670.0|0|33670.0|0|318.0|0|0.0|100
0|2021-11-16|33848.0|0|33848.0|0|319.0|0|0.0|100
0|2021-11-17|34051.0|0|34051.0|0|322.0|0|0.0|100
0|2021-11-18|34271.0|0|34271.0|0|325.0|0|0.0|100
0|2021-11-19|34447.0|0|34447.0|0|327.0|0|0.0|100
0|2021-11-20|34447.0|0|34447.0|0|327.0|0|0.0|100
0|2021-11-21|34447.0|0|34447.0|0|327.0|0|0.0|100
0|2021-11-22|35006.0|0|35006.0|0|328.0|0|0.0|100
0|2021-11-23|35131.0|0|35131.0|0|329.0|0|0.0|100
0|2021-11-24|35364.0|0|35364.0|0|330.0|0|0.0|100
0|2021-11-25|35364.0|0|35364.0|0|330.0|0|0.0|100
0|2021-11-26|35364.0|0|35364.0|0|330.0|0|0.0|100
0|2021-11-27|35364.0|0|35364.0|0|330.0|0|0.0|100
0|2021-11-28|35364.0|0|35364.0|0|330.0|0|0.0|100
0|2021-11-29|36227.0|0|36227.0|0|333.0|0|0.0|100
0|2021-11-30|36452.0|0|36452.0|0|337.0|0|0.0|100
0|2021-12-01|36701.0|0|36701.0|0|338.0|0|0.0|100
0|2021-12-02|36975.0|0|36975.0|0|340.0|0|0.0|100
0|2021-12-03|37274.0|0|37274.0|0|343.0|0|0.0|100
0|2021-12-04|37274.0|0|37274.0|0|343.0|0|0.0|100
0|2021-12-05|37274.0|0|37274.0|0|343.0|0|0.0|100
0|2021-12-06|37274.0|0|38006.0|0|343.0|0|0.0|100
0|2021-12-07|38180.0|0|38180.0|0|348.0|0|0.0|100
0|2021-12-08|38479.0|0|38479.0|0|352.0|0|0.0|100
0|2021-12-09|38796.0|0|38796.0|0|354.0|0|0.0|100
0|2021-12-10|39063.0|0|39063.0|0|355.0|0|0.0|100
0|2021-12-11|39063.0|0|39063.0|0|355.0|0|0.0|100
0|2021-12-12|39063.0|0|39063.0|0|355.0|0|0.0|100
0|2021-12-13|39857.0|0|39857.0|0|355.0|0|0.0|100
0|2021-12-14|39857.0|0|40053.0|0|355.0|0|0.0|100
0|2021-12-15|40346.0|0|40346.0|0|363.0|0|0.0|100
0|2021-12-16|40644.0|0|40644.0|0|364.0|0|0.0|100
0|2021-12-17|40943.0|0|40943.0|0|367.0|0|0.0|100
0|2021-12-18|40943.0|0|40943.0|0|367.0|0|0.0|100
0|2021-12-19|40943.0|0|40943.0|0|367.0|0|0.0|100
0|2021-12-20|41714.0|0|41714.0|0|369.0|0|0.0|100
0|2021-12-21|41870.0|0|41870.0|0|374.0|0|0.0|100
0|2021-12-22|42140.0|0|42140.0|0|375.0|0|0.0|100
0|2021-12-23|42461.0|0|42461.0|0|376.0|0|0.0|100
0|2021-12-24|42461.0|0|42461.0|0|376.0|0|0.0|100
0|2021-12-25|42461.0|0|42461.0|0|376.0|0|0.0|100
0|2021-12-26|42461.0|0|42461.0|0|376.0|0|0.0|100
0|2021-12-27|43474.0|0|43474.0|0|389.0|0|0.0|100
0|2021-12-28|43601.0|0|43601.0|0|398.0|0|0.0|100
0|2021-12-29|43969.0|0|43969.0|0|403.0|0|0.0|100
0|2021-12-30|44420.0|0|44420.0|0|405.0|0|0.0|100
0|2021-12-31|44420.0|0|44420.0|0|405.0|0|0.0|100
0|2022-01-01|44420.0|0|44420.0|0|405.0|0|0.0|100
0|2022-01-02|44420.0|0|44420.0|0|405.0|0|0.0|100
0|2022-01-03|45501.0|0|45501.0|0|405.0|0|0.0|100
0|2022-01-04|45767.0|0|45767.0|0|409.0|0|0.0|100
0|2022-01-05|46509.0|0|46509.0|0|416.0|0|0.0|100
0|2022-01-06|47374.0|0|47374.0|0|417.0|0|0.0|100
0|2022-01-07|47922.0|0|47922.0|0|418.0|0|0.0|100
0|2022-01-08|47922.0|0|47922.0|0|418.0|0|0.0|100
0|2022-01-09|47922.0|0|47922.0|0|418.0|0|0.0|100
0|2022-01-10|49743.0|0|49743.0|0|422.0|0|0.0|100
0|2022-01-11|50376.0|0|50376.0|0|422.0|0|0.0|100
0|2022-01-12|51099.0|0|51099.0|0|422.0|0|0.0|100
0|2022-01-13|51099.0|0|52032.0|0|422.0|0|0.0|100
0|2022-01-14|52522.0|0|52522.0|0|433.0|0|0.0|100
0|2022-01-15|52522.0|0|52522.0|0|433.0|0|0.0|100
0|2022-01-16|52522.0|0|52522.0|0|433.0|0|0.0|100
0|2022-01-17|52522.0|0|0.0|100|433.0|0|0.0|100
