|dates|Mason_Washington_UnitedStates.JHU_ConfirmedCases.data|Mason_Washington_UnitedStates.JHU_ConfirmedCases.missing|Mason_Washington_UnitedStates.NYT_ConfirmedCases.data|Mason_Washington_UnitedStates.NYT_ConfirmedCases.missing|Mason_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|7184.0|0|7184.0|0|93.0|0|0.0|100
0|2022-01-04|7206.0|0|7206.0|0|95.0|0|0.0|100
0|2022-01-05|7283.0|0|7283.0|0|95.0|0|0.0|100
0|2022-01-06|7343.0|0|7343.0|0|100.0|0|0.0|100
0|2022-01-07|7479.0|0|7479.0|0|101.0|0|0.0|100
0|2022-01-08|7479.0|0|7479.0|0|101.0|0|0.0|100
0|2022-01-09|7479.0|0|7479.0|0|101.0|0|0.0|100
0|2022-01-10|7841.0|0|7841.0|0|102.0|0|0.0|100
0|2022-01-11|7993.0|0|7993.0|0|102.0|0|0.0|100
0|2022-01-12|8093.0|0|8093.0|0|103.0|0|0.0|100
0|2022-01-13|8093.0|0|8333.0|0|103.0|0|0.0|100
0|2022-01-14|8420.0|0|8420.0|0|104.0|0|0.0|100
0|2022-01-15|8420.0|0|8420.0|0|104.0|0|0.0|100
0|2022-01-16|8420.0|0|8420.0|0|104.0|0|0.0|100
0|2022-01-17|8420.0|0|0.0|100|104.0|0|0.0|100
