|dates|Mason_Washington_UnitedStates.JHU_ConfirmedCases.data|Mason_Washington_UnitedStates.JHU_ConfirmedCases.missing|Mason_Washington_UnitedStates.NYT_ConfirmedCases.data|Mason_Washington_UnitedStates.NYT_ConfirmedCases.missing|Mason_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5512.0|0|5512.0|0|65.0|0|0.0|100
0|2021-10-18|5512.0|0|5512.0|0|65.0|0|0.0|100
0|2021-10-19|5592.0|0|5592.0|0|66.0|0|0.0|100
0|2021-10-20|5610.0|0|5610.0|0|66.0|0|0.0|100
0|2021-10-21|5669.0|0|5669.0|0|66.0|0|0.0|100
0|2021-10-22|5703.0|0|5703.0|0|66.0|0|0.0|100
0|2021-10-23|5703.0|0|5703.0|0|66.0|0|0.0|100
0|2021-10-24|5703.0|0|5703.0|0|66.0|0|0.0|100
0|2021-10-25|5804.0|0|5804.0|0|66.0|0|0.0|100
0|2021-10-26|5811.0|0|5811.0|0|68.0|0|0.0|100
0|2021-10-27|5820.0|0|5820.0|0|69.0|0|0.0|100
0|2021-10-28|5871.0|0|5871.0|0|71.0|0|0.0|100
0|2021-10-29|5891.0|0|5891.0|0|71.0|0|0.0|100
0|2021-10-30|5891.0|0|5891.0|0|71.0|0|0.0|100
0|2021-10-31|5891.0|0|5891.0|0|71.0|0|0.0|100
0|2021-11-01|5955.0|0|5955.0|0|72.0|0|0.0|100
0|2021-11-02|5967.0|0|5967.0|0|72.0|0|0.0|100
0|2021-11-03|5981.0|0|5981.0|0|72.0|0|0.0|100
0|2021-11-04|6007.0|0|6007.0|0|72.0|0|0.0|100
0|2021-11-05|6027.0|0|6027.0|0|73.0|0|0.0|100
0|2021-11-06|6027.0|0|6027.0|0|73.0|0|0.0|100
0|2021-11-07|6027.0|0|6027.0|0|73.0|0|0.0|100
0|2021-11-08|6090.0|0|6090.0|0|73.0|0|0.0|100
0|2021-11-09|6098.0|0|6098.0|0|74.0|0|0.0|100
0|2021-11-10|6098.0|0|6110.0|0|74.0|0|0.0|100
0|2021-11-11|6110.0|0|6110.0|0|74.0|0|0.0|100
0|2021-11-12|6161.0|0|6161.0|0|74.0|0|0.0|100
0|2021-11-13|6161.0|0|6161.0|0|74.0|0|0.0|100
0|2021-11-14|6161.0|0|6161.0|0|74.0|0|0.0|100
0|2021-11-15|6229.0|0|6229.0|0|77.0|0|0.0|100
0|2021-11-16|6233.0|0|6233.0|0|79.0|0|0.0|100
0|2021-11-17|6240.0|0|6240.0|0|80.0|0|0.0|100
0|2021-11-18|6252.0|0|6252.0|0|80.0|0|0.0|100
0|2021-11-19|6291.0|0|6291.0|0|80.0|0|0.0|100
0|2021-11-20|6291.0|0|6291.0|0|80.0|0|0.0|100
0|2021-11-21|6291.0|0|6291.0|0|80.0|0|0.0|100
0|2021-11-22|6358.0|0|6358.0|0|80.0|0|0.0|100
0|2021-11-23|6364.0|0|6364.0|0|80.0|0|0.0|100
0|2021-11-24|6365.0|0|6365.0|0|80.0|0|0.0|100
0|2021-11-25|6365.0|0|6365.0|0|80.0|0|0.0|100
0|2021-11-26|6365.0|0|6365.0|0|80.0|0|0.0|100
0|2021-11-27|6365.0|0|6365.0|0|80.0|0|0.0|100
0|2021-11-28|6365.0|0|6365.0|0|80.0|0|0.0|100
0|2021-11-29|6433.0|0|6433.0|0|81.0|0|0.0|100
0|2021-11-30|6441.0|0|6441.0|0|81.0|0|0.0|100
0|2021-12-01|6441.0|0|6441.0|0|81.0|0|0.0|100
0|2021-12-02|6483.0|0|6483.0|0|82.0|0|0.0|100
0|2021-12-03|6510.0|0|6510.0|0|83.0|0|0.0|100
0|2021-12-04|6510.0|0|6510.0|0|83.0|0|0.0|100
0|2021-12-05|6510.0|0|6510.0|0|83.0|0|0.0|100
0|2021-12-06|6546.0|0|6546.0|0|84.0|0|0.0|100
0|2021-12-07|6571.0|0|6571.0|0|84.0|0|0.0|100
0|2021-12-08|6580.0|0|6580.0|0|84.0|0|0.0|100
0|2021-12-09|6608.0|0|6608.0|0|85.0|0|0.0|100
0|2021-12-10|6619.0|0|6619.0|0|85.0|0|0.0|100
0|2021-12-11|6619.0|0|6619.0|0|85.0|0|0.0|100
0|2021-12-12|6619.0|0|6619.0|0|85.0|0|0.0|100
0|2021-12-13|6656.0|0|6656.0|0|85.0|0|0.0|100
0|2021-12-14|6656.0|0|6663.0|0|85.0|0|0.0|100
0|2021-12-15|6670.0|0|6670.0|0|85.0|0|0.0|100
0|2021-12-16|6748.0|0|6748.0|0|88.0|0|0.0|100
0|2021-12-17|6752.0|0|6752.0|0|88.0|0|0.0|100
0|2021-12-18|6752.0|0|6752.0|0|88.0|0|0.0|100
0|2021-12-19|6752.0|0|6752.0|0|88.0|0|0.0|100
0|2021-12-20|6779.0|0|6779.0|0|89.0|0|0.0|100
0|2021-12-21|6787.0|0|6787.0|0|91.0|0|0.0|100
0|2021-12-22|6800.0|0|6800.0|0|91.0|0|0.0|100
0|2021-12-23|6827.0|0|6827.0|0|93.0|0|0.0|100
0|2021-12-24|6827.0|0|6827.0|0|93.0|0|0.0|100
0|2021-12-25|6827.0|0|6827.0|0|93.0|0|0.0|100
0|2021-12-26|6827.0|0|6827.0|0|93.0|0|0.0|100
0|2021-12-27|6920.0|0|6920.0|0|93.0|0|0.0|100
0|2021-12-28|6922.0|0|6922.0|0|93.0|0|0.0|100
0|2021-12-29|6936.0|0|6936.0|0|93.0|0|0.0|100
0|2021-12-30|6968.0|0|6968.0|0|93.0|0|0.0|100
0|2021-12-31|6968.0|0|6968.0|0|93.0|0|0.0|100
0|2022-01-01|6968.0|0|6968.0|0|93.0|0|0.0|100
0|2022-01-02|6968.0|0|6968.0|0|93.0|0|0.0|100
