|dates|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Hughes_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Hughes_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|1801.0|0|1801.0|0|44.0|0|0.0|100
0|2021-12-14|1801.0|0|1801.0|0|44.0|0|0.0|100
0|2021-12-15|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-16|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-17|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-18|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-19|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-20|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-21|1815.0|0|1815.0|0|44.0|0|0.0|100
0|2021-12-22|1829.0|0|1829.0|0|44.0|0|0.0|100
0|2021-12-23|1829.0|0|1829.0|0|48.0|0|0.0|100
0|2021-12-24|1829.0|0|1829.0|0|48.0|0|0.0|100
0|2021-12-25|1829.0|0|1829.0|0|48.0|0|0.0|100
0|2021-12-26|1829.0|0|1829.0|0|48.0|0|0.0|100
0|2021-12-27|1829.0|0|1829.0|0|48.0|0|0.0|100
0|2021-12-28|1829.0|0|1829.0|0|48.0|0|0.0|100
0|2021-12-29|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2021-12-30|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2021-12-31|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2022-01-01|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2022-01-02|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2022-01-03|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2022-01-04|1836.0|0|1836.0|0|48.0|0|0.0|100
0|2022-01-05|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-06|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-07|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-08|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-09|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-10|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-11|1860.0|0|1860.0|0|48.0|0|0.0|100
0|2022-01-12|1904.0|0|1904.0|0|48.0|0|0.0|100
0|2022-01-13|1904.0|0|1904.0|0|48.0|0|0.0|100
0|2022-01-14|1904.0|0|1904.0|0|48.0|0|0.0|100
0|2022-01-15|1904.0|0|1904.0|0|48.0|0|0.0|100
0|2022-01-16|1904.0|0|1904.0|0|48.0|0|0.0|100
0|2022-01-17|1904.0|0|0.0|100|48.0|0|0.0|100
