|dates|Mitchell_Texas_UnitedStates.JHU_ConfirmedCases.data|Mitchell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Mitchell_Texas_UnitedStates.NYT_ConfirmedCases.data|Mitchell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Mitchell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Mitchell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Mitchell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Mitchell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-14|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-15|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-16|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-17|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-18|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-19|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-20|1026.0|0|1026.0|0|43.0|0|0.0|100
0|2021-12-21|1027.0|0|1027.0|0|43.0|0|0.0|100
0|2021-12-22|1027.0|0|1027.0|0|43.0|0|0.0|100
0|2021-12-23|1028.0|0|1028.0|0|43.0|0|0.0|100
0|2021-12-24|1028.0|0|1028.0|0|43.0|0|0.0|100
0|2021-12-25|1028.0|0|1028.0|0|43.0|0|0.0|100
0|2021-12-26|1028.0|0|1028.0|0|43.0|0|0.0|100
0|2021-12-27|1033.0|0|1033.0|0|43.0|0|0.0|100
0|2021-12-28|1033.0|0|1033.0|0|43.0|0|0.0|100
0|2021-12-29|1041.0|0|1041.0|0|43.0|0|0.0|100
0|2021-12-30|1041.0|0|1041.0|0|43.0|0|0.0|100
0|2021-12-31|1041.0|0|1041.0|0|43.0|0|0.0|100
0|2022-01-01|1041.0|0|1041.0|0|43.0|0|0.0|100
0|2022-01-02|1041.0|0|1041.0|0|43.0|0|0.0|100
0|2022-01-03|1055.0|0|1055.0|0|43.0|0|0.0|100
0|2022-01-04|1057.0|0|1057.0|0|43.0|0|0.0|100
0|2022-01-05|1057.0|0|1058.0|0|43.0|0|0.0|100
0|2022-01-06|1059.0|0|1059.0|0|44.0|0|0.0|100
0|2022-01-07|1059.0|0|1059.0|0|44.0|0|0.0|100
0|2022-01-08|1063.0|0|1063.0|0|44.0|0|0.0|100
0|2022-01-09|1064.0|0|1064.0|0|44.0|0|0.0|100
0|2022-01-10|1068.0|0|1068.0|0|44.0|0|0.0|100
0|2022-01-11|1075.0|0|1075.0|0|44.0|0|0.0|100
0|2022-01-12|1081.0|0|1081.0|0|44.0|0|0.0|100
0|2022-01-13|1081.0|0|1104.0|0|44.0|0|0.0|100
0|2022-01-14|1104.0|0|1663.0|0|44.0|0|0.0|100
0|2022-01-15|1673.0|0|1673.0|0|44.0|0|0.0|100
0|2022-01-16|1685.0|0|1685.0|0|44.0|0|0.0|100
0|2022-01-17|1691.0|0|0.0|100|44.0|0|0.0|100
