|dates|Midland_Michigan_UnitedStates.JHU_ConfirmedCases.data|Midland_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Midland_Michigan_UnitedStates.NYT_ConfirmedCases.data|Midland_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Midland_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Midland_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Midland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Midland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9874.0|0|9874.0|0|125.0|0|0.0|100
0|2021-10-18|9972.0|0|9972.0|0|125.0|0|0.0|100
0|2021-10-19|9972.0|0|9972.0|0|125.0|0|0.0|100
0|2021-10-20|10072.0|0|10072.0|0|128.0|0|0.0|100
0|2021-10-21|10072.0|0|10072.0|0|128.0|0|0.0|100
0|2021-10-22|10164.0|0|10164.0|0|129.0|0|0.0|100
0|2021-10-23|10164.0|0|10164.0|0|129.0|0|0.0|100
0|2021-10-24|10164.0|0|10164.0|0|129.0|0|0.0|100
0|2021-10-25|10258.0|0|10258.0|0|130.0|0|0.0|100
0|2021-10-26|10258.0|0|10258.0|0|130.0|0|0.0|100
0|2021-10-27|10379.0|0|10379.0|0|134.0|0|0.0|100
0|2021-10-28|10379.0|0|10379.0|0|134.0|0|0.0|100
0|2021-10-29|10458.0|0|10458.0|0|136.0|0|0.0|100
0|2021-10-30|10458.0|0|10458.0|0|136.0|0|0.0|100
0|2021-10-31|10458.0|0|10458.0|0|136.0|0|0.0|100
0|2021-11-01|10542.0|0|10542.0|0|138.0|0|0.0|100
0|2021-11-02|10542.0|0|10542.0|0|138.0|0|0.0|100
0|2021-11-03|10674.0|0|10674.0|0|143.0|0|0.0|100
0|2021-11-04|10674.0|0|10674.0|0|143.0|0|0.0|100
0|2021-11-05|10766.0|0|10766.0|0|143.0|0|0.0|100
0|2021-11-06|10766.0|0|10766.0|0|143.0|0|0.0|100
0|2021-11-07|10766.0|0|10766.0|0|143.0|0|0.0|100
0|2021-11-08|10896.0|0|10896.0|0|145.0|0|0.0|100
0|2021-11-09|10896.0|0|10896.0|0|145.0|0|0.0|100
0|2021-11-10|10896.0|0|10977.0|0|145.0|0|0.0|100
0|2021-11-11|10977.0|0|10977.0|0|146.0|0|0.0|100
0|2021-11-12|11092.0|0|11092.0|0|149.0|0|0.0|100
0|2021-11-13|11092.0|0|11092.0|0|149.0|0|0.0|100
0|2021-11-14|11092.0|0|11092.0|0|149.0|0|0.0|100
0|2021-11-15|11295.0|0|11295.0|0|150.0|0|0.0|100
0|2021-11-16|11295.0|0|11295.0|0|150.0|0|0.0|100
0|2021-11-17|11412.0|0|11412.0|0|150.0|0|0.0|100
0|2021-11-18|11412.0|0|11412.0|0|150.0|0|0.0|100
0|2021-11-19|11539.0|0|11539.0|0|154.0|0|0.0|100
0|2021-11-20|11539.0|0|11539.0|0|154.0|0|0.0|100
0|2021-11-21|11539.0|0|11539.0|0|154.0|0|0.0|100
0|2021-11-22|11666.0|0|11666.0|0|156.0|0|0.0|100
0|2021-11-23|11666.0|0|11666.0|0|156.0|0|0.0|100
0|2021-11-24|11815.0|0|11815.0|0|156.0|0|0.0|100
0|2021-11-25|11815.0|0|11815.0|0|156.0|0|0.0|100
0|2021-11-26|11815.0|0|11815.0|0|156.0|0|0.0|100
0|2021-11-27|11815.0|0|11815.0|0|156.0|0|0.0|100
0|2021-11-28|11815.0|0|11815.0|0|156.0|0|0.0|100
0|2021-11-29|12029.0|0|12029.0|0|156.0|0|0.0|100
0|2021-11-30|12029.0|0|12029.0|0|156.0|0|0.0|100
0|2021-12-01|12144.0|0|12144.0|0|159.0|0|0.0|100
0|2021-12-02|12144.0|0|12144.0|0|159.0|0|0.0|100
0|2021-12-03|12326.0|0|12326.0|0|164.0|0|0.0|100
0|2021-12-04|12326.0|0|12326.0|0|164.0|0|0.0|100
0|2021-12-05|12326.0|0|12326.0|0|164.0|0|0.0|100
0|2021-12-06|12469.0|0|12469.0|0|165.0|0|0.0|100
0|2021-12-07|12469.0|0|12469.0|0|165.0|0|0.0|100
0|2021-12-08|12607.0|0|12607.0|0|167.0|0|0.0|100
0|2021-12-09|12607.0|0|12607.0|0|167.0|0|0.0|100
0|2021-12-10|12689.0|0|12689.0|0|169.0|0|0.0|100
0|2021-12-11|12689.0|0|12689.0|0|169.0|0|0.0|100
0|2021-12-12|12689.0|0|12689.0|0|169.0|0|0.0|100
0|2021-12-13|12826.0|0|12826.0|0|169.0|0|0.0|100
0|2021-12-14|12826.0|0|12826.0|0|169.0|0|0.0|100
0|2021-12-15|12915.0|0|12915.0|0|172.0|0|0.0|100
0|2021-12-16|12915.0|0|12915.0|0|172.0|0|0.0|100
0|2021-12-17|13019.0|0|13019.0|0|175.0|0|0.0|100
0|2021-12-18|13019.0|0|13019.0|0|175.0|0|0.0|100
0|2021-12-19|13019.0|0|13019.0|0|175.0|0|0.0|100
0|2021-12-20|13156.0|0|13156.0|0|176.0|0|0.0|100
0|2021-12-21|13156.0|0|13156.0|0|176.0|0|0.0|100
0|2021-12-22|13237.0|0|13237.0|0|181.0|0|0.0|100
0|2021-12-23|13237.0|0|13237.0|0|181.0|0|0.0|100
0|2021-12-24|13237.0|0|13237.0|0|181.0|0|0.0|100
0|2021-12-25|13237.0|0|13237.0|0|181.0|0|0.0|100
0|2021-12-26|13237.0|0|13237.0|0|181.0|0|0.0|100
0|2021-12-27|13425.0|0|13425.0|0|181.0|0|0.0|100
0|2021-12-28|13425.0|0|13425.0|0|181.0|0|0.0|100
0|2021-12-29|13531.0|0|13531.0|0|182.0|0|0.0|100
0|2021-12-30|13531.0|0|13531.0|0|182.0|0|0.0|100
0|2021-12-31|13531.0|0|13531.0|0|182.0|0|0.0|100
0|2022-01-01|13531.0|0|13531.0|0|182.0|0|0.0|100
0|2022-01-02|13531.0|0|13531.0|0|182.0|0|0.0|100
0|2022-01-03|13859.0|0|13859.0|0|187.0|0|0.0|100
0|2022-01-04|13859.0|0|13859.0|0|187.0|0|0.0|100
0|2022-01-05|14091.0|0|14091.0|0|187.0|0|0.0|100
0|2022-01-06|14091.0|0|14091.0|0|187.0|0|0.0|100
0|2022-01-07|14376.0|0|14376.0|0|190.0|0|0.0|100
0|2022-01-08|14376.0|0|14376.0|0|190.0|0|0.0|100
0|2022-01-09|14376.0|0|14376.0|0|190.0|0|0.0|100
0|2022-01-10|14694.0|0|14694.0|0|191.0|0|0.0|100
0|2022-01-11|14694.0|0|14694.0|0|191.0|0|0.0|100
0|2022-01-12|15049.0|0|15049.0|0|193.0|0|0.0|100
