|dates|Jackson_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Jackson_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Jackson_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|4507.0|0|4507.0|0|46.0|0|0.0|100
0|2021-11-24|4516.0|0|4516.0|0|46.0|0|0.0|100
0|2021-11-25|4520.0|0|4520.0|0|46.0|0|0.0|100
0|2021-11-26|4540.0|0|4540.0|0|46.0|0|0.0|100
0|2021-11-27|4543.0|0|4543.0|0|46.0|0|0.0|100
0|2021-11-28|4549.0|0|4549.0|0|46.0|0|0.0|100
0|2021-11-29|4552.0|0|4552.0|0|46.0|0|0.0|100
0|2021-11-30|4552.0|0|4554.0|0|46.0|0|0.0|100
0|2021-12-01|4564.0|0|4564.0|0|46.0|0|0.0|100
0|2021-12-02|4579.0|0|4579.0|0|46.0|0|0.0|100
0|2021-12-03|4591.0|0|4591.0|0|46.0|0|0.0|100
0|2021-12-04|4594.0|0|4594.0|0|46.0|0|0.0|100
0|2021-12-05|4598.0|0|4598.0|0|47.0|0|0.0|100
0|2021-12-06|4600.0|0|4600.0|0|47.0|0|0.0|100
0|2021-12-07|4606.0|0|4606.0|0|47.0|0|0.0|100
0|2021-12-08|4624.0|0|4624.0|0|47.0|0|0.0|100
0|2021-12-09|4628.0|0|4628.0|0|47.0|0|0.0|100
0|2021-12-10|4635.0|0|4635.0|0|47.0|0|0.0|100
0|2021-12-11|4642.0|0|4642.0|0|47.0|0|0.0|100
0|2021-12-12|4644.0|0|4644.0|0|47.0|0|0.0|100
0|2021-12-13|4644.0|0|4644.0|0|47.0|0|0.0|100
0|2021-12-14|4644.0|0|4649.0|0|47.0|0|0.0|100
0|2021-12-15|4651.0|0|4651.0|0|47.0|0|0.0|100
0|2021-12-16|4658.0|0|4658.0|0|47.0|0|0.0|100
0|2021-12-17|4663.0|0|4663.0|0|47.0|0|0.0|100
0|2021-12-18|4669.0|0|4669.0|0|47.0|0|0.0|100
0|2021-12-19|4681.0|0|4681.0|0|47.0|0|0.0|100
0|2021-12-20|4679.0|0|4679.0|0|47.0|0|0.0|100
0|2021-12-21|4683.0|0|4683.0|0|47.0|0|0.0|100
0|2021-12-22|4688.0|0|4688.0|0|47.0|0|0.0|100
0|2021-12-23|4692.0|0|4692.0|0|47.0|0|0.0|100
0|2021-12-24|4699.0|0|4699.0|0|47.0|0|0.0|100
0|2021-12-25|4701.0|0|4701.0|0|47.0|0|0.0|100
0|2021-12-26|4705.0|0|4705.0|0|47.0|0|0.0|100
0|2021-12-27|4707.0|0|4707.0|0|47.0|0|0.0|100
0|2021-12-28|4716.0|0|4716.0|0|47.0|0|0.0|100
0|2021-12-29|4727.0|0|4727.0|0|47.0|0|0.0|100
0|2021-12-30|4741.0|0|4741.0|0|47.0|0|0.0|100
0|2021-12-31|4753.0|0|4753.0|0|47.0|0|0.0|100
0|2022-01-01|4770.0|0|4770.0|0|47.0|0|0.0|100
0|2022-01-02|4783.0|0|4783.0|0|47.0|0|0.0|100
0|2022-01-03|4788.0|0|4788.0|0|47.0|0|0.0|100
0|2022-01-04|4834.0|0|4834.0|0|47.0|0|0.0|100
0|2022-01-05|4860.0|0|4860.0|0|47.0|0|0.0|100
0|2022-01-06|4886.0|0|4886.0|0|47.0|0|0.0|100
0|2022-01-07|4916.0|0|4916.0|0|49.0|0|0.0|100
0|2022-01-08|4937.0|0|4937.0|0|49.0|0|0.0|100
0|2022-01-09|4937.0|0|4937.0|0|49.0|0|0.0|100
0|2022-01-10|4957.0|0|4957.0|0|49.0|0|0.0|100
0|2022-01-11|4980.0|0|4980.0|0|49.0|0|0.0|100
0|2022-01-12|5029.0|0|5029.0|0|49.0|0|0.0|100
0|2022-01-13|5029.0|0|5058.0|0|49.0|0|0.0|100
0|2022-01-14|5105.0|0|5105.0|0|49.0|0|0.0|100
0|2022-01-15|5125.0|0|5125.0|0|49.0|0|0.0|100
0|2022-01-16|5157.0|0|5157.0|0|49.0|0|0.0|100
0|2022-01-17|5167.0|0|0.0|100|49.0|0|0.0|100
