|dates|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cleveland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Cleveland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|20105.0|0|20263.0|0|324.0|0|0.0|100
0|2022-01-01|20105.0|0|20263.0|0|324.0|0|0.0|100
0|2022-01-02|20105.0|0|20263.0|0|324.0|0|0.0|100
0|2022-01-03|20677.0|0|20677.0|0|324.0|0|0.0|100
0|2022-01-04|20765.0|0|20765.0|0|324.0|0|0.0|100
0|2022-01-05|21044.0|0|21044.0|0|324.0|0|0.0|100
0|2022-01-06|21340.0|0|21340.0|0|324.0|0|0.0|100
0|2022-01-07|21604.0|0|21604.0|0|324.0|0|0.0|100
0|2022-01-08|21604.0|0|21604.0|0|324.0|0|0.0|100
0|2022-01-09|21604.0|0|21604.0|0|324.0|0|0.0|100
0|2022-01-10|22356.0|0|22356.0|0|326.0|0|0.0|100
0|2022-01-11|22523.0|0|22523.0|0|326.0|0|0.0|100
0|2022-01-12|22814.0|0|22814.0|0|326.0|0|0.0|100
0|2022-01-13|22814.0|0|23039.0|0|326.0|0|0.0|100
0|2022-01-14|23322.0|0|23322.0|0|327.0|0|0.0|100
0|2022-01-15|23322.0|0|23322.0|0|327.0|0|0.0|100
0|2022-01-16|23322.0|0|23322.0|0|327.0|0|0.0|100
0|2022-01-17|23322.0|0|0.0|100|327.0|0|0.0|100
