|dates|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Landry_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Landry_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|14356.0|0|14356.0|0|349.0|0|0.0|100
0|2021-11-27|14356.0|0|14356.0|0|349.0|0|0.0|100
0|2021-11-28|14356.0|0|14356.0|0|349.0|0|0.0|100
0|2021-11-29|14389.0|0|14389.0|0|350.0|0|0.0|100
0|2021-11-30|14393.0|0|14393.0|0|350.0|0|0.0|100
0|2021-12-01|14410.0|0|14410.0|0|350.0|0|0.0|100
0|2021-12-02|14410.0|0|14413.0|0|350.0|0|0.0|100
0|2021-12-03|14417.0|0|14417.0|0|350.0|0|0.0|100
0|2021-12-04|14417.0|0|14417.0|0|350.0|0|0.0|100
0|2021-12-05|14417.0|0|14417.0|0|350.0|0|0.0|100
0|2021-12-06|14432.0|0|14432.0|0|350.0|0|0.0|100
0|2021-12-07|14443.0|0|14443.0|0|350.0|0|0.0|100
0|2021-12-08|14453.0|0|14453.0|0|351.0|0|0.0|100
0|2021-12-09|14462.0|0|14462.0|0|351.0|0|0.0|100
0|2021-12-10|14469.0|0|14469.0|0|351.0|0|0.0|100
0|2021-12-11|14469.0|0|14469.0|0|351.0|0|0.0|100
0|2021-12-12|14469.0|0|14469.0|0|351.0|0|0.0|100
0|2021-12-13|14483.0|0|14483.0|0|351.0|0|0.0|100
0|2021-12-14|14483.0|0|14493.0|0|351.0|0|0.0|100
0|2021-12-15|14503.0|0|14503.0|0|351.0|0|0.0|100
0|2021-12-16|14514.0|0|14514.0|0|351.0|0|0.0|100
0|2021-12-17|14523.0|0|14523.0|0|352.0|0|0.0|100
0|2021-12-18|14523.0|0|14523.0|0|352.0|0|0.0|100
0|2021-12-19|14523.0|0|14523.0|0|352.0|0|0.0|100
0|2021-12-20|14547.0|0|14547.0|0|352.0|0|0.0|100
0|2021-12-21|14555.0|0|14555.0|0|352.0|0|0.0|100
0|2021-12-22|14577.0|0|14577.0|0|352.0|0|0.0|100
0|2021-12-23|14594.0|0|14594.0|0|352.0|0|0.0|100
0|2021-12-24|14594.0|0|14594.0|0|352.0|0|0.0|100
0|2021-12-25|14594.0|0|14594.0|0|352.0|0|0.0|100
0|2021-12-26|14594.0|0|14594.0|0|352.0|0|0.0|100
0|2021-12-27|14683.0|0|14683.0|0|352.0|0|0.0|100
0|2021-12-28|14703.0|0|14703.0|0|352.0|0|0.0|100
0|2021-12-29|14788.0|0|14788.0|0|352.0|0|0.0|100
0|2021-12-30|14894.0|0|14894.0|0|352.0|0|0.0|100
0|2021-12-31|14894.0|0|14894.0|0|352.0|0|0.0|100
0|2022-01-01|14894.0|0|14894.0|0|352.0|0|0.0|100
0|2022-01-02|14894.0|0|14894.0|0|352.0|0|0.0|100
0|2022-01-03|15214.0|0|15214.0|0|353.0|0|0.0|100
0|2022-01-04|15317.0|0|15317.0|0|353.0|0|0.0|100
0|2022-01-05|15435.0|0|15435.0|0|353.0|0|0.0|100
0|2022-01-06|15638.0|0|15638.0|0|354.0|0|0.0|100
0|2022-01-07|15881.0|0|15881.0|0|354.0|0|0.0|100
0|2022-01-08|15881.0|0|15881.0|0|354.0|0|0.0|100
0|2022-01-09|15881.0|0|15881.0|0|354.0|0|0.0|100
0|2022-01-10|16337.0|0|16337.0|0|354.0|0|0.0|100
0|2022-01-11|16488.0|0|16488.0|0|354.0|0|0.0|100
0|2022-01-12|16488.0|0|16488.0|0|354.0|0|0.0|100
0|2022-01-13|16488.0|0|16488.0|0|354.0|0|0.0|100
0|2022-01-14|17275.0|0|17275.0|0|354.0|0|0.0|100
0|2022-01-15|17275.0|0|17275.0|0|354.0|0|0.0|100
0|2022-01-16|17275.0|0|17275.0|0|354.0|0|0.0|100
0|2022-01-17|17275.0|0|0.0|100|354.0|0|0.0|100
