|dates|Campbell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Campbell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Campbell_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Campbell_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Campbell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Campbell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Campbell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Campbell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12126.0|0|12793.0|0|92.0|0|0.0|100
0|2021-10-18|12181.0|0|12843.0|0|92.0|0|0.0|100
0|2021-10-19|12224.0|0|12899.0|0|92.0|0|0.0|100
0|2021-10-20|12268.0|0|12944.0|0|92.0|0|0.0|100
0|2021-10-21|12318.0|0|12962.0|0|95.0|0|0.0|100
0|2021-10-22|12333.0|0|13000.0|0|95.0|0|0.0|100
0|2021-10-23|12333.0|0|13000.0|0|95.0|0|0.0|100
0|2021-10-24|12333.0|0|13000.0|0|95.0|0|0.0|100
0|2021-10-25|12369.0|0|13057.0|0|95.0|0|0.0|100
0|2021-10-26|12378.0|0|13065.0|0|95.0|0|0.0|100
0|2021-10-27|12402.0|0|13089.0|0|95.0|0|0.0|100
0|2021-10-28|12437.0|0|13114.0|0|95.0|0|0.0|100
0|2021-10-29|12461.0|0|13141.0|0|100.0|0|0.0|100
0|2021-10-30|12461.0|0|13141.0|0|100.0|0|0.0|100
0|2021-10-31|12461.0|0|13141.0|0|100.0|0|0.0|100
0|2021-11-01|12507.0|0|13199.0|0|101.0|0|0.0|100
0|2021-11-02|12524.0|0|13215.0|0|101.0|0|0.0|100
0|2021-11-03|12549.0|0|13234.0|0|101.0|0|0.0|100
0|2021-11-04|12573.0|0|13254.0|0|101.0|0|0.0|100
0|2021-11-05|12602.0|0|13254.0|0|101.0|0|0.0|100
0|2021-11-06|12602.0|0|13254.0|0|101.0|0|0.0|100
0|2021-11-07|12602.0|0|13254.0|0|101.0|0|0.0|100
0|2021-11-08|12653.0|0|13344.0|0|101.0|0|0.0|100
0|2021-11-09|12684.0|0|13370.0|0|101.0|0|0.0|100
0|2021-11-10|12709.0|0|13395.0|0|101.0|0|0.0|100
0|2021-11-11|12709.0|0|13395.0|0|101.0|0|0.0|100
0|2021-11-12|12760.0|0|13460.0|0|101.0|0|0.0|100
0|2021-11-13|12760.0|0|13460.0|0|101.0|0|0.0|100
0|2021-11-14|12760.0|0|13460.0|0|101.0|0|0.0|100
0|2021-11-15|12828.0|0|13544.0|0|102.0|0|0.0|100
0|2021-11-16|12853.0|0|13566.0|0|106.0|0|0.0|100
0|2021-11-17|12906.0|0|13598.0|0|107.0|0|0.0|100
0|2021-11-18|12941.0|0|13643.0|0|108.0|0|0.0|100
0|2021-11-19|12980.0|0|13682.0|0|110.0|0|0.0|100
0|2021-11-20|12980.0|0|13682.0|0|110.0|0|0.0|100
0|2021-11-21|12980.0|0|13682.0|0|110.0|0|0.0|100
0|2021-11-22|13074.0|0|13780.0|0|111.0|0|0.0|100
0|2021-11-23|13110.0|0|13795.0|0|111.0|0|0.0|100
0|2021-11-24|13146.0|0|13851.0|0|111.0|0|0.0|100
0|2021-11-25|13146.0|0|13851.0|0|111.0|0|0.0|100
0|2021-11-26|13146.0|0|13851.0|0|111.0|0|0.0|100
0|2021-11-27|13146.0|0|13851.0|0|111.0|0|0.0|100
0|2021-11-28|13146.0|0|13851.0|0|111.0|0|0.0|100
0|2021-11-29|13257.0|0|13971.0|0|112.0|0|0.0|100
0|2021-11-30|13293.0|0|14001.0|0|112.0|0|0.0|100
0|2021-12-01|13361.0|0|14071.0|0|112.0|0|0.0|100
0|2021-12-02|13427.0|0|14128.0|0|112.0|0|0.0|100
0|2021-12-03|13482.0|0|14197.0|0|112.0|0|0.0|100
0|2021-12-04|13482.0|0|14197.0|0|112.0|0|0.0|100
0|2021-12-05|13482.0|0|14197.0|0|112.0|0|0.0|100
0|2021-12-06|13616.0|0|14368.0|0|114.0|0|0.0|100
0|2021-12-07|13650.0|0|14412.0|0|115.0|0|0.0|100
0|2021-12-08|13688.0|0|14457.0|0|116.0|0|0.0|100
0|2021-12-09|13725.0|0|14493.0|0|116.0|0|0.0|100
0|2021-12-10|13799.0|0|14550.0|0|116.0|0|0.0|100
0|2021-12-11|13799.0|0|14550.0|0|116.0|0|0.0|100
0|2021-12-12|13799.0|0|14550.0|0|116.0|0|0.0|100
0|2021-12-13|13905.0|0|14684.0|0|118.0|0|0.0|100
0|2021-12-14|13905.0|0|14722.0|0|118.0|0|0.0|100
0|2021-12-15|13996.0|0|14785.0|0|118.0|0|0.0|100
0|2021-12-16|14062.0|0|14814.0|0|118.0|0|0.0|100
0|2021-12-17|14112.0|0|14923.0|0|118.0|0|0.0|100
0|2021-12-18|14112.0|0|14923.0|0|118.0|0|0.0|100
0|2021-12-19|14112.0|0|14923.0|0|118.0|0|0.0|100
0|2021-12-20|14264.0|0|15085.0|0|118.0|0|0.0|100
0|2021-12-21|14303.0|0|15124.0|0|118.0|0|0.0|100
0|2021-12-22|14361.0|0|15201.0|0|119.0|0|0.0|100
0|2021-12-23|14361.0|0|15201.0|0|119.0|0|0.0|100
0|2021-12-24|14361.0|0|15201.0|0|119.0|0|0.0|100
0|2021-12-25|14361.0|0|15201.0|0|119.0|0|0.0|100
0|2021-12-26|14361.0|0|15201.0|0|119.0|0|0.0|100
0|2021-12-27|14639.0|0|15385.0|0|121.0|0|0.0|100
0|2021-12-28|14698.0|0|15588.0|0|121.0|0|0.0|100
0|2021-12-29|14812.0|0|15757.0|0|121.0|0|0.0|100
0|2021-12-30|14812.0|0|15757.0|0|121.0|0|0.0|100
0|2021-12-31|14812.0|0|15757.0|0|121.0|0|0.0|100
0|2022-01-01|14812.0|0|15757.0|0|121.0|0|0.0|100
0|2022-01-02|14812.0|0|15757.0|0|121.0|0|0.0|100
0|2022-01-03|15400.0|0|16493.0|0|121.0|0|0.0|100
0|2022-01-04|15612.0|0|16688.0|0|122.0|0|0.0|100
0|2022-01-05|15858.0|0|16970.0|0|122.0|0|0.0|100
0|2022-01-06|16126.0|0|17344.0|0|123.0|0|0.0|100
0|2022-01-07|16464.0|0|17687.0|0|123.0|0|0.0|100
0|2022-01-08|16464.0|0|17687.0|0|123.0|0|0.0|100
0|2022-01-09|16464.0|0|17687.0|0|123.0|0|0.0|100
0|2022-01-10|17100.0|0|18485.0|0|124.0|0|0.0|100
0|2022-01-11|17270.0|0|18665.0|0|124.0|0|0.0|100
0|2022-01-12|17534.0|0|19032.0|0|124.0|0|0.0|100
0|2022-01-13|17534.0|0|19295.0|0|124.0|0|0.0|100
0|2022-01-14|18008.0|0|19586.0|0|124.0|0|0.0|100
0|2022-01-15|18008.0|0|19586.0|0|124.0|0|0.0|100
0|2022-01-16|18008.0|0|19586.0|0|124.0|0|0.0|100
0|2022-01-17|18008.0|0|0.0|100|124.0|0|0.0|100
