|dates|Reagan_Texas_UnitedStates.AveragePrecipitationTotal.data|Reagan_Texas_UnitedStates.AveragePrecipitationTotal.missing|Reagan_Texas_UnitedStates.AveragePrecipitation.data|Reagan_Texas_UnitedStates.AveragePrecipitation.missing|Reagan_Texas_UnitedStates.AverageWindDirection.data|Reagan_Texas_UnitedStates.AverageWindDirection.missing|Reagan_Texas_UnitedStates.AverageWindSpeed.data|Reagan_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-12-02|0.0|0|0.0|0|140.97222222222223|0|6.027777777777778|0
0|2021-12-03|0.0|0|0.0|0|226.66666666666666|0|8.291666666666666|0
0|2021-12-04|0.0|0|0.0|0|222.08333333333334|0|6.833333333333333|0
0|2021-12-05|0.0|0|0.0|0|195.83333333333334|0|8.875|0
0|2021-12-06|0.0|0|0.0|0|86.04166666666667|0|12.0|0
0|2021-12-07|0.0|0|0.0|0|229.16666666666666|0|9.166666666666666|0
0|2021-12-08|0.0|0|0.0|0|169.16666666666666|0|7.791666666666667|0
0|2021-12-09|0.0|0|0.0|0|227.5|0|14.416666666666666|0
0|2021-12-10|0.0|0|0.0|0|252.91666666666666|0|16.75|0
0|2021-12-11|0.0|0|0.0|0|172.91666666666666|0|8.604166666666666|0
0|2021-12-12|0.0|0|0.0|0|189.58333333333334|0|9.25|0
0|2021-12-13|0.0|0|0.0|0|202.5|0|7.916666666666667|0
0|2021-12-14|0.0|0|0.0|0|185.83333333333334|0|9.291666666666666|0
0|2021-12-15|0.0|0|0.0|0|185.83333333333334|0|15.416666666666666|0
0|2021-12-16|0.0|0|0.0|0|158.16666666666666|0|6.808333333333334|0
0|2021-12-17|0.0|0|0.0|0|175.625|0|8.291666666666666|0
0|2021-12-18|0.0|0|0.0|0|53.75|0|17.0|0
0|2021-12-19|0.0|0|0.0|0|126.04166666666667|0|8.208333333333334|0
0|2021-12-20|0.0|0|0.0|0|188.125|0|5.854166666666667|0
0|2021-12-21|0.0|0|0.0|0|267.9166666666667|0|8.791666666666666|0
0|2021-12-22|0.0|0|0.0|0|260.0|0|8.375|0
0|2021-12-23|0.0|0|0.0|0|228.75|0|10.041666666666666|0
0|2021-12-24|0.0|0|0.0|0|217.91666666666666|0|14.25|0
0|2021-12-25|0.0|0|0.0|0|221.25|0|7.625|0
0|2021-12-26|0.0|0|0.0|0|221.66666666666666|0|13.166666666666666|0
0|2021-12-27|0.0|0|0.0|0|178.33333333333334|0|7.041666666666667|0
0|2021-12-28|0.0|0|0.0|0|250.41666666666666|0|12.916666666666666|0
0|2021-12-29|0.0|0|0.0|0|227.08333333333334|0|10.75|0
0|2021-12-30|0.0|0|0.0|0|239.58333333333334|0|7.375|0
0|2021-12-31|0.0|0|0.00125|0|206.25|0|6.708333333333333|0
0|2022-01-01|0.002916666666666667|0|0.0016666666666666668|0|215.06944444444446|0|18.458333333333332|0
0|2022-01-02|0.0|0|0.0|0|254.16666666666666|0|8.916666666666666|0
0|2022-01-03|0.0|0|0.0|0|165.83333333333334|0|7.875|0
0|2022-01-04|0.0|0|0.0|0|242.91666666666666|0|14.0|0
0|2022-01-05|0.0|0|0.0|0|155.83333333333334|0|8.333333333333334|0
0|2022-01-06|0.0|0|0.0|0|107.91666666666667|0|11.875|0
0|2022-01-07|0.0|0|0.0|0|154.58333333333334|0|9.458333333333334|0
0|2022-01-08|0.0|0|0.0|0|226.66666666666666|0|13.291666666666666|0
0|2022-01-09|0.0|0|0.0|0|65.83333333333333|0|13.833333333333334|0
0|2022-01-10|0.0|0|0.0|0|90.0|0|5.0|0
0|2022-01-11|0.0|0|0.0|0|150.0|0|7.833333333333333|0
0|2022-01-12|0.0|0|0.0|0|205.41666666666666|0|5.166666666666667|0
0|2022-01-13|0.0|0|0.0|0|139.58333333333334|0|3.4583333333333335|0
0|2022-01-14|0.0|0|0.0|0|178.88888888888889|0|16.90277777777778|0
0|2022-01-15|0.0|0|0.0|0|268.6458333333333|0|19.770833333333332|0
0|2022-01-16|0.0|0|0.0|0|231.66666666666666|0|6.916666666666667|0
0|2022-01-17|0.0|0|0.0|0|176.66666666666666|0|9.166666666666666|0
